ID	ENTREZ_GENE_ID
100129083_at	100129083
100129094_at	100129094
100129098_at	100129098
100129128_at	100129128
100129138_at	100129138
100129148_at	100129148
100129175_at	100129175
100129195_at	100129195
100129196_at	100129196
100129203_at	100129203
100129213_at	100129213
100129215_at	100129215
100129223_at	100129223
100129250_at	100129250
100129269_at	100129269
100129271_at	100129271
100129316_at	100129316
100129345_at	100129345
100129354_at	100129354
100129361_at	100129361
100129385_at	100129385
100129387_at	100129387
100129424_at	100129424
100129427_at	100129427
100129434_at	100129434
100129455_at	100129455
100129460_at	100129460
100129461_at	100129461
100129464_at	100129464
100129473_at	100129473
100129476_at	100129476
100129480_at	100129480
100129482_at	100129482
100129503_at	100129503
100129516_at	100129516
100129518_at	100129518
100129520_at	100129520
100129534_at	100129534
100129543_at	100129543
100129550_at	100129550
100129583_at	100129583
100129597_at	100129597
100129603_at	100129603
100129617_at	100129617
100129620_at	100129620
100129636_at	100129636
100129637_at	100129637
100129654_at	100129654
100129662_at	100129662
100129669_at	100129669
100129697_at	100129697
100129716_at	100129716
100129722_at	100129722
100129726_at	100129726
100129781_at	100129781
100129792_at	100129792
100129794_at	100129794
100129800_at	100129800
100129827_at	100129827
100129836_at	100129836
100129842_at	100129842
100129845_at	100129845
100129858_at	100129858
100129917_at	100129917
100129924_at	100129924
100129931_at	100129931
100129935_at	100129935
100129940_at	100129940
100129961_at	100129961
100129973_at	100129973
100130015_at	100130015
100130017_at	100130017
100130083_at	100130083
100130093_at	100130093
100130097_at	100130097
100130100_at	100130100
100130111_at	100130111
100130148_at	100130148
100130155_at	100130155
100130197_at	100130197
100130231_at	100130231
100130238_at	100130238
100130249_at	100130249
100130256_at	100130256
100130264_at	100130264
100130274_at	100130274
100130275_at	100130275
100130285_at	100130285
100130298_at	100130298
100130301_at	100130301
100130302_at	100130302
100130311_at	100130311
100130331_at	100130331
100130342_at	100130342
100130348_at	100130348
100130357_at	100130357
100130370_at	100130370
100130373_at	100130373
100130386_at	100130386
100130417_at	100130417
100130418_at	100130418
100130449_at	100130449
100130451_at	100130451
100130452_at	100130452
100130458_at	100130458
100130460_at	100130460
100130476_at	100130476
100130480_at	100130480
100130502_at	100130502
100130519_at	100130519
100130520_at	100130520
100130522_at	100130522
100130539_at	100130539
100130548_at	100130548
100130557_at	100130557
100130581_at	100130581
100130587_at	100130587
100130613_at	100130613
100130673_at	100130673
100130691_at	100130691
100130698_at	100130698
100130700_at	100130700
100130705_at	100130705
100130717_at	100130717
100130733_at	100130733
100130742_at	100130742
100130771_at	100130771
100130776_at	100130776
100130827_at	100130827
100130855_at	100130855
100130872_at	100130872
100130880_at	100130880
100130887_at	100130887
100130889_at	100130889
100130890_at	100130890
100130894_at	100130894
100130899_at	100130899
100130933_at	100130933
100130934_at	100130934
100130935_at	100130935
100130938_at	100130938
100130950_at	100130950
100130954_at	100130954
100130958_at	100130958
100130964_at	100130964
100130967_at	100130967
100130987_at	100130987
100130988_at	100130988
100130992_at	100130992
100131017_at	100131017
100131047_at	100131047
100131060_at	100131060
100131067_at	100131067
100131089_at	100131089
100131094_at	100131094
100131096_at	100131096
100131107_at	100131107
100131117_at	100131117
100131137_at	100131137
100131138_at	100131138
100131176_at	100131176
100131187_at	100131187
100131193_at	100131193
100131205_at	100131205
100131208_at	100131208
100131211_at	100131211
100131213_at	100131213
100131234_at	100131234
100131244_at	100131244
100131257_at	100131257
100131289_at	100131289
100131320_at	100131320
100131347_at	100131347
100131366_at	100131366
100131372_at	100131372
100131378_at	100131378
100131390_at	100131390
100131395_at	100131395
100131434_at	100131434
100131439_at	100131439
100131454_at	100131454
100131496_at	100131496
100131530_at	100131530
100131539_at	100131539
100131551_at	100131551
100131561_at	100131561
100131564_at	100131564
100131635_at	100131635
100131655_at	100131655
100131691_at	100131691
100131726_at	100131726
100131733_at	100131733
100131755_at	100131755
100131801_at	100131801
100131814_at	100131814
100131816_at	100131816
100131825_at	100131825
100131827_at	100131827
100131897_at	100131897
100131902_at	100131902
100131980_at	100131980
100131998_at	100131998
100132074_at	100132074
100132077_at	100132077
100132078_at	100132078
100132111_at	100132111
100132116_at	100132116
100132146_at	100132146
100132163_at	100132163
100132169_at	100132169
100132174_at	100132174
100132215_at	100132215
100132249_at	100132249
100132273_at	100132273
100132288_at	100132288
100132341_at	100132341
100132354_at	100132354
100132356_at	100132356
100132386_at	100132386
100132396_at	100132396
100132406_at	100132406
100132417_at	100132417
100132463_at	100132463
100132464_at	100132464
100132476_at	100132476
100132526_at	100132526
100132529_at	100132529
100132594_at	100132594
100132596_at	100132596
100132618_at	100132618
100132677_at	100132677
100132707_at	100132707
100132708_at	100132708
100132724_at	100132724
100132731_at	100132731
100132735_at	100132735
100132774_at	100132774
100132781_at	100132781
100132813_at	100132813
100132815_at	100132815
100132831_at	100132831
100132891_at	100132891
100132911_at	100132911
100132916_at	100132916
100132963_at	100132963
100132967_at	100132967
100132979_at	100132979
100132987_at	100132987
100133050_at	100133050
100133077_at	100133077
100133123_at	100133123
100133161_at	100133161
100133172_at	100133172
100133182_at	100133182
100133205_at	100133205
100133234_at	100133234
100133286_at	100133286
100133308_at	100133308
100133311_at	100133311
100133315_at	100133315
100133331_at	100133331
100133445_at	100133445
100133461_at	100133461
100133545_at	100133545
100133612_at	100133612
100133669_at	100133669
100133746_at	100133746
100133957_at	100133957
100133985_at	100133985
100133991_at	100133991
100134015_at	100134015
100134040_at	100134040
100134229_at	100134229
100134259_at	100134259
100134368_at	100134368
100134391_at	100134391
100134713_at	100134713
10013_at	10013
100141515_at	100141515
100144595_at	100144595
100144596_at	100144596
100144597_at	100144597
100144602_at	100144602
100144603_at	100144603
100144604_at	100144604
100144748_at	100144748
100147773_at	100147773
10014_at	10014
100151643_at	100151643
100151683_at	100151683
100158262_at	100158262
10015_at	10015
100169752_at	100169752
100169851_at	100169851
100169890_at	100169890
100169989_at	100169989
10016_at	10016
100170222_at	100170222
100170227_at	100170227
100170228_at	100170228
100170229_at	100170229
100170765_at	100170765
100170841_at	100170841
10017_at	10017
100187716_at	100187716
100188893_at	100188893
100188917_at	100188917
100188947_at	100188947
100188949_at	100188949
100188953_at	100188953
100188954_at	100188954
100189589_at	100189589
10018_at	10018
100190938_at	100190938
100190939_at	100190939
100190940_at	100190940
100190949_at	100190949
100191040_at	100191040
100192204_at	100192204
100192378_at	100192378
100192379_at	100192379
100192386_at	100192386
100192420_at	100192420
100192426_at	100192426
10019_at	10019
1001_at	1001
10020_at	10020
100216001_at	100216001
100216479_at	100216479
100216545_at	100216545
100216546_at	100216546
10021_at	10021
10022_at	10022
100233209_at	100233209
10023_at	10023
100240728_at	100240728
100240734_at	100240734
100240735_at	100240735
10024_at	10024
10025_at	10025
100268168_at	100268168
10026_at	10026
100270679_at	100270679
100270680_at	100270680
100270746_at	100270746
100270804_at	100270804
100271702_at	100271702
100271715_at	100271715
100271722_at	100271722
100271832_at	100271832
100271836_at	100271836
100271846_at	100271846
100271927_at	100271927
100272147_at	100272147
100272217_at	100272217
100272228_at	100272228
100286844_at	100286844
100286938_at	100286938
100286979_at	100286979
100287010_at	100287010
100287015_at	100287015
100287029_at	100287029
100287036_at	100287036
100287042_at	100287042
100287072_at	100287072
100287082_at	100287082
100287098_at	100287098
100287114_at	100287114
100287144_at	100287144
100287166_at	100287166
100287171_at	100287171
100287175_at	100287175
100287177_at	100287177
100287216_at	100287216
100287225_at	100287225
100287226_at	100287226
100287227_at	100287227
100287284_at	100287284
100287290_at	100287290
100287314_at	100287314
100287333_at	100287333
100287362_at	100287362
100287366_at	100287366
100287387_at	100287387
100287413_at	100287413
100287477_at	100287477
100287482_at	100287482
100287497_at	100287497
100287559_at	100287559
100287569_at	100287569
100287592_at	100287592
100287616_at	100287616
100287632_at	100287632
100287639_at	100287639
100287651_at	100287651
100287718_at	100287718
100287722_at	100287722
100287765_at	100287765
100287792_at	100287792
100287808_at	100287808
100287814_at	100287814
100287834_at	100287834
100287846_at	100287846
100287852_at	100287852
100287879_at	100287879
100287896_at	100287896
100287898_at	100287898
100287902_at	100287902
100287932_at	100287932
100287934_at	100287934
100287944_at	100287944
100287948_at	100287948
100288069_at	100288069
100288077_at	100288077
100288079_at	100288079
100288102_at	100288102
100288122_at	100288122
100288123_at	100288123
100288144_at	100288144
100288152_at	100288152
100288175_at	100288175
100288181_at	100288181
100288198_at	100288198
100288287_at	100288287
100288323_at	100288323
100288346_at	100288346
100288413_at	100288413
100288428_at	100288428
100288432_at	100288432
100288485_at	100288485
100288486_at	100288486
100288524_at	100288524
100288637_at	100288637
100288690_at	100288690
100288730_at	100288730
100288748_at	100288748
100288778_at	100288778
100288797_at	100288797
100288798_at	100288798
100288801_at	100288801
100288814_at	100288814
100288831_at	100288831
100288842_at	100288842
100288846_at	100288846
100288866_at	100288866
100288911_at	100288911
100288974_at	100288974
100289017_at	100289017
100289019_at	100289019
100289061_at	100289061
100289092_at	100289092
100289098_at	100289098
100289124_at	100289124
100289178_at	100289178
100289187_at	100289187
100289211_at	100289211
100289230_at	100289230
100289255_at	100289255
100289274_at	100289274
100289283_at	100289283
100289308_at	100289308
100289333_at	100289333
100289341_at	100289341
100289361_at	100289361
100289373_at	100289373
100289388_at	100289388
100289410_at	100289410
100289455_at	100289455
100289462_at	100289462
100289473_at	100289473
100289495_at	100289495
100289509_at	100289509
100289511_at	100289511
100289561_at	100289561
100289580_at	100289580
100289635_at	100289635
100289650_at	100289650
100289656_at	100289656
100289673_at	100289673
100289678_at	100289678
100292680_at	100292680
100293516_at	100293516
100293612_at	100293612
100293704_at	100293704
100294145_at	100294145
100294362_at	100294362
100294720_at	100294720
1002_at	1002
100302112_at	100302112
100302113_at	100302113
100302114_at	100302114
100302115_at	100302115
100302116_at	100302116
100302117_at	100302117
100302118_at	100302118
100302119_at	100302119
100302121_at	100302121
100302122_at	100302122
100302123_at	100302123
100302124_at	100302124
100302125_at	100302125
100302126_at	100302126
100302128_at	100302128
100302130_at	100302130
100302131_at	100302131
100302134_at	100302134
100302135_at	100302135
100302136_at	100302136
100302137_at	100302137
100302138_at	100302138
100302139_at	100302139
100302140_at	100302140
100302141_at	100302141
100302142_at	100302142
100302144_at	100302144
100302145_at	100302145
100302146_at	100302146
100302147_at	100302147
100302148_at	100302148
100302149_at	100302149
100302150_at	100302150
100302153_at	100302153
100302155_at	100302155
100302156_at	100302156
100302157_at	100302157
100302158_at	100302158
100302159_at	100302159
100302161_at	100302161
100302163_at	100302163
100302164_at	100302164
100302166_at	100302166
100302167_at	100302167
100302169_at	100302169
100302170_at	100302170
100302171_at	100302171
100302172_at	100302172
100302175_at	100302175
100302177_at	100302177
100302178_at	100302178
100302181_at	100302181
100302182_at	100302182
100302184_at	100302184
100302185_at	100302185
100302186_at	100302186
100302187_at	100302187
100302188_at	100302188
100302190_at	100302190
100302191_at	100302191
100302192_at	100302192
100302193_at	100302193
100302195_at	100302195
100302196_at	100302196
100302202_at	100302202
100302203_at	100302203
100302204_at	100302204
100302205_at	100302205
100302208_at	100302208
100302209_at	100302209
100302211_at	100302211
100302212_at	100302212
100302217_at	100302217
100302219_at	100302219
100302220_at	100302220
100302222_at	100302222
100302223_at	100302223
100302225_at	100302225
100302226_at	100302226
100302227_at	100302227
100302228_at	100302228
100302229_at	100302229
100302232_at	100302232
100302235_at	100302235
100302236_at	100302236
100302237_at	100302237
100302238_at	100302238
100302242_at	100302242
100302246_at	100302246
100302250_at	100302250
100302251_at	100302251
100302254_at	100302254
100302255_at	100302255
100302256_at	100302256
100302257_at	100302257
100302259_at	100302259
100302261_at	100302261
100302263_at	100302263
100302265_at	100302265
100302270_at	100302270
100302273_at	100302273
100302274_at	100302274
100302275_at	100302275
100302276_at	100302276
100302277_at	100302277
100302279_at	100302279
100302280_at	100302280
100302281_at	100302281
100302282_at	100302282
100302283_at	100302283
100302287_at	100302287
100302289_at	100302289
100302401_at	100302401
100302640_at	100302640
100302650_at	100302650
100302691_at	100302691
100302692_at	100302692
100302739_at	100302739
100302740_at	100302740
100302743_at	100302743
100303491_at	100303491
100303728_at	100303728
100303749_at	100303749
100303755_at	100303755
100306951_at	100306951
100306975_at	100306975
100309464_at	100309464
100310846_at	100310846
100313769_at	100313769
100313770_at	100313770
100313771_at	100313771
100313772_at	100313772
100313774_at	100313774
100313777_at	100313777
100313778_at	100313778
100313779_at	100313779
100313780_at	100313780
100313822_at	100313822
100313824_at	100313824
100313829_at	100313829
100313830_at	100313830
100313838_at	100313838
100313839_at	100313839
100313840_at	100313840
100313841_at	100313841
100313842_at	100313842
100313843_at	100313843
100313886_at	100313886
100313892_at	100313892
100313896_at	100313896
100313914_at	100313914
100313921_at	100313921
100313923_at	100313923
100313938_at	100313938
100316868_at	100316868
100316904_at	100316904
100329109_at	100329109
100329135_at	100329135
100335030_at	100335030
100337591_at	100337591
100337616_at	100337616
100359394_at	100359394
10036_at	10036
100379132_at	100379132
100379141_at	100379141
100379174_at	100379174
100379220_at	100379220
100379224_at	100379224
100379249_at	100379249
100379250_at	100379250
100379251_at	100379251
100379345_at	100379345
100379571_at	100379571
100379661_at	100379661
100381270_at	100381270
10038_at	10038
10039_at	10039
1003_at	1003
10040_at	10040
100422737_at	100422737
100422823_at	100422823
100422825_at	100422825
100422826_at	100422826
100422827_at	100422827
100422828_at	100422828
100422829_at	100422829
100422832_at	100422832
100422833_at	100422833
100422835_at	100422835
100422837_at	100422837
100422839_at	100422839
100422840_at	100422840
100422841_at	100422841
100422842_at	100422842
100422843_at	100422843
100422846_at	100422846
100422847_at	100422847
100422849_at	100422849
100422850_at	100422850
100422851_at	100422851
100422853_at	100422853
100422854_at	100422854
100422855_at	100422855
100422856_at	100422856
100422857_at	100422857
100422858_at	100422858
100422859_at	100422859
100422860_at	100422860
100422861_at	100422861
100422862_at	100422862
100422863_at	100422863
100422864_at	100422864
100422865_at	100422865
100422866_at	100422866
100422867_at	100422867
100422868_at	100422868
100422869_at	100422869
100422871_at	100422871
100422873_at	100422873
100422874_at	100422874
100422875_at	100422875
100422876_at	100422876
100422877_at	100422877
100422878_at	100422878
100422879_at	100422879
100422880_at	100422880
100422881_at	100422881
100422882_at	100422882
100422883_at	100422883
100422887_at	100422887
100422888_at	100422888
100422889_at	100422889
100422890_at	100422890
100422891_at	100422891
100422892_at	100422892
100422895_at	100422895
100422896_at	100422896
100422897_at	100422897
100422898_at	100422898
100422899_at	100422899
100422900_at	100422900
100422901_at	100422901
100422902_at	100422902
100422903_at	100422903
100422904_at	100422904
100422905_at	100422905
100422908_at	100422908
100422909_at	100422909
100422910_at	100422910
100422911_at	100422911
100422912_at	100422912
100422913_at	100422913
100422914_at	100422914
100422915_at	100422915
100422916_at	100422916
100422918_at	100422918
100422920_at	100422920
100422923_at	100422923
100422924_at	100422924
100422926_at	100422926
100422928_at	100422928
100422929_at	100422929
100422930_at	100422930
100422931_at	100422931
100422932_at	100422932
100422934_at	100422934
100422937_at	100422937
100422940_at	100422940
100422941_at	100422941
100422943_at	100422943
100422944_at	100422944
100422945_at	100422945
100422946_at	100422946
100422947_at	100422947
100422951_at	100422951
100422953_at	100422953
100422954_at	100422954
100422955_at	100422955
100422959_at	100422959
100422963_at	100422963
100422964_at	100422964
100422965_at	100422965
100422966_at	100422966
100422967_at	100422967
100422968_at	100422968
100422969_at	100422969
100422971_at	100422971
100422973_at	100422973
100422974_at	100422974
100422975_at	100422975
100422976_at	100422976
100422979_at	100422979
100422981_at	100422981
100422982_at	100422982
100422983_at	100422983
100422984_at	100422984
100422986_at	100422986
100422987_at	100422987
100422988_at	100422988
100422989_at	100422989
100422990_at	100422990
100422991_at	100422991
100422992_at	100422992
100422993_at	100422993
100422994_at	100422994
100422995_at	100422995
100422996_at	100422996
100422998_at	100422998
100422999_at	100422999
100423000_at	100423000
100423001_at	100423001
100423002_at	100423002
100423003_at	100423003
100423005_at	100423005
100423010_at	100423010
100423011_at	100423011
100423012_at	100423012
100423013_at	100423013
100423015_at	100423015
100423016_at	100423016
100423017_at	100423017
100423020_at	100423020
100423021_at	100423021
100423025_at	100423025
100423026_at	100423026
100423027_at	100423027
100423028_at	100423028
100423029_at	100423029
100423030_at	100423030
100423032_at	100423032
100423033_at	100423033
100423034_at	100423034
100423036_at	100423036
100423039_at	100423039
100423040_at	100423040
100423041_at	100423041
100423042_at	100423042
100423043_at	100423043
100423062_at	100423062
10042_at	10042
100431172_at	100431172
10043_at	10043
10044_at	10044
10045_at	10045
100462953_at	100462953
100462977_at	100462977
100462981_at	100462981
100462983_at	100462983
100463285_at	100463285
100463289_at	100463289
100463482_at	100463482
100463486_at	100463486
100463487_at	100463487
100463488_at	100463488
10046_at	10046
10047_at	10047
10048_at	10048
100498859_at	100498859
100499171_at	100499171
100499177_at	100499177
100499183_at	100499183
100499194_at	100499194
100499227_at	100499227
100499405_at	100499405
100499466_at	100499466
100499467_at	100499467
100499484_at	100499484
100499489_at	100499489
10049_at	10049
1004_at	1004
100500773_at	100500773
100500801_at	100500801
100500802_at	100500802
100500803_at	100500803
100500805_at	100500805
100500807_at	100500807
100500809_at	100500809
100500810_at	100500810
100500811_at	100500811
100500812_at	100500812
100500813_at	100500813
100500814_at	100500814
100500816_at	100500816
100500817_at	100500817
100500819_at	100500819
100500821_at	100500821
100500822_at	100500822
100500823_at	100500823
100500824_at	100500824
100500825_at	100500825
100500826_at	100500826
100500828_at	100500828
100500829_at	100500829
100500830_at	100500830
100500831_at	100500831
100500834_at	100500834
100500835_at	100500835
100500836_at	100500836
100500838_at	100500838
100500839_at	100500839
100500841_at	100500841
100500843_at	100500843
100500844_at	100500844
100500845_at	100500845
100500849_at	100500849
100500850_at	100500850
100500851_at	100500851
100500853_at	100500853
100500854_at	100500854
100500856_at	100500856
100500857_at	100500857
100500858_at	100500858
100500859_at	100500859
100500861_at	100500861
100500865_at	100500865
100500866_at	100500866
100500867_at	100500867
100500868_at	100500868
100500869_at	100500869
100500870_at	100500870
100500871_at	100500871
100500872_at	100500872
100500873_at	100500873
100500875_at	100500875
100500876_at	100500876
100500877_at	100500877
100500879_at	100500879
100500880_at	100500880
100500881_at	100500881
100500882_at	100500882
100500883_at	100500883
100500884_at	100500884
100500885_at	100500885
100500886_at	100500886
100500887_at	100500887
100500888_at	100500888
100500889_at	100500889
100500891_at	100500891
100500893_at	100500893
100500896_at	100500896
100500897_at	100500897
100500898_at	100500898
100500899_at	100500899
100500900_at	100500900
100500901_at	100500901
100500902_at	100500902
100500903_at	100500903
100500904_at	100500904
100500905_at	100500905
100500909_at	100500909
100500911_at	100500911
100500912_at	100500912
100500915_at	100500915
100500919_at	100500919
100500920_at	100500920
100500938_at	100500938
100505474_at	100505474
100505478_at	100505478
100505483_at	100505483
100505495_at	100505495
100505498_at	100505498
100505501_at	100505501
100505502_at	100505502
100505504_at	100505504
100505515_at	100505515
100505518_at	100505518
100505530_at	100505530
100505532_at	100505532
100505534_at	100505534
100505536_at	100505536
100505538_at	100505538
100505540_at	100505540
100505545_at	100505545
100505547_at	100505547
100505549_at	100505549
100505550_at	100505550
100505555_at	100505555
100505564_at	100505564
100505566_at	100505566
100505570_at	100505570
100505573_at	100505573
100505576_at	100505576
100505583_at	100505583
100505585_at	100505585
100505588_at	100505588
100505591_at	100505591
100505592_at	100505592
100505609_at	100505609
100505616_at	100505616
100505619_at	100505619
100505622_at	100505622
100505624_at	100505624
100505625_at	100505625
100505633_at	100505633
100505635_at	100505635
100505636_at	100505636
100505641_at	100505641
100505645_at	100505645
100505648_at	100505648
100505651_at	100505651
100505658_at	100505658
100505659_at	100505659
100505663_at	100505663
100505664_at	100505664
100505666_at	100505666
100505676_at	100505676
100505678_at	100505678
100505681_at	100505681
100505683_at	100505683
100505685_at	100505685
100505687_at	100505687
100505692_at	100505692
100505696_at	100505696
100505702_at	100505702
100505711_at	100505711
100505715_at	100505715
100505716_at	100505716
100505718_at	100505718
100505727_at	100505727
100505735_at	100505735
100505736_at	100505736
100505738_at	100505738
100505739_at	100505739
100505741_at	100505741
100505746_at	100505746
100505753_at	100505753
100505761_at	100505761
100505767_at	100505767
100505768_at	100505768
100505771_at	100505771
100505774_at	100505774
100505776_at	100505776
100505782_at	100505782
100505783_at	100505783
100505784_at	100505784
100505786_at	100505786
100505794_at	100505794
100505795_at	100505795
100505797_at	100505797
100505798_at	100505798
100505806_at	100505806
100505811_at	100505811
100505812_at	100505812
100505817_at	100505817
100505826_at	100505826
100505832_at	100505832
100505835_at	100505835
100505839_at	100505839
100505841_at	100505841
100505845_at	100505845
100505851_at	100505851
100505853_at	100505853
100505854_at	100505854
100505862_at	100505862
100505865_at	100505865
100505869_at	100505869
100505875_at	100505875
100505876_at	100505876
100505877_at	100505877
100505878_at	100505878
100505879_at	100505879
100505881_at	100505881
100505887_at	100505887
100505890_at	100505890
100505893_at	100505893
100505894_at	100505894
100505902_at	100505902
100505912_at	100505912
100505913_at	100505913
100505918_at	100505918
100505920_at	100505920
100505921_at	100505921
100505929_at	100505929
100505933_at	100505933
100505938_at	100505938
100505940_at	100505940
100505942_at	100505942
100505946_at	100505946
100505948_at	100505948
100505964_at	100505964
100505967_at	100505967
100505975_at	100505975
100505978_at	100505978
100505983_at	100505983
100505985_at	100505985
100505989_at	100505989
100505993_at	100505993
100505994_at	100505994
100505996_at	100505996
100506007_at	100506007
100506012_at	100506012
100506013_at	100506013
100506014_at	100506014
100506016_at	100506016
100506022_at	100506022
100506023_at	100506023
100506025_at	100506025
100506033_at	100506033
100506035_at	100506035
100506036_at	100506036
100506046_at	100506046
100506047_at	100506047
100506049_at	100506049
100506050_at	100506050
100506054_at	100506054
100506060_at	100506060
100506068_at	100506068
100506070_at	100506070
100506071_at	100506071
100506082_at	100506082
100506083_at	100506083
100506085_at	100506085
100506088_at	100506088
100506098_at	100506098
100506100_at	100506100
100506102_at	100506102
100506107_at	100506107
100506108_at	100506108
100506113_at	100506113
100506114_at	100506114
100506115_at	100506115
100506119_at	100506119
100506122_at	100506122
100506123_at	100506123
100506124_at	100506124
100506125_at	100506125
100506126_at	100506126
100506127_at	100506127
100506134_at	100506134
100506136_at	100506136
100506144_at	100506144
100506157_at	100506157
100506161_at	100506161
100506172_at	100506172
100506175_at	100506175
100506178_at	100506178
100506190_at	100506190
100506195_at	100506195
100506207_at	100506207
100506211_at	100506211
100506215_at	100506215
100506216_at	100506216
100506217_at	100506217
100506226_at	100506226
100506229_at	100506229
100506233_at	100506233
100506235_at	100506235
100506236_at	100506236
100506237_at	100506237
100506238_at	100506238
100506241_at	100506241
100506243_at	100506243
100506253_at	100506253
100506258_at	100506258
100506271_at	100506271
100506272_at	100506272
100506274_at	100506274
100506276_at	100506276
100506281_at	100506281
100506282_at	100506282
100506286_at	100506286
100506289_at	100506289
100506299_at	100506299
100506302_at	100506302
100506305_at	100506305
100506311_at	100506311
100506314_at	100506314
100506317_at	100506317
100506319_at	100506319
100506321_at	100506321
100506325_at	100506325
100506328_at	100506328
100506331_at	100506331
100506334_at	100506334
100506343_at	100506343
100506351_at	100506351
100506358_at	100506358
100506365_at	100506365
100506368_at	100506368
100506371_at	100506371
100506373_at	100506373
100506374_at	100506374
100506376_at	100506376
