ID	ENTREZ_GENE_ID
11184_at	11184
11185_at	11185
11186_at	11186
11187_at	11187
11188_at	11188
11189_at	11189
1118_at	1118
11190_at	11190
11191_at	11191
11193_at	11193
11194_at	11194
11196_at	11196
11197_at	11197
11198_at	11198
11199_at	11199
1119_at	1119
111_at	111
11200_at	11200
11201_at	11201
11202_at	11202
11209_at	11209
11211_at	11211
11212_at	11212
11213_at	11213
11214_at	11214
11215_at	11215
11216_at	11216
11218_at	11218
11219_at	11219
1121_at	1121
11221_at	11221
11222_at	11222
11223_at	11223
11224_at	11224
11226_at	11226
11227_at	11227
11228_at	11228
1122_at	1122
11230_at	11230
11231_at	11231
11232_at	11232
11234_at	11234
11235_at	11235
11236_at	11236
11237_at	11237
11238_at	11238
112399_at	112399
1123_at	1123
112401_at	112401
11240_at	11240
11244_at	11244
11245_at	11245
112464_at	112464
112476_at	112476
112479_at	112479
11247_at	11247
112483_at	112483
112487_at	112487
11248_at	11248
112495_at	112495
11249_at	11249
1124_at	1124
11250_at	11250
11251_at	11251
11252_at	11252
11253_at	11253
11254_at	11254
11255_at	11255
112574_at	112574
11257_at	11257
11258_at	11258
11259_at	11259
112609_at	112609
11260_at	11260
112611_at	112611
112616_at	112616
11261_at	11261
11262_at	11262
11264_at	11264
11266_at	11266
11267_at	11267
11269_at	11269
112703_at	112703
11270_at	11270
112714_at	112714
112724_at	112724
11272_at	11272
11273_at	11273
112744_at	112744
11274_at	11274
112752_at	112752
112755_at	112755
11275_at	11275
11276_at	11276
112770_at	112770
11278_at	11278
11279_at	11279
112802_at	112802
11280_at	11280
112812_at	112812
112817_at	112817
11281_at	11281
11282_at	11282
11283_at	11283
112840_at	112840
112849_at	112849
11284_at	11284
112858_at	112858
11285_at	11285
112869_at	112869
112885_at	112885
1128_at	1128
112936_at	112936
112937_at	112937
112939_at	112939
112942_at	112942
112950_at	112950
1129_at	1129
112_at	112
113000_at	113000
113026_at	113026
113091_at	113091
11309_at	11309
1130_at	1130
113115_at	113115
11311_at	11311
113130_at	113130
11313_at	11313
113146_at	113146
11314_at	11314
113157_at	113157
11315_at	11315
11316_at	11316
113174_at	113174
113177_at	113177
113178_at	113178
113179_at	113179
11317_at	11317
113189_at	113189
11318_at	11318
11319_at	11319
1131_at	1131
113201_at	113201
11320_at	11320
11321_at	11321
113220_at	113220
11322_at	11322
113230_at	113230
113235_at	113235
113246_at	113246
113251_at	113251
11325_at	11325
113263_at	113263
11326_at	11326
113277_at	113277
113278_at	113278
11328_at	11328
11329_at	11329
1132_at	1132
11330_at	11330
11331_at	11331
11332_at	11332
11333_at	11333
11334_at	11334
11335_at	11335
11336_at	11336
11337_at	11337
11338_at	11338
11339_at	11339
1133_at	1133
113402_at	113402
11340_at	11340
113419_at	113419
11341_at	11341
11342_at	11342
11343_at	11343
113444_at	113444
11344_at	11344
113451_at	113451
113452_at	113452
113457_at	113457
11345_at	11345
11346_at	11346
1134_at	1134
113510_at	113510
113540_at	113540
1135_at	1135
113612_at	113612
113622_at	113622
113655_at	113655
113675_at	113675
113691_at	113691
1136_at	1136
113730_at	113730
113746_at	113746
113763_at	113763
113791_at	113791
1137_at	1137
113802_at	113802
113828_at	113828
113829_at	113829
113835_at	113835
113878_at	113878
1138_at	1138
1139_at	1139
113_at	113
114026_at	114026
114034_at	114034
114036_at	114036
114038_at	114038
114041_at	114041
114043_at	114043
114044_at	114044
114049_at	114049
114088_at	114088
1140_at	1140
114112_at	114112
114131_at	114131
114132_at	114132
114134_at	114134
1141_at	1141
114294_at	114294
114299_at	114299
1142_at	1142
114327_at	114327
114335_at	114335
114336_at	114336
1143_at	1143
1144_at	1144
114548_at	114548
114569_at	114569
114571_at	114571
114599_at	114599
1145_at	1145
114609_at	114609
114614_at	114614
114625_at	114625
114659_at	114659
1146_at	1146
114757_at	114757
114769_at	114769
114770_at	114770
114771_at	114771
114780_at	114780
114781_at	114781
114783_at	114783
114784_at	114784
114785_at	114785
114786_at	114786
114787_at	114787
114788_at	114788
114789_at	114789
114790_at	114790
114791_at	114791
114792_at	114792
114793_at	114793
114794_at	114794
114795_at	114795
114796_at	114796
114798_at	114798
114799_at	114799
1147_at	1147
114800_at	114800
114801_at	114801
114803_at	114803
114804_at	114804
114805_at	114805
114814_at	114814
114815_at	114815
114818_at	114818
114819_at	114819
114821_at	114821
114822_at	114822
114823_at	114823
114824_at	114824
114825_at	114825
114826_at	114826
114827_at	114827
114836_at	114836
114876_at	114876
114879_at	114879
114880_at	114880
114881_at	114881
114882_at	114882
114883_at	114883
114884_at	114884
114885_at	114885
114897_at	114897
114898_at	114898
114899_at	114899
114900_at	114900
114904_at	114904
114905_at	114905
114907_at	114907
114908_at	114908
114915_at	114915
114926_at	114926
114932_at	114932
114960_at	114960
114971_at	114971
114984_at	114984
114987_at	114987
114990_at	114990
114991_at	114991
1149_at	1149
114_at	114
115004_at	115004
115019_at	115019
115024_at	115024
115098_at	115098
115106_at	115106
115111_at	115111
115123_at	115123
115196_at	115196
115201_at	115201
115207_at	115207
115209_at	115209
115265_at	115265
115273_at	115273
115286_at	115286
115290_at	115290
115294_at	115294
1152_at	1152
115330_at	115330
115350_at	115350
115352_at	115352
115353_at	115353
115361_at	115361
115362_at	115362
115399_at	115399
1153_at	1153
115416_at	115416
115426_at	115426
1154_at	1154
115509_at	115509
115548_at	115548
115557_at	115557
115560_at	115560
115572_at	115572
115584_at	115584
1155_at	1155
115650_at	115650
115653_at	115653
115677_at	115677
115701_at	115701
115703_at	115703
115704_at	115704
115708_at	115708
115727_at	115727
115749_at	115749
115752_at	115752
115761_at	115761
115795_at	115795
115811_at	115811
115817_at	115817
115825_at	115825
115827_at	115827
115861_at	115861
1158_at	1158
115908_at	115908
115939_at	115939
115948_at	115948
115950_at	115950
115992_at	115992
115_at	115
116028_at	116028
116039_at	116039
116064_at	116064
116068_at	116068
116071_at	116071
116085_at	116085
116092_at	116092
116093_at	116093
1160_at	1160
116113_at	116113
116115_at	116115
116123_at	116123
116135_at	116135
116138_at	116138
116143_at	116143
116150_at	116150
116151_at	116151
116154_at	116154
116159_at	116159
116173_at	116173
116179_at	116179
1161_at	1161
116224_at	116224
116225_at	116225
116228_at	116228
116236_at	116236
116238_at	116238
116254_at	116254
116255_at	116255
116285_at	116285
116328_at	116328
116337_at	116337
116349_at	116349
116362_at	116362
116369_at	116369
116372_at	116372
116379_at	116379
1163_at	1163
116412_at	116412
116437_at	116437
116441_at	116441
116442_at	116442
116443_at	116443
116444_at	116444
116447_at	116447
116448_at	116448
116449_at	116449
116461_at	116461
116496_at	116496
1164_at	1164
116511_at	116511
116512_at	116512
116519_at	116519
116534_at	116534
116535_at	116535
116540_at	116540
116541_at	116541
116729_at	116729
116828_at	116828
116832_at	116832
116835_at	116835
116840_at	116840
116841_at	116841
116842_at	116842
116843_at	116843
116844_at	116844
116931_at	116931
116933_at	116933
116937_at	116937
116938_at	116938
116966_at	116966
116969_at	116969
116983_at	116983
116984_at	116984
116985_at	116985
116986_at	116986
116987_at	116987
116988_at	116988
116_at	116
117143_at	117143
117144_at	117144
117145_at	117145
117153_at	117153
117154_at	117154
117155_at	117155
117156_at	117156
117157_at	117157
117159_at	117159
117166_at	117166
117177_at	117177
117178_at	117178
117194_at	117194
117195_at	117195
117196_at	117196
117245_at	117245
117246_at	117246
117247_at	117247
117248_at	117248
117283_at	117283
117285_at	117285
117286_at	117286
117289_at	117289
1173_at	1173
1174_at	1174
117531_at	117531
117532_at	117532
117579_at	117579
117581_at	117581
117583_at	117583
117584_at	117584
1175_at	1175
117608_at	117608
1176_at	1176
117854_at	117854
1178_at	1178
1179_at	1179
117_at	117
1180_at	1180
1181_at	1181
1182_at	1182
1183_at	1183
118421_at	118421
118424_at	118424
118425_at	118425
118426_at	118426
118427_at	118427
118429_at	118429
118430_at	118430
118432_at	118432
118433_at	118433
118442_at	118442
118460_at	118460
118461_at	118461
118471_at	118471
118472_at	118472
118487_at	118487
118490_at	118490
118491_at	118491
1184_at	1184
1185_at	1185
118611_at	118611
118663_at	118663
118670_at	118670
118672_at	118672
1186_at	1186
118738_at	118738
118788_at	118788
1187_at	1187
118812_at	118812
118813_at	118813
118856_at	118856
118881_at	118881
1188_at	1188
118924_at	118924
118932_at	118932
118980_at	118980
118987_at	118987
118_at	118
119032_at	119032
1191_at	1191
1192_at	1192
119369_at	119369
119385_at	119385
119391_at	119391
119392_at	119392
119395_at	119395
1193_at	1193
119437_at	119437
119467_at	119467
119504_at	119504
119548_at	119548
119559_at	119559
119587_at	119587
1195_at	1195
119678_at	119678
119679_at	119679
119682_at	119682
119687_at	119687
119692_at	119692
119694_at	119694
119695_at	119695
1196_at	1196
119710_at	119710
119749_at	119749
119764_at	119764
119765_at	119765
119772_at	119772
119774_at	119774
1197_at	1197
1198_at	1198
119_at	119
120065_at	120065
120066_at	120066
120071_at	120071
1200_at	1200
120103_at	120103
120114_at	120114
120146_at	120146
1201_at	1201
120224_at	120224
120227_at	120227
120237_at	120237
120376_at	120376
120379_at	120379
1203_at	1203
120400_at	120400
120406_at	120406
120425_at	120425
120526_at	120526
120534_at	120534
120586_at	120586
120775_at	120775
120776_at	120776
120787_at	120787
120793_at	120793
120796_at	120796
1207_at	1207
120863_at	120863
120892_at	120892
1208_at	1208
120935_at	120935
120939_at	120939
1209_at	1209
120_at	120
121006_at	121006
121053_at	121053
121129_at	121129
121130_at	121130
1211_at	1211
121214_at	121214
121227_at	121227
121256_at	121256
121260_at	121260
121268_at	121268
121273_at	121273
121274_at	121274
121275_at	121275
121278_at	121278
1212_at	1212
121340_at	121340
121355_at	121355
121364_at	121364
121391_at	121391
1213_at	1213
121441_at	121441
121456_at	121456
121457_at	121457
121504_at	121504
121506_at	121506
121512_at	121512
121536_at	121536
121549_at	121549
121551_at	121551
121599_at	121599
1215_at	1215
121601_at	121601
121642_at	121642
121643_at	121643
121665_at	121665
121793_at	121793
121838_at	121838
121952_at	121952
122011_at	122011
122042_at	122042
122046_at	122046
122060_at	122060
122258_at	122258
122402_at	122402
122416_at	122416
122481_at	122481
122509_at	122509
122525_at	122525
122553_at	122553
122616_at	122616
122618_at	122618
122622_at	122622
122651_at	122651
122664_at	122664
122665_at	122665
122704_at	122704
122706_at	122706
122740_at	122740
122742_at	122742
122748_at	122748
122769_at	122769
122773_at	122773
122786_at	122786
122809_at	122809
122830_at	122830
122876_at	122876
122945_at	122945
122953_at	122953
122961_at	122961
122970_at	122970
123016_at	123016
123036_at	123036
123041_at	123041
123096_at	123096
123099_at	123099
1230_at	1230
123103_at	123103
123169_at	123169
123207_at	123207
123228_at	123228
123263_at	123263
123264_at	123264
123283_at	123283
1232_at	1232
123346_at	123346
123355_at	123355
1233_at	1233
1234_at	1234
123591_at	123591
1235_at	1235
123606_at	123606
123624_at	123624
123688_at	123688
1236_at	1236
123720_at	123720
123722_at	123722
123745_at	123745
123775_at	123775
1237_at	1237
123803_at	123803
123811_at	123811
123872_at	123872
123876_at	123876
123879_at	123879
1238_at	1238
123904_at	123904
123920_at	123920
123970_at	123970
123_at	123
124044_at	124044
124045_at	124045
124056_at	124056
124093_at	124093
1240_at	1240
124149_at	124149
124152_at	124152
1241_at	1241
124220_at	124220
124221_at	124221
124222_at	124222
124245_at	124245
124274_at	124274
124359_at	124359
124401_at	124401
124402_at	124402
124404_at	124404
124411_at	124411
124446_at	124446
124454_at	124454
124460_at	124460
124491_at	124491
1244_at	1244
124512_at	124512
124535_at	124535
124538_at	124538
124540_at	124540
124565_at	124565
124583_at	124583
124590_at	124590
124599_at	124599
124602_at	124602
124626_at	124626
124637_at	124637
124739_at	124739
124751_at	124751
124773_at	124773
124783_at	124783
124790_at	124790
124801_at	124801
124808_at	124808
124817_at	124817
124842_at	124842
124857_at	124857
124871_at	124871
124872_at	124872
124912_at	124912
124923_at	124923
124925_at	124925
124930_at	124930
124935_at	124935
124936_at	124936
124961_at	124961
124975_at	124975
124976_at	124976
124989_at	124989
124995_at	124995
124997_at	124997
124_at	124
125058_at	125058
125061_at	125061
125111_at	125111
125113_at	125113
125115_at	125115
125144_at	125144
125150_at	125150
125170_at	125170
125206_at	125206
125228_at	125228
125336_at	125336
125476_at	125476
125488_at	125488
125704_at	125704
125875_at	125875
125893_at	125893
1258_at	1258
125919_at	125919
125931_at	125931
125950_at	125950
125958_at	125958
125962_at	125962
125963_at	125963
125965_at	125965
125972_at	125972
125981_at	125981
125988_at	125988
125997_at	125997
1259_at	1259
125_at	125
126003_at	126003
126006_at	126006
126014_at	126014
126068_at	126068
126069_at	126069
126070_at	126070
126074_at	126074
126075_at	126075
1260_at	1260
126119_at	126119
126123_at	126123
126129_at	126129
126133_at	126133
126147_at	126147
1261_at	1261
126204_at	126204
126205_at	126205
126206_at	126206
126208_at	126208
126231_at	126231
126248_at	126248
126259_at	126259
126272_at	126272
126282_at	126282
126295_at	126295
126298_at	126298
126299_at	126299
1262_at	1262
126306_at	126306
126308_at	126308
126321_at	126321
126326_at	126326
126328_at	126328
126353_at	126353
126364_at	126364
126370_at	126370
126374_at	126374
126375_at	126375
126382_at	126382
126393_at	126393
1263_at	1263
126402_at	126402
126410_at	126410
126432_at	126432
126433_at	126433
1264_at	1264
126520_at	126520
126526_at	126526
126536_at	126536
126541_at	126541
126549_at	126549
126567_at	126567
1265_at	1265
126626_at	126626
126637_at	126637
126638_at	126638
126661_at	126661
126668_at	126668
126669_at	126669
126695_at	126695
1266_at	1266
126731_at	126731
126755_at	126755
126767_at	126767
126789_at	126789
126792_at	126792
1267_at	1267
126820_at	126820
126823_at	126823
126859_at	126859
126868_at	126868
1268_at	1268
126917_at	126917
126969_at	126969
1269_at	1269
126_at	126
127002_at	127002
127003_at	127003
127018_at	127018
127059_at	127059
127064_at	127064
127066_at	127066
127069_at	127069
127074_at	127074
127077_at	127077
127124_at	127124
1271_at	1271
127247_at	127247
127253_at	127253
127254_at	127254
127255_at	127255
127262_at	127262
127281_at	127281
127294_at	127294
1272_at	1272
127343_at	127343
127385_at	127385
127391_at	127391
127396_at	127396
127428_at	127428
127435_at	127435
127495_at	127495
127534_at	127534
127540_at	127540
127544_at	127544
127579_at	127579
127602_at	127602
127623_at	127623
127665_at	127665
127670_at	127670
127687_at	127687
127700_at	127700
127703_at	127703
127707_at	127707
127731_at	127731
127733_at	127733
127795_at	127795
1277_at	1277
127829_at	127829
127833_at	127833
127841_at	127841
127845_at	127845
1278_at	1278
127933_at	127933
127943_at	127943
127_at	127
128025_at	128025
128061_at	128061
128077_at	128077
1280_at	1280
128102_at	128102
128153_at	128153
128178_at	128178
1281_at	1281
128209_at	128209
128218_at	128218
128229_at	128229
128239_at	128239
128240_at	128240
128272_at	128272
1282_at	1282
128308_at	128308
128312_at	128312
128338_at	128338
128344_at	128344
128346_at	128346
128360_at	128360
128366_at	128366
128367_at	128367
128368_at	128368
128371_at	128371
128372_at	128372
128387_at	128387
128408_at	128408
128414_at	128414
128434_at	128434
128439_at	128439
128486_at	128486
128488_at	128488
128497_at	128497
1284_at	1284
128506_at	128506
128553_at	128553
1285_at	1285
128602_at	128602
128611_at	128611
128637_at	128637
128646_at	128646
128653_at	128653
128674_at	128674
1286_at	1286
128710_at	128710
1287_at	1287
128817_at	128817
128821_at	128821
128822_at	128822
128826_at	128826
128853_at	128853
128854_at	128854
128859_at	128859
128861_at	128861
128864_at	128864
128866_at	128866
128869_at	128869
128872_at	128872
128876_at	128876
1288_at	1288
128954_at	128954
128977_at	128977
128989_at	128989
1289_at	1289
128_at	128
129025_at	129025
129049_at	129049
129080_at	129080
1290_at	1290
129138_at	129138
1291_at	1291
129285_at	129285
129293_at	129293
1292_at	1292
129303_at	129303
1293_at	1293
129401_at	129401
129446_at	129446
129450_at	129450
1294_at	1294
129521_at	129521
129530_at	129530
129531_at	129531
129563_at	129563
1295_at	1295
129607_at	129607
129642_at	129642
129684_at	129684
129685_at	129685
1296_at	1296
129787_at	129787
129790_at	129790
1297_at	1297
129804_at	129804
129807_at	129807
129831_at	129831
129852_at	129852
129868_at	129868
129880_at	129880
129881_at	129881
1298_at	1298
1299_at	1299
12_at	12
130013_at	130013
130026_at	130026
130074_at	130074
130075_at	130075
1300_at	1300
130106_at	130106
130120_at	130120
130132_at	130132
130162_at	130162
1301_at	1301
130271_at	130271
1302_at	1302
130340_at	130340
130355_at	130355
130367_at	130367
130399_at	130399
1303_at	1303
130497_at	130497
130502_at	130502
130507_at	130507
130535_at	130535
130540_at	130540
130557_at	130557
130560_at	130560
130574_at	130574
130576_at	130576
130589_at	130589
1305_at	1305
130612_at	130612
130617_at	130617
1306_at	1306
130733_at	130733
130749_at	130749
130752_at	130752
1307_at	1307
130813_at	130813
130814_at	130814
130827_at	130827
130872_at	130872
130888_at	130888
1308_at	1308
130916_at	130916
130940_at	130940
130951_at	130951
130_at	130
131034_at	131034
131076_at	131076
131096_at	131096
1310_at	1310
131118_at	131118
131149_at	131149
131177_at	131177
1311_at	1311
1312_at	1312
131368_at	131368
131375_at	131375
131377_at	131377
131405_at	131405
131408_at	131408
131450_at	131450
131474_at	131474
1314_at	1314
131540_at	131540
131544_at	131544
131566_at	131566
131578_at	131578
131583_at	131583
1315_at	1315
131601_at	131601
131616_at	131616
131669_at	131669
1316_at	1316
1317_at	1317
131831_at	131831
131870_at	131870
131873_at	131873
131890_at	131890
1318_at	1318
131909_at	131909
131920_at	131920
131965_at	131965
131_at	131
132001_at	132001
132014_at	132014
132112_at	132112
132141_at	132141
132158_at	132158
132160_at	132160
132200_at	132200
132203_at	132203
132204_at	132204
132228_at	132228
132241_at	132241
132243_at	132243
132299_at	132299
132320_at	132320
132321_at	132321
132332_at	132332
132430_at	132430
1325_at	1325
132612_at	132612
132625_at	132625
132660_at	132660
132671_at	132671
1326_at	1326
132720_at	132720
132724_at	132724
132789_at	132789
1327_at	1327
132851_at	132851
132864_at	132864
132884_at	132884
132946_at	132946
132949_at	132949
132954_at	132954
132989_at	132989
1329_at	1329
132_at	132
133015_at	133015
133022_at	133022
133060_at	133060
133121_at	133121
133308_at	133308
133383_at	133383
133396_at	133396
133418_at	133418
133482_at	133482
133491_at	133491
133522_at	133522
133558_at	133558
133584_at	133584
133619_at	133619
133686_at	133686
133688_at	133688
133690_at	133690
133746_at	133746
133874_at	133874
133923_at	133923
133957_at	133957
1339_at	1339
133_at	133
134083_at	134083
1340_at	1340
134111_at	134111
134121_at	134121
134145_at	134145
134147_at	134147
134187_at	134187
134218_at	134218
134265_at	134265
134266_at	134266
134285_at	134285
134288_at	134288
134353_at	134353
134359_at	134359
134391_at	134391
134429_at	134429
134430_at	134430
134466_at	134466
134492_at	134492
134510_at	134510
134526_at	134526
134548_at	134548
134549_at	134549
134553_at	134553
1345_at	1345
134637_at	134637
1346_at	1346
134701_at	134701
134728_at	134728
1347_at	1347
134829_at	134829
134860_at	134860
134864_at	134864
134957_at	134957
1349_at	1349
134_at	134
1350_at	1350
135112_at	135112
135114_at	135114
135138_at	135138
135152_at	135152
135154_at	135154
1351_at	1351
135228_at	135228
135250_at	135250
135293_at	135293
135295_at	135295
1352_at	1352
135398_at	135398
1353_at	1353
135458_at	135458
1355_at	1355
135644_at	135644
135656_at	135656
1356_at	1356
1357_at	1357
135886_at	135886
135892_at	135892
1358_at	1358
135924_at	135924
135927_at	135927
135932_at	135932
135935_at	135935
135941_at	135941
135946_at	135946
135948_at	135948
1359_at	1359
135_at	135
136051_at	136051
1360_at	1360
1361_at	1361
136227_at	136227
136242_at	136242
136259_at	136259
136263_at	136263
136288_at	136288
1362_at	1362
136306_at	136306
136332_at	136332
136371_at	136371
1363_at	1363
1364_at	1364
136541_at	136541
1365_at	1365
136647_at	136647
1366_at	1366
136853_at	136853
136895_at	136895
1368_at	1368
136991_at	136991
1369_at	1369
136_at	136
137075_at	137075
1370_at	1370
1371_at	1371
137209_at	137209
137362_at	137362
1373_at	1373
137492_at	137492
1374_at	1374
137682_at	137682
137695_at	137695
1376_at	1376
137735_at	137735
137797_at	137797
137814_at	137814
137835_at	137835
137868_at	137868
137872_at	137872
137886_at	137886
1378_at	1378
137902_at	137902
137964_at	137964
137970_at	137970
137994_at	137994
1379_at	1379
138009_at	138009
138046_at	138046
138050_at	138050
138065_at	138065
1380_at	1380
138151_at	138151
138162_at	138162
138199_at	138199
1381_at	1381
138240_at	138240
138241_at	138241
138255_at	138255
1382_at	1382
138307_at	138307
138311_at	138311
138428_at	138428
138429_at	138429
138474_at	138474
1384_at	1384
1385_at	1385
138639_at	138639
138649_at	138649
1386_at	1386
138715_at	138715
138716_at	138716
138724_at	138724
1387_at	1387
138802_at	138802
138803_at	138803
138804_at	138804
138805_at	138805
138881_at	138881
138882_at	138882
138883_at	138883
1388_at	1388
138948_at	138948
1389_at	1389
139065_at	139065
139067_at	139067
139081_at	139081
1390_at	1390
139105_at	139105
139135_at	139135
139170_at	139170
139189_at	139189
139201_at	139201
139212_at	139212
139221_at	139221
139231_at	139231
139285_at	139285
1392_at	1392
139322_at	139322
139324_at	139324
139341_at	139341
139378_at	139378
1393_at	1393
139411_at	139411
139420_at	139420
139422_at	139422
139425_at	139425
1394_at	1394
139538_at	139538
139562_at	139562
139596_at	139596
139599_at	139599
1395_at	1395
139604_at	139604
139628_at	139628
139629_at	139629
1396_at	1396
139716_at	139716
139728_at	139728
139735_at	139735
139741_at	139741
139760_at	139760
139793_at	139793
1397_at	1397
139804_at	139804
139818_at	139818
139886_at	139886
1398_at	1398
1399_at	1399
13_at	13
140032_at	140032
1400_at	1400
1401_at	1401
140258_at	140258
140290_at	140290
140432_at	140432
140453_at	140453
140456_at	140456
140458_at	140458
140459_at	140459
140460_at	140460
140461_at	140461
140462_at	140462
140464_at	140464
140465_at	140465
140467_at	140467
140469_at	140469
1404_at	1404
140545_at	140545
140564_at	140564
140576_at	140576
140578_at	140578
140597_at	140597
140606_at	140606
140609_at	140609
140612_at	140612
140625_at	140625
140628_at	140628
140678_at	140678
140679_at	140679
140680_at	140680
140683_at	140683
140685_at	140685
140686_at	140686
140687_at	140687
140688_at	140688
140689_at	140689
140690_at	140690
140691_at	140691
140699_at	140699
1406_at	1406
140700_at	140700
140701_at	140701
140706_at	140706
140707_at	140707
140710_at	140710
140711_at	140711
140730_at	140730
140731_at	140731
140732_at	140732
140733_at	140733
140735_at	140735
140738_at	140738
140739_at	140739
140766_at	140766
140767_at	140767
140771_at	140771
140775_at	140775
140776_at	140776
1407_at	1407
140801_at	140801
140803_at	140803
140807_at	140807
140809_at	140809
140823_at	140823
140825_at	140825
140828_at	140828
140831_at	140831
140832_at	140832
140836_at	140836
140838_at	140838
140850_at	140850
140856_at	140856
140862_at	140862
140870_at	140870
140873_at	140873
140875_at	140875
140876_at	140876
140880_at	140880
140881_at	140881
140883_at	140883
140885_at	140885
140886_at	140886
140890_at	140890
140893_at	140893
140894_at	140894
1408_at	1408
140901_at	140901
140902_at	140902
140947_at	140947
1409_at	1409
140_at	140
1410_at	1410
1411_at	1411
1412_at	1412
1413_at	1413
1414_at	1414
1415_at	1415
1416_at	1416
1417_at	1417
1418_at	1418
1419_at	1419
141_at	141
1420_at	1420
1421_at	1421
142678_at	142678
142679_at	142679
142680_at	142680
142683_at	142683
142684_at	142684
142685_at	142685
142686_at	142686
142689_at	142689
1427_at	1427
142827_at	142827
142891_at	142891
1428_at	1428
142910_at	142910
142913_at	142913
142940_at	142940
1429_at	1429
142_at	142
143098_at	143098
143162_at	143162
143187_at	143187
1431_at	1431
143241_at	143241
143244_at	143244
143279_at	143279
143282_at	143282
1432_at	1432
143379_at	143379
143384_at	143384
143425_at	143425
143458_at	143458
143471_at	143471
143496_at	143496
1434_at	1434
143501_at	143501
143502_at	143502
143503_at	143503
143570_at	143570
1435_at	1435
143630_at	143630
143662_at	143662
143666_at	143666
143678_at	143678
143684_at	143684
143686_at	143686
143689_at	143689
1436_at	1436
1437_at	1437
143872_at	143872
143879_at	143879
143884_at	143884
143888_at	143888
1438_at	1438
143903_at	143903
143941_at	143941
1439_at	1439
143_at	143
144097_at	144097
1440_at	1440
144100_at	144100
144108_at	144108
144110_at	144110
144124_at	144124
144125_at	144125
144132_at	144132
144165_at	144165
144193_at	144193
144195_at	144195
1441_at	1441
144203_at	144203
144233_at	144233
144245_at	144245
144321_at	144321
144348_at	144348
144360_at	144360
144363_at	144363
1443_at	1443
144402_at	144402
144404_at	144404
144406_at	144406
144423_at	144423
144448_at	144448
144453_at	144453
144455_at	144455
144481_at	144481
144486_at	144486
1444_at	1444
144501_at	144501
144535_at	144535
144568_at	144568
144571_at	144571
144577_at	144577
1445_at	1445
144608_at	144608
144699_at	144699
1446_at	1446
144715_at	144715
144717_at	144717
144742_at	144742
144776_at	144776
1447_at	1447
144809_at	144809
144811_at	144811
144817_at	144817
1448_at	1448
144920_at	144920
144983_at	144983
145165_at	145165
145173_at	145173
145200_at	145200
145216_at	145216
145226_at	145226
145241_at	145241
145258_at	145258
145264_at	145264
145270_at	145270
145282_at	145282
1452_at	1452
145376_at	145376
145389_at	145389
1453_at	1453
145407_at	145407
145438_at	145438
145447_at	145447
145474_at	145474
145482_at	145482
145483_at	145483
145497_at	145497
1454_at	1454
145501_at	145501
145508_at	145508
145553_at	145553
145567_at	145567
145581_at	145581
1455_at	1455
145624_at	145624
145645_at	145645
145663_at	145663
1456_at	1456
145741_at	145741
145748_at	145748
145757_at	145757
145773_at	145773
145783_at	145783
145788_at	145788
1457_at	1457
145814_at	145814
145820_at	145820
145837_at	145837
145845_at	145845
145853_at	145853
145858_at	145858
145864_at	145864
145873_at	145873
145942_at	145942
145946_at	145946
145957_at	145957
145978_at	145978
1459_at	1459
146050_at	146050
146057_at	146057
146059_at	146059
1460_at	1460
146167_at	146167
146177_at	146177
146183_at	146183
146198_at	146198
146206_at	146206
146212_at	146212
146223_at	146223
146225_at	146225
146227_at	146227
146279_at	146279
1462_at	1462
146310_at	146310
146325_at	146325
146330_at	146330
146336_at	146336
146378_at	146378
146395_at	146395
1463_at	1463
146429_at	146429
146433_at	146433
146434_at	146434
146439_at	146439
146456_at	146456
146481_at	146481
1464_at	1464
146512_at	146512
146513_at	146513
146540_at	146540
146542_at	146542
146547_at	146547
146556_at	146556
146562_at	146562
1465_at	1465
146664_at	146664
146691_at	146691
1466_at	1466
146705_at	146705
146712_at	146712
146713_at	146713
146722_at	146722
146723_at	146723
146754_at	146754
146760_at	146760
146771_at	146771
146779_at	146779
146802_at	146802
146845_at	146845
146849_at	146849
146850_at	146850
146852_at	146852
146853_at	146853
146857_at	146857
146861_at	146861
146862_at	146862
146880_at	146880
146894_at	146894
1468_at	1468
146909_at	146909
146923_at	146923
146956_at	146956
1469_at	1469
146_at	146
147007_at	147007
147011_at	147011
147015_at	147015
147040_at	147040
147081_at	147081
147093_at	147093
1470_at	1470
147111_at	147111
147138_at	147138
147166_at	147166
147172_at	147172
147179_at	147179
147183_at	147183
147184_at	147184
147199_at	147199
1471_at	1471
1472_at	1472
147323_at	147323
147339_at	147339
147372_at	147372
147381_at	147381
1473_at	1473
147407_at	147407
147409_at	147409
147429_at	147429
147463_at	147463
147495_at	147495
1474_at	1474
147525_at	147525
1475_at	1475
147645_at	147645
147646_at	147646
147650_at	147650
147657_at	147657
147658_at	147658
147660_at	147660
147664_at	147664
147670_at	147670
147685_at	147685
147686_at	147686
147687_at	147687
147694_at	147694
147699_at	147699
1476_at	1476
147700_at	147700
147710_at	147710
147719_at	147719
147727_at	147727
147741_at	147741
147744_at	147744
147746_at	147746
147798_at	147798
1477_at	1477
147807_at	147807
147808_at	147808
147837_at	147837
147841_at	147841
147872_at	147872
1478_at	1478
147906_at	147906
147912_at	147912
147920_at	147920
147923_at	147923
147929_at	147929
147945_at	147945
147947_at	147947
147948_at	147948
147949_at	147949
147965_at	147965
