GeneID	Symbol
30405	100130872	LOC100130872
30406	100130873	CARM1P1
30407	100130879	ZNRF2P3
30408	100130880	LOC100130880
30409	100130881	LOC100130881
30410	100130887	ATE1-AS1
30411	100130889	PSORS1C3
30412	100130890	TSTD3
30413	100130891	LOC100130891
30414	100130892	RPL7P32
30415	100130894	VAC14-AS1
30416	100130898	FLYWCH1P1
30417	100130899	LOC100130899
30418	100130909	LOC100130909
30419	100130922	RPL22P22
30420	100130923	PSMA2P1
30421	100130929	RPL5P33
30422	100130932	SNRPGP15
30423	100130933	SMIM6
30424	100130934	ZNF663P
30425	100130935	CSAG4
30426	100130936	ADI1P1
30427	100130950	LOC100130950
30428	100130954	LINC01502
30429	100130958	SYCE1L
30430	100130962	ATP5MC1P7
30431	100130963	RPL38P4
30432	100130964	LOC100130964
30433	100130967	C6orf99
30434	100130968	RPL7L1P4
30435	100130970	CTBP2P2
30436	100130972	PPP1R2P6
30437	100130980	RPS2P35
30438	100130983	RPL26P28
30439	100130987	LOC100130987
30440	100130988	SPATA48
30441	100130990	LOC100130990
30442	100130992	LOC100130992
30443	100130994	UQCRFS1P3
30444	100130995	ZNF969P
30445	100130996	YPEL5P1
30446	100131011	LOC100131011
30447	100131012	YBX1P4
30448	100131013	LOC100131013
30449	100131017	ZNF316
30450	100131020	RPL9P23
30451	100131027	SLC25A5P4
30452	100131029	LOC100131029
30453	100131031	ANKRD18EP
30454	100131033	PPIGP1
30455	100131036	HMGB3P28
30456	100131038	LOC100131038
30457	100131041	LOC100131041
30458	100131046	SALL4P3
30459	100131047	LOC100131047
30460	100131051	MED28P3
30461	100131055	RPS4XP15
30462	100131060	LINC01135
30463	100131065	VN1R38P
30464	100131067	CKMT2-AS1
30465	100131068	ERVI-1
30466	100131069	LOC100131069
30467	100131072	LOC100131072
30468	100131078	LOC100131078
30469	100131080	LOC100131080
30470	100131083	RPS8P5
30471	100131084	DNM1P17
30472	100131085	RPL7P12
30473	100131087	RPLP1P11
30474	100131089	SRP14-AS1
30475	100131092	ISCA1P3
30476	100131094	DPP9-AS1
30477	100131096	TNRC6C-AS1
30478	100131103	TATDN2P1
30479	100131107	LOC100131107
30480	100131114	LOC100131114
30481	100131117	ZBTB20-AS1
30482	100131118	VN1R67P
30483	100131124	LOC100131124
30484	100131126	LOC100131126
30485	100131127	LOC100131127
30486	100131130	HNRNPA1P13
30487	100131135	MTHFD2P4
30488	100131137	BSPH1
30489	100131138	LINC01405
30490	100131141	VN1R95P
30491	100131143	RPL23AP19
30492	100131146	LOC100131146
30493	100131151	RPLP0P8
30494	100131158	LOC100131158
30495	100131159	LOC100131159
30496	100131160	RPL39P20
30497	100131161	RPSAP39
30498	100131173	RPS29P12
30499	100131176	WDR86-AS1
30500	100131183	HMGN2P30
30501	100131187	TSTD1
30502	100131188	LIPT1P1
30503	100131189	SSR1P2
30504	100131193	CCDC183-AS1
30505	100131196	RPS25P8
30506	100131200	LOC100131200
30507	100131205	RPL21P28
30508	100131206	RPL29P16
30509	100131207	DNAJA1P2
30510	100131208	SNAP25-AS1
30511	100131211	NEMP2
30512	100131213	ZNF503-AS2
30513	100131216	LOC100131216
30514	100131223	LOC100131223
30515	100131229	RPL6P17
30516	100131230	RPL30P4
30517	100131233	LOC100131233
30518	100131234	MIR181A1HG
30519	100131236	PCBP2P3
30520	100131241	LOC100131241
30521	100131244	ANKRD63
30522	100131246	RPL9P27
30523	100131250	SPCS2P1
30524	100131252	FAM213AP2
30525	100131254	LOC100131254
30526	100131257	LOC100131257
30527	100131261	PNRC2P1
30528	100131264	LOC100131264
30529	100131268	TPT1P1
30530	100131279	C2orf69P3
30531	100131280	LOC100131280
30532	100131281	GLUD1P9
30533	100131284	LOC100131284
30534	100131286	RPS19P5
30535	100131289	LOC100131289
30536	100131291	ACTG1P21
30537	100131294	LOC100131294
30538	100131302	PTCD2P1
30539	100131303	DPEP2NB
30540	100131306	BNIP3P21
30541	100131309	THAP12P9
30542	100131315	LOC100131315
30543	100131320	RAB6C-AS1
30544	100131327	UQCRC2P1
30545	100131328	FAM210CP
30546	100131333	RPL18P6
30547	100131338	RPL15P13
30548	100131339	RPL32P4
30549	100131340	LOC100131340
30550	100131347	RDM1P5
30551	100131348	LOC100131348
30552	100131358	RPL3P12
30553	100131360	LOC100131360
30554	100131366	LINC00605
30555	100131369	DUX4L27
30556	100131370	DDX18P6
30557	100131374	PABPC1P5
30558	100131378	C11orf91
30559	100131379	RPL36AP1
30560	100131387	RPL39P32
30561	100131388	NDUFA3P1
30562	100131390	SP9
30563	100131393	UBQLN4P2
30564	100131395	LOC100131395
30565	100131396	RPS6P14
30566	100131411	LOC100131411
30567	100131415	OR7E163P
30568	100131418	RPS27P22
30569	100131425	LOC100131425
30570	100131429	LOC100131429
30571	100131434	LINC00893
30572	100131439	CD300LD
30573	100131440	CDC42P4
30574	100131441	LOC100131441
30575	100131442	RCC2P5
30576	100131448	LOC100131448
30577	100131451	TLR12P
30578	100131454	DBIL5P
30579	100131457	SLC25A1P1
30580	100131465	LOC100131465
30581	100131467	RPS6P9
30582	100131469	RPSAP62
30583	100131471	LOC100131471
30584	100131472	LOC100131472
30585	100131478	NPM1P33
30586	100131479	LOC100131479
30587	100131481	RPL21P38
30588	100131482	LOC100131482
30589	100131493	ZIK1P1
30590	100131495	LOC100131495
30591	100131496	LOC100131496
30592	100131520	LOC100131520
30593	100131526	RPL26P6
30594	100131527	RPL19P7
30595	100131528	APOOP3
30596	100131529	LOC100131529
30597	100131532	LOC100131532
30598	100131533	DPY19L4P1
30599	100131535	RPL5P28
30600	100131536	LOC100131536
30601	100131539	ZNF705E
30602	100131546	ECEL1P1
30603	100131548	RPS6P4
30604	100131550	CNN2P12
30605	100131551	LINC00887
30606	100131553	LOC100131553
30607	100131556	LOC100131556
30608	100131557	LOC100131557
30609	100131561	FKSG29
30610	100131562	LOC100131562
30611	100131564	CCDC18-AS1
30612	100131565	EIF4EP5
30613	100131568	RBM43P1
30614	100131572	RPS27P9
30615	100131577	BMS1P19
30616	100131593	LOC100131593
30617	100131597	LOC100131597
30618	100131604	LOC100131604
30619	100131608	PRR23D1
30620	100131609	HNRNPA1P2
30621	100131611	PGAM4P2
30622	100131614	RPS4XP22
30623	100131616	CASP3P1
30624	100131617	LOC100131617
30625	100131623	NUTF2P6
30626	100131624	WASF1P1
30627	100131625	LOC100131625
30628	100131626	LOC100131626
30629	100131629	ARL2BPP7
30630	100131635	LOC100131635
30631	100131638	CCT4P2
30632	100131641	RBM22P12
30633	100131655	ZNF236-DT
30634	100131656	SDCBPP3
30635	100131661	FTLP5
30636	100131671	SEC13P1
30637	100131672	RPL21P87
30638	100131676	LOC100131676
30639	100131678	CCNB3P1
30640	100131680	LOC100131680
30641	100131685	LOC100131685
30642	100131688	VN1R68P
30643	100131689	LOC100131689
30644	100131691	MZF1-AS1
30645	100131693	EIF4EP2
30646	100131695	RNF11P1
30647	100131711	RFC3P1
30648	100131713	RPL29P11
30649	100131725	LOC100131725
30650	100131726	FAM83A-AS1
30651	100131730	RPL37AP7
30652	100131733	USP30-AS1
30653	100131736	LOC100131736
30654	100131740	CIR1P1
30655	100131743	GAPDHP40
30656	100131747	LOC100131747
30657	100131755	ARMCX4
30658	100131759	RPL19P3
30659	100131760	GXYLT1P5
30660	100131761	RPS12P12
30661	100131770	LOC100131770
30662	100131775	PSMA2P2
30663	100131777	DPPA2P4
30664	100131779	LOC100131779
30665	100131784	ARL2BPP8
30666	100131785	LOC100131785
30667	100131787	RPS27P7
30668	100131788	RPL26P29
30669	100131789	VN1R46P
30670	100131796	DACOR1
30671	100131797	RPL15P19
30672	100131800	UBE2D3P4
30673	100131801	PET100
30674	100131805	RPL6P18
30675	100131810	ADH5P3
30676	100131814	LINC00271
30677	100131816	UBE2DNL
30678	100131823	SUMO2P7
30679	100131825	CADM3-AS1
30680	100131827	ZNF717
30681	100131828	CIR1P2
30682	100131832	LOC100131832
30683	100131842	HNRNPCP8
30684	100131846	RPL23AP83
30685	100131849	LOC100131849
30686	100131852	LOC100131852
30687	100131855	C2orf27AP2
30688	100131859	LOC100131859
30689	100131863	RPS18P5
30690	100131866	RPS2P9
30691	100131868	LOC100131868
30692	100131874	CFL1P3
30693	100131877	LOC100131877
30694	100131879	ZYG11AP1
30695	100131881	EI24P3
30696	100131884	LOC100131884
30697	100131890	LOC100131890
30698	100131893	RPL3P11
30699	100131897	INSYN2B
30700	100131899	E2F4P1
30701	100131902	KRTAP25-1
30702	100131905	RPS27P21
30703	100131913	RPL5P20
30704	100131918	LOC100131918
30705	100131921	SERF1AP1
30706	100131924	BLOC1S2P1
30707	100131932	RCC2P3
30708	100131934	LETM1P2
30709	100131935	GAPDHP41
30710	100131939	LOC100131939
30711	100131940	SNX5P1
30712	100131943	LOC100131943
30713	100131945	RPL35AP13
30714	100131947	PRPF38AP2
30715	100131950	LOC100131950
30716	100131953	ACTG1P22
30717	100131956	RPS3P5
30718	100131958	RPL15P12
30719	100131961	ST13P19
30720	100131962	LOC100131962
30721	100131964	RPL7L1P3
30722	100131971	RPS26P54
30723	100131977	LOC100131977
30724	100131980	ZNF705G
30725	100131981	UBE2V1P9
30726	100131983	HNRNPA1P25
30727	100131984	ANKRD57P1
30728	100131991	RPL29P8
30729	100131995	UQCRHP3
30730	100131997	FAM27E3
30731	100131998	RRN3P3
30732	100132004	LOC100132004
30733	100132009	LOC100132009
30734	100132015	TEX13D
30735	100132031	DNM1P28
30736	100132036	NDUFB4P2
30737	100132037	RPS29P10
30738	100132039	LOC100132039
30739	100132047	RPL22P6
30740	100132049	RPS19P4
30741	100132053	RPL30P8
30742	100132056	DHFRP5
30743	100132057	LOC100132057
30744	100132058	GPS2P2
30745	100132061	RPL9P14
30746	100132062	LOC100132062
30747	100132066	ALG1L3P
30748	100132073	CCNB2P1
30749	100132074	FOXO6
30750	100132076	LOC100132076
30751	100132077	LOC100132077
30752	100132078	LOC100132078
30753	100132079	KARSP3
30754	100132081	LOC100132081
30755	100132086	AK6P1
30756	100132090	LOC100132090
30757	100132100	DNM1P32
30758	100132101	HERC2P7
30759	100132103	FAM66E
30760	100132104	AK4P2
30761	100132108	LOC100132108
30762	100132111	LOC100132111
30763	100132115	RBM22P11
30764	100132116	ACTA2-AS1
30765	100132121	ETF1P3
30766	100132122	RPL35AP5
30767	100132124	TSPY17P
30768	100132126	LOC100132126
30769	100132127	RPL39P14
30770	100132132	DSTNP5
30771	100132142	RPS3AP4
30772	100132146	FAM240A
30773	100132147	LINC01783
30774	100132153	TUBB2BP1
30775	100132154	LOC100132154
30776	100132159	CALML3-AS1
30777	100132163	PHKA2-AS1
30778	100132166	IL9RP4
30779	100132169	WASIR2
30780	100132172	LOC100132172
30781	100132173	PPP1R26P3
30782	100132174	LINC01987
30783	100132179	LOC100132179
30784	100132195	TRIM60P13
30785	100132199	RPL36AP44
30786	100132201	ZSWIM5P2
30787	100132202	LOC100132202
30788	100132204	DNM1P29
30789	100132215	LOC100132215
30790	100132223	LOC100132223
30791	100132229	LOC100132229
30792	100132230	FAM201CP
30793	100132234	LINC00543
30794	100132239	LOC100132239
30795	100132242	LOC100132242
30796	100132247	NPIPB5
30797	100132249	LOC100132249
30798	100132251	ABHD17AP9
30799	100132260	CDYLP1
30800	100132264	RNFT1P2
30801	100132265	RPL32P15
30802	100132268	FKBP4P6
30803	100132273	NDUFA6-DT
30804	100132280	LOC100132280
30805	100132285	KIR2DS2
30806	100132286	NDUFB8P3
30807	100132287	LOC100132287
30808	100132288	TEKT4P2
30809	100132289	ABCB10P4
30810	100132291	RPS27P29
30811	100132295	PPP1R26P4
30812	100132304	FAM236B
30813	100132306	FAM91A4P
30814	100132308	SLC29A4P2
30815	100132310	FCF1P11
30816	100132311	RPL38P3
30817	100132321	NIPA2P1
30818	100132322	SAR1AP4
30819	100132330	LOC100132330
30820	100132332	CNOT7P2
30821	100132340	CYP4F59P
30822	100132341	CLUHP3
30823	100132346	HSPE1P7
30824	100132352	FRG1HP
30825	100132354	LINC01512
30826	100132355	SLC25A1P4
30827	100132356	LOC100132356
30828	100132358	EEF1A1P34
30829	100132372	RPS10P28
30830	100132376	RPS29P8
30831	100132380	AGGF1P1
30832	100132382	RPS14P4
30833	100132386	KRTAP4-9
30834	100132396	ZNF705B
30835	100132399	GAGE12D
30836	100132400	RPS15AP28
30837	100132402	PGGT1BP2
30838	100132403	FAM157B
30839	100132406	NBPF10
30840	100132413	GKN3P
30841	100132415	SOCS5P4
30842	100132417	FCGR1CP
30843	100132420	ANKRD36P1
30844	100132421	DUX4L18
30845	100132441	GXYLT1P4
30846	100132450	IQSEC3P1
30847	100132456	GUSBP7
30848	100132463	CLDN24
30849	100132464	FAM99B
30850	100132467	RNF2P1
30851	100132476	KRTAP4-7
30852	100132479	RPL22P5
30853	100132487	PTCD2P2
30854	100132488	RPS27P6
30855	100132496	RPS24P9
30856	100132498	LOC100132498
30857	100132499	RPS29P16
30858	100132501	LINC01415
30859	100132504	TSPY19P
30860	100132509	ZNF114P1
30861	100132510	GLRXP3
30862	100132520	MTRF1LP1
30863	100132524	LOC100132524
30864	100132526	FGD5P1
30865	100132529	TAT-AS1
30866	100132534	PDHA1P1
30867	100132537	DOCK11P1
30868	100132541	GXYLT1P3
30869	100132543	LOC100132543
30870	100132547	RPL26P33
30871	100132562	YPEL5P2
30872	100132565	GOLGA8F
30873	100132570	LOC100132570
30874	100132571	LOC100132571
30875	100132580	RBMXP4
30876	100132591	SERBP1P4
30877	100132594	PGAM1P5
30878	100132596	XGY2
30879	100132597	EIF3EP2
30880	100132598	ZNF965P
30881	100132599	LOC100132599
30882	100132601	GAPDHP68
30883	100132606	AGGF1P7
30884	100132609	LOC100132609
30885	100132612	LINC02312
30886	100132615	LOC100132615
30887	100132617	SNX18P23
30888	100132618	ZRANB2-AS1
30889	100132619	ATP5F1AP10
30890	100132621	LOC100132621
30891	100132626	LOC100132626
30892	100132630	CICP3
30893	100132641	BTF3P14
30894	100132644	LOC100132644
30895	100132645	RPL17P41
30896	100132647	LOC100132647
30897	100132651	LOC100132651
30898	100132656	FKBP4P1
30899	100132658	LOC100132658
30900	100132659	LOC100132659
30901	100132669	LOC100132669
30902	100132672	GXYLT1P6
30903	100132673	RPS2P28
30904	100132677	BSN-DT
30905	100132678	RPL7AP45
30906	100132681	NFU1P1
30907	100132683	PDCL3P3
30908	100132686	LOC100132686
30909	100132698	LOC100132698
30910	100132699	NFU1P2
30911	100132707	PAXIP1-AS2
30912	100132708	CYP4F30P
30913	100132712	NAMPTP2
30914	100132722	RPL15P21
30915	100132723	LOC100132723
30916	100132724	DCAF13P3
30917	100132733	ANKRD20A13P
30918	100132735	FILNC1
30919	100132736	LOC100132736
30920	100132741	LOC100132741
30921	100132742	RPL17P7
30922	100132753	RFKP2
30923	100132759	VN1R7P
30924	100132762	LOC100132762
30925	100132766	PABPC1P8
30926	100132772	RAB28P3
30927	100132773	LOC100132773
30928	100132774	KDM4A-AS1
30929	100132778	NACAP6
30930	100132781	LOC100132781
30931	100132789	LOC100132789
30932	100132795	RPL12P32
30933	100132796	NIFKP6
30934	100132797	LOC100132797
30935	100132803	HNRNPH1P1
30936	100132808	RBMX2P2
30937	100132812	NACAP10
30938	100132813	LOC100132813
30939	100132815	IPO5P1
30940	100132817	LOC100132817
30941	100132824	LOC100132824
30942	100132830	LOC100132830
30943	100132831	LOC100132831
30944	100132832	PMS2P9
30945	100132834	LOC100132834
30946	100132841	NMNAT1P4
30947	100132849	LOC100132849
30948	100132857	LOC100132857
30949	100132863	HMGB1P37
30950	100132865	LOC100132865
30951	100132871	RAB28P4
30952	100132874	LOC100132874
30953	100132891	MSC-AS1
30954	100132906	RPL13AP10
30955	100132911	DPH3P1
30956	100132916	SHISAL2B
30957	100132917	RAP1BP3
30958	100132918	EIF4EP3
30959	100132920	CICP4
30960	100132922	RPL6P11
30961	100132923	FAM66D
30962	100132924	RPL13AP19
30963	100132929	FAM25BP
30964	100132932	FAM197Y9
30965	100132938	AQP7P4
30966	100132940	PRELID3BP6
30967	100132948	FAM27C
30968	100132949	RBM17P3
30969	100132961	RPS21P2
30970	100132963	SMIM9
30971	100132965	GYG1P1
30972	100132967	FAM223A
30973	100132972	SYPL1P2
30974	100132973	ELOCP29
30975	100132977	LOC100132977
30976	100132978	ATP6V0CP1
30977	100132979	GOLGA8DP
30978	100132987	LINC00856
30979	100132988	RPL37AP3
30980	100132992	HMGN1P30
30981	100132993	RPS21P3
30982	100132994	CXorf49B
30983	100132995	RPS8P3
30984	100133005	RASA4DP
30985	100133007	LOC100133007
30986	100133012	CHEK2P1
30987	100133024	AMD1P1
30988	100133029	LOC100133029
30989	100133036	FAM95B1
30990	100133037	RPL7P4
30991	100133038	RPL18AP7
30992	100133040	PPP1R26P5
30993	100133044	BCRP8
30994	100133050	LOC100133050
30995	100133053	CXorf51B
30996	100133054	RPS9P3
30997	100133059	LOC100133059
30998	100133062	FAM217AP1
30999	100133064	PPP1R26P2
31000	100133073	LOC100133073
31001	100133074	SLC25A5P9
31002	100133077	LOC100133077
31003	100133079	SLC25A1P2
31004	100133087	VN1R18P
31005	100133091	LOC100133091
31006	100133092	LOC100133092
31007	100133093	FAM25G
31008	100133100	RPL6P8
31009	100133102	LOC100133102
31010	100133103	RPL7L1P13
31011	100133108	RPL13P10
31012	100133121	FAM27B
31013	100133122	RBPJP7
31014	100133123	LINC01203
31015	100133127	LOC100133127
31016	100133128	DEFB108F
31017	100133137	LOC100133137
31018	100133139	RPL12P41
31019	100133147	LOC100133147
31020	100133150	LOC100133150
31021	100133161	LINC01001
31022	100133162	RPL32P34
31023	100133163	BCRP7
31024	100133165	LOC100133165
31025	100133168	CCR12P
31026	100133170	RPL11P1
31027	100133172	FAM66A
31028	100133177	LOC100133177
31029	100133180	DDX3P1
31030	100133190	ADIRF-AS1
31031	100133193	RPL32P28
31032	100133203	RAB28P1
31033	100133204	C9orf147
31034	100133205	LINC00240
31035	100133206	RBM22P5
31036	100133210	COX6B1P7
31037	100133211	LOC100133211
31038	100133212	ABHD17AP7
31039	100133220	GOLGA6L3
31040	100133222	RPL39P27
31041	100133225	LOC100133225
31042	100133234	SBF1P1
31043	100133235	RPL26P14
31044	100133244	LOC100133244
31045	100133251	PRR23D2
31046	100133252	LOC100133252
31047	100133255	RPS14P5
31048	100133259	CBX1P5
31049	100133261	LOC100133261
31050	100133262	ATP6V0E1P3
31051	100133265	BMS1P7
31052	100133267	DEFB130B
31053	100133268	HAUS6P2
31054	100133273	RPL21P80
31055	100133284	LOC100133284
31056	100133285	PCDH8P1
31057	100133286	LOC100133286
31058	100133294	RPL34P16
31059	100133307	CYP1D1P
31060	100133308	RSU1P2
31061	100133309	EIF4A2P3
31062	100133310	HMGB1P28
31063	100133311	HOXA-AS3
31064	100133314	SETP1
31065	100133315	LOC100133315
31066	100133316	LOC100133316
31067	100133319	PRO1804
31068	100133321	KLF17P1
31069	100133326	LOC100133326
31070	100133330	RBM17P1
31071	100133331	LOC100133331
31072	100133461	LINC02171
31073	100133545	MRPL23-AS1
31074	100133612	LINC01134
31075	100133668	RPS27P24
31076	100133669	LY6E-DT
31077	100133791	ERV18-1
31078	100133920	LOC100133920
31079	100133941	CD24
31080	100133957	UXT-AS1
31081	100133985	LINC01816
31082	100133991	MAP3K14-AS1
31083	100134015	UBOX5-AS1
31084	100134040	LOC100134040
31085	100134229	KDM7A-DT
31086	100134259	LINC01119
31087	100134317	LOC100134317
31088	100134362	LOC100134362
31089	100134368	LOC100134368
31090	100134391	LOC100134391
31091	100134423	LOC100134423
31092	100134444	KCNJ18
31093	100134507	LOC100134507
31094	100134713	NDUFB2-AS1
31095	100134868	LOC100134868
31096	100134869	UBE2Q2P2
31097	100134934	TEN1
31098	100134938	UPK3BL1
31099	100135063	GTF3AP6
31100	100135064	GTF3AP1
31101	100135756	ATG3P1
31102	100137047	JMJD7
31103	100137049	PLA2G4B
31104	100141515	C17orf99
31105	100142659	CTAGE8
31106	100144434	ETL4
31107	100144435	VTRNA3-1P
31108	100144494	KDELC1P1
31109	100144595	LOC100144595
31110	100144596	LINC00029
31111	100144597	LINC01056
31112	100144602	EPHA5-AS1
31113	100144603	CHKB-DT
31114	100144604	LINC00930
31115	100144631	PPP6CP
31116	100144632	HPBP
31117	100144748	KLLN
31118	100147744	RNU7-1
31119	100147745	RNU7-2P
31120	100147746	RNU7-3P
31121	100147747	RNU7-4P
31122	100147748	RNU7-5P
31123	100147749	RNU7-6P
31124	100147750	RNU5B-2P
31125	100147751	RNU5B-3P
31126	100147752	RNU5B-4P
31127	100147753	RNU5B-5P
31128	100147754	RNU5B-6P
31129	100147755	RNU7-7P
31130	100147756	RNU7-8P
31131	100147757	RNU7-9P
31132	100147758	RNU7-10P
31133	100147759	RNU7-11P
31134	100147760	RNU7-12P
31135	100147761	RNU7-13P
31136	100147762	RNU7-14P
31137	100147763	RNU7-15P
31138	100147764	RNU7-16P
31139	100147765	RNU7-17P
31140	100147766	RNU7-18P
31141	100147767	RNU7-19P
31142	100147768	RNU7-20P
31143	100147769	RNU7-21P
31144	100147770	RNU7-22P
31145	100147771	RNU7-23P
31146	100147773	LOC100147773
31147	100147811	CBX1P2
31148	100147812	RNU7-25P
31149	100147813	RNU7-26P
31150	100147814	RNU7-27P
31151	100147815	RNU7-28P
31152	100147816	RNU7-29P
31153	100147817	RNU7-30P
31154	100147818	RNU7-31P
31155	100147819	RNU7-32P
31156	100147820	RNU7-33P
31157	100147821	RNU7-34P
31158	100147822	RNU7-35P
31159	100147823	RNU7-36P
31160	100147824	RNU7-37P
31161	100147825	RNU7-38P
31162	100147826	RNU7-39P
31163	100147827	RNU7-40P
31164	100147828	RNU7-41P
31165	100147829	RNU7-42P
31166	100147830	RNU7-43P
31167	100147831	RNU7-44P
31168	100147832	RNU7-45P
31169	100147833	RNU7-46P
31170	100147834	RNU7-47P
31171	100147835	RNU7-48P
31172	100147836	RNU7-49P
31173	100147837	RNU7-50P
31174	100151640	EXOSC3P1
31175	100151641	PHKG1P4
31176	100151642	ATG12P1
31177	100151643	KRTAP20-4
31178	100151644	OTSC8
31179	100151645	USF1P1
31180	100151646	LETM1P3
31181	100151647	RNU7-51P
31182	100151648	RNU7-52P
31183	100151649	RNU7-53P
31184	100151650	RNU7-54P
31185	100151651	RNU7-56P
31186	100151652	RNU7-57P
31187	100151653	RNU7-58P
31188	100151654	RNU7-59P
31189	100151655	RNU7-60P
31190	100151656	RNU7-61P
31191	100151657	RNU7-62P
31192	100151658	RNU7-63P
31193	100151661	CBX5P1
31194	100151662	RNU7-64P
31195	100151663	RNU7-65P
31196	100151664	RNU7-66P
31197	100151665	RNU7-67P
31198	100151666	RNU7-69P
31199	100151667	RNU7-70P
31200	100151668	RNU7-71P
31201	100151669	RNU7-72P
31202	100151670	RNU7-73P
31203	100151671	RNU7-74P
31204	100151672	RNU7-75P
31205	100151673	RNU7-76P
31206	100151674	RNU7-77P
31207	100151675	RNU7-78P
31208	100151676	RNU7-79P
31209	100151677	RNU7-80P
31210	100151678	RNU7-81P
31211	100151679	RNU7-82P
31212	100151680	RNU7-83P
31213	100151681	RNU7-84P
31214	100151682	RNU7-85P
31215	100151683	RNU4ATAC
31216	100151684	RNU6ATAC
31217	100151685	RNU6ATAC2P
31218	100151686	RNU6ATAC3P
31219	100151687	RNU6ATAC4P
31220	100151688	RNU6ATAC5P
31221	100158257	NF1P7
31222	100158258	NEK2P3
31223	100158262	SCARNA9L
31224	100169750	PRINS
31225	100169751	RNA5S1
31226	100169752	TEX36-AS1
31227	100169753	RNA5S2
31228	100169754	RNA5S3
31229	100169755	RNA5S4
31230	100169756	RNA5S5
31231	100169757	RNA5S6
31232	100169758	RNA5S7
31233	100169759	RNA5S8
31234	100169760	RNA5S9
31235	100169761	RNA5S10
31236	100169762	RNA5S11
31237	100169763	RNA5S12
31238	100169764	RNA5S13
31239	100169765	RNA5S14
31240	100169766	RNA5S15
31241	100169767	RNA5S16
31242	100169768	RNA5S17
31243	100169834	RNY4P19
31244	100169835	RNY5P7
31245	100169836	RNY5P9
31246	100169837	RNY5P10
31247	100169850	RNY4P7
31248	100169851	PATE3
31249	100169881	MTPN-LUZP6
31250	100169890	PEG3-AS1
31251	100169951	SNAR-A3
31252	100169952	SNAR-A5
31253	100169953	SNAR-A7
31254	100169954	SNAR-A11
31255	100169955	SNAR-A9
31256	100169956	SNAR-A4
31257	100169957	SNAR-A6
31258	100169958	SNAR-A8
31259	100169959	SNAR-A13
31260	100169989	DBIL5P2
31261	100170216	SNAR-A10
31262	100170217	SNAR-B2
31263	100170218	SNAR-C2
31264	100170219	SNAR-C4
31265	100170220	SNAR-E
31266	100170221	SNAR-H
31267	100170222	SNAR-I
31268	100170223	SNAR-C5
31269	100170224	SNAR-B1
31270	100170225	SNAR-C1
31271	100170226	SNAR-C3
31272	100170227	SNAR-D
31273	100170228	SNAR-G2
31274	100170229	SRRM5
31275	100170765	ERICH4
31276	100170841	EPOP
31277	100174857	GSTA9P
31278	100174949	TRIM59-IFT80
31279	100174950	LOC100174950
31280	100187710	CRCS6
31281	100187711	CRCS7
31282	100187716	MIR1224
31283	100187717	NNO3
31284	100187724	DEL16P11.2
31285	100187725	LOC100187725
31286	100187749	ASDP
31287	100187761	AN
31288	100187828	HBD
31289	100187907	TRAP
31290	100188011	DIP
31291	100188278	FECD2
31292	100188314	AUTS12
31293	100188317	AUTS13
31294	100188321	HYT8
31295	100188328	PNKD2
31296	100188340	AOS
31297	100188397	HLP
31298	100188695	DA4
31299	100188748	STHAG5
31300	100188754	AD14
31301	100188765	CFTDX
31302	100188767	AGSPX
31303	100188768	SCAX5
31304	100188769	HPCX2
31305	100188771	AGA2
31306	100188772	IHPS4
31307	100188773	CFSS
31308	100188774	DFCTRPS
31309	100188775	LOAS
31310	100188776	HEY
31311	100188782	NIDDM4
31312	100188784	AFA1
31313	100188785	ITC1
31314	100188787	WM1
31315	100188788	DEL3Q29
31316	100188789	HPC6
31317	100188790	MGR8
31318	100188791	CLLS1
31319	100188792	MAFD3
31320	100188793	BSZQTL
31321	100188794	BSZQTL2
31322	100188795	AD11
31323	100188796	GEFSP4
31324	100188797	BMND6
31325	100188798	SLEB5
31326	100188800	ASPG4
31327	100188801	ASRT3
31328	100188802	ODS1
31329	100188803	SLEB7
31330	100188804	SLEB8
31331	100188805	STBMS1
31332	100188806	HDLCQ4
31333	100188807	HYT5
31334	100188808	HYT6
31335	100188809	HPC7
31336	100188810	ANIB5
31337	100188811	WM2
31338	100188812	RLS3
31339	100188813	RLS4
31340	100188814	DEL16P13.3
31341	100188815	BSZQTL3
31342	100188816	AUTS7
31343	100188817	CLQTL2
31344	100188818	HDLCQ5
31345	100188819	HDLCQ6
31346	100188820	AUTS11
31347	100188821	OS4
31348	100188822	MENAQ1
31349	100188823	ASRT4
31350	100188825	HYT7
31351	100188826	HPC9
31352	100188827	SQTL1
31353	100188828	SQTL2
31354	100188829	MTBS2
31355	100188830	AD12
31356	100188832	AUTS1
31357	100188834	HPC10
31358	100188835	CINN
31359	100188836	CHDS8
31360	100188837	AD13
31361	100188838	AD15
31362	100188839	RLS5
31363	100188840	ASRT6
31364	100188841	CRCS2
31365	100188842	ATFB5
31366	100188843	MAFD5
31367	100188844	MAFD6
31368	100188845	CODA
31369	100188846	CELIAC6
31370	100188847	MIR1225
31371	100188848	FMTLE
31372	100188849	FEB9
31373	100188850	HSCR9
31374	100188851	MGR12
31375	100188852	SHEP8
31376	100188853	BMND7
31377	100188854	BMND8
31378	100188855	MNDEC
31379	100188856	DEL22Q11.2
31380	100188857	AAA3
31381	100188858	ANIB6
31382	100188859	EA7
31383	100188860	CPROTQ
31384	100188861	EIG5
