GSM1900772	GSM1900777	GSM1900789	GSM1900806	GSM1900817	GSM1900826	GSM1900834	GSM1900849	GSM1900856	GSM1900863	GSM1900890	GSM1900905	GSM1900912	GSM1900922	GSM1900929	GSM1900944	GSM1900950
NSMCE4A	5.26654	5.24801	5.27885	5.4138	4.98229	5.61228	5.10502	5.45005	5.37509	5.12759	5.43426	5.53676	5.36752	5.42961	5.22574	5.60153	5.52383
DNAJC27	4.29282	4.62026	5.15905	5.20626	4.6062	4.54529	4.64533	4.76955	4.30491	4.4094	4.72628	4.62188	4.72239	5.19053	4.86244	4.09791	4.37133
MIA3	6.73166	6.44303	6.88459	7.06664	6.92486	7.26393	7.16358	6.7469	6.9325	6.91562	6.95228	6.82521	6.86085	6.69083	6.88688	7.12508	7.04142
SUGT1P3	4.11403	3.81805	4.73018	4.44122	3.94475	4.57035	4.52925	5.9333	4.18975	4.26128	4.29654	4.649	4.56677	4.51437	4.41389	4.12191	4.57498
TPTE2P5	4.11403	3.81805	4.73018	4.44122	3.94475	4.57035	4.52925	5.9333	4.18975	4.26128	4.29654	4.649	4.56677	4.51437	4.41389	4.12191	4.57498
SNORA5C	5.18338	5.44445	5.04089	4.83515	5.56707	5.51746	5.22941	6.25547	5.71694	5.66155	5.41437	5.11297	5.43877	5.3231	5.27944	4.88339	5.33633
MAP3K9	4.67565	4.91921	4.65857	4.63337	4.81371	4.75984	4.50995	4.36139	4.91285	4.77671	4.86048	4.54025	4.72285	4.66435	5.02065	4.63889	4.58333
ZNF22	4.98594	4.31326	6.18318	5.84701	5.32089	5.36591	5.43741	5.91531	5.46293	4.73128	5.47113	5.30161	5.26337	5.56134	4.73213	5.39293	5.95852
SLC4A4	3.80722	4.87653	4.26133	4.32834	3.81946	4.19803	4.27009	4.0932	4.35032	4.3132	4.65507	4.36327	4.27002	3.96058	4.14938	4.07691	4.69067
TIAF1	5.91391	6.03811	5.66716	5.92896	5.64926	5.85794	5.77985	5.70637	5.80267	6.27117	5.84926	6.09498	5.97252	6.08505	5.90282	5.90301	6.05463
MYO18A	5.91391	6.03811	5.66716	5.92896	5.64926	5.85794	5.77985	5.70637	5.80267	6.27117	5.84926	6.09498	5.97252	6.08505	5.90282	5.90301	6.05463
SLC26A6	5.51905	5.33208	5.12144	4.76516	5.08443	4.8634	4.63378	3.5556	5.05328	5.35376	4.6333	5.33997	5.2903	5.02526	5.35311	4.70473	4.68681
ARHGAP27P1	5.74904	6.66153	5.72442	5.9271	5.97412	5.80652	5.89484	5.45092	6.02265	6.47605	6.24387	5.90483	6.39217	6.04954	6.40255	5.7923	5.75571
HERC4	7.45449	7.71403	7.0432	7.40458	7.57262	7.36858	7.42868	7.75004	7.2606	6.97451	7.5246	7.45505	7.56498	7.6321	6.95788	7.31338	7.13345
DTX3	4.89988	5.08345	4.7945	4.77166	4.73915	5.13739	4.51455	5.18036	4.86159	4.63672	5.16245	4.8746	5.07971	4.66732	5.0862	5.02969	4.63732
H1FX	6.73505	5.6442	7.21956	6.6976	6.60268	6.32016	6.78926	5.99456	6.73989	6.50402	6.50705	6.44468	6.54953	6.25613	6.59701	6.8997	6.42277
WDR48	6.64343	6.11937	7.2929	6.6511	6.61333	6.5603	6.89939	6.70071	6.62594	6.22024	6.52152	6.70784	6.72496	6.36335	6.53765	6.86289	6.95201
ZNRF3-AS1	3.74961	3.69231	3.72187	3.93786	3.97463	3.94516	3.78622	3.5382	3.91743	4.01267	3.62938	3.84283	3.87789	3.71999	3.64756	4.01353	3.29917
ADNP2	4.71303	4.37612	4.56972	4.70849	4.59727	4.75303	4.75647	4.08572	4.52069	4.40166	4.40398	4.55585	4.4462	4.35211	4.56009	4.55725	4.0855
NEK2	3.02453	3.55796	3.75875	3.3691	2.54643	2.40684	3.19899	2.55611	2.90939	3.44833	2.95977	2.76184	2.98791	3.07654	2.88656	2.52418	2.54282
LOC101928697	5.05217	5.81137	5.13776	4.89224	4.68009	4.91767	5.17603	5.50284	5.01469	5.39797	5.43025	5.20875	4.63216	5.0394	4.90845	5.47003	4.75026
KCNK5	3.74551	3.5321	3.48268	3.16186	3.37306	3.16599	3.38704	3.58669	3.47954	3.68278	3.52223	3.53717	3.252	3.37746	3.77824	3.47557	3.51825
LOC641367	4.85593	4.4833	4.31931	4.90455	4.4847	4.5016	4.65851	4.81562	4.85853	4.84504	4.86254	4.47696	4.60744	4.43691	4.81397	4.61597	5.08158
RCE1	5.71207	4.88167	5.37576	5.52363	5.74003	5.5146	5.44602	5.34644	5.3577	5.70305	5.75529	5.62512	5.82641	5.47229	5.6439	5.65366	5.32119
SERHL	5.12758	4.96495	5.01077	5.22678	4.79475	4.92534	5.23529	5.13232	5.23408	4.83373	5.1789	5.33858	5.16435	5.04999	5.45541	5.26857	4.78223
SERHL2	5.12758	4.96495	5.01077	5.22678	4.79475	4.92534	5.23529	5.13232	5.23408	4.83373	5.1789	5.33858	5.16435	5.04999	5.45541	5.26857	4.78223
OR10G4	3.52371	3.02213	3.67553	2.97995	3.41659	3.15892	2.96208	3.69005	3.40443	3.67447	3.64372	3.39717	3.50898	3.39323	3.04387	3.05052	2.80303
DCAF4	3.81271	3.82557	3.65681	3.92193	3.6479	3.76506	3.87623	3.89296	3.67799	3.74336	4.10551	4.08786	3.90995	3.98028	4.03153	4.14671	4.08199
MIR139	6.89938	7.27098	6.61639	6.61045	6.85594	6.59368	6.57871	6.8229	6.70728	6.99851	6.69711	6.64593	6.77264	6.72982	6.77297	6.42867	6.60863
ZCCHC7	6.09995	5.70896	6.62234	6.24762	5.98669	6.368	6.67337	6.14671	6.40973	6.0434	6.5054	6.30707	6.20732	6.25601	5.93953	6.45902	6.64427
CCNT2	7.60625	7.57484	7.6502	7.97389	7.66228	7.88736	7.75973	7.95575	7.78154	7.43913	8.00784	7.81382	7.64253	7.85177	7.31801	7.74368	7.68029
PQLC2	5.58931	5.2874	5.28712	5.38627	5.41141	5.32497	5.28615	5.32208	5.65739	5.43393	5.57047	5.29298	5.36935	5.24666	5.5874	5.65385	5.1136
RASSF7	5.79001	5.55463	5.27876	5.53449	5.59968	5.52873	5.72061	5.67338	5.78525	5.88607	5.38614	5.53291	5.36081	5.41727	5.48745	5.41036	5.52335
OTUD7A	3.69863	3.12014	3.73243	3.87634	2.90985	3.27979	2.74219	3.30188	3.77073	2.97372	3.64582	3.36978	3.70914	3.29785	3.36605	3.10347	4.26592
LOC100288637	3.69863	3.12014	3.73243	3.87634	2.90985	3.27979	2.74219	3.30188	3.77073	2.97372	3.64582	3.36978	3.70914	3.29785	3.36605	3.10347	4.26592
HTT	5.66854	5.16141	6.03697	6.09531	5.83118	6.07733	6.1762	5.87314	5.78517	6.10893	5.88578	5.87097	5.83538	5.70562	5.91981	6.19259	5.77866
DUSP22	6.75054	6.91988	6.852	6.61201	7.19196	6.79563	6.86678	6.6471	7.27721	6.61762	6.9198	7.01621	6.81256	6.88653	6.70375	6.91612	6.94556
BATF2	5.88199	5.59029	5.54244	5.25731	6.13523	5.74152	5.22417	5.58975	5.66401	5.61083	5.88694	5.42789	5.90829	5.4171	6.21933	6.04844	5.71243
CALM1	8.63723	8.75675	8.7796	8.79317	8.69452	8.69808	8.91018	8.64557	8.78574	8.7566	8.81456	8.73649	8.67835	8.70988	8.68226	8.96605	8.78299
RBMX2	6.4348	5.76075	6.2698	6.87781	6.75837	6.82879	6.93842	6.84719	7.13246	6.77731	6.70446	6.79639	6.73034	6.5872	6.43301	6.71911	6.43986
MRGBP	5.67862	5.71864	5.86805	6.05915	6.13306	5.90844	5.89051	6.43613	5.81046	5.95701	6.15485	6.14785	5.89826	5.99292	6.327	5.88289	5.69114
ELFN1	4.38145	4.26425	4.11654	4.06167	4.38447	4.11032	4.20019	4.35017	4.46096	4.61981	4.50456	4.26567	4.17156	4.53501	4.60224	4.03242	3.88655
SLC41A3	5.59413	5.54918	5.7195	5.4871	5.63918	5.53496	5.39138	5.82343	5.77867	5.66547	5.56109	5.46563	5.44643	5.25357	5.82632	5.19756	5.69604
TOR1B	6.88282	6.66143	7.01392	7.25086	7.17572	7.35731	6.93811	6.086	7.16631	7.74864	7.35683	7.07209	7.35291	7.46342	6.7724	7.23104	7.35291
UBIAD1	6.19991	5.682	6.62683	6.5126	6.05589	6.18523	6.51728	5.7787	6.56708	6.59087	6.07057	6.57071	6.10515	6.30332	6.30506	6.66235	6.1178
RPL36	8.58999	7.5228	8.79208	8.81466	8.14132	8.58795	8.80964	7.7596	8.75867	8.60654	8.48134	8.61237	8.58945	8.67663	8.81072	8.75184	8.52469
ASTE1	5.57725	5.09296	5.60352	5.86417	5.60317	6.13608	5.77442	6.49619	5.86938	5.73976	5.61688	5.7135	5.63374	5.78835	5.37094	6.48346	5.5974
PCDHA7	4.62143	4.09013	3.9525	4.36674	4.31314	4.30785	4.49521	3.92964	4.62628	4.63901	4.48013	4.28343	4.34862	4.03552	5.07018	3.86609	4.35819
EAPP	6.75549	6.78906	6.92677	7.30207	7.39777	7.01774	6.86334	6.66998	7.15048	6.16	6.97537	7.07664	7.25327	7.21355	6.55836	7.43516	7.18388
PHF3	8.17493	8.39148	8.38731	8.61021	8.68706	8.61031	8.51435	8.12693	8.44906	8.02088	8.50201	8.2931	8.37414	8.38217	8.2189	8.57956	8.41746
SLC4A3	4.7342	4.74206	4.75565	4.34907	4.65911	4.68558	4.61919	4.83683	4.77637	4.48429	4.53155	4.86376	4.56126	4.47354	4.96892	4.64723	4.96355
PAK6	4.11837	4.25225	4.18954	4.25488	4.00626	4.52326	4.23526	4.19538	3.65571	4.78909	4.19886	3.94906	4.31555	3.73052	4.6532	4.51368	4.4956
BUB1B-PAK6	4.11837	4.25225	4.18954	4.25488	4.00626	4.52326	4.23526	4.19538	3.65571	4.78909	4.19886	3.94906	4.31555	3.73052	4.6532	4.51368	4.4956
TMEM101	5.27978	4.87317	5.13525	5.058	5.01337	5.07761	5.06818	4.97486	5.17212	4.71449	5.02107	5.58386	5.24968	5.45919	4.91635	5.1738	5.41361
SNORD96B	3.93035	3.32045	3.63831	2.95966	3.83548	3.34014	4.30078	3.87582	3.535	3.65371	3.43344	3.18896	3.33226	3.02095	2.84394	4.18369	3.90672
SLC31A1	6.87497	6.72191	7.63586	6.38873	7.26913	6.80189	7.04893	5.90453	6.7489	7.08498	6.61173	6.24753	6.73773	6.60242	6.90645	6.68726	7.07429
CHRAC1	5.88298	5.85195	6.34591	6.20266	5.97133	6.18963	6.26544	6.07331	6.545	6.14939	6.03977	6.05022	5.93785	5.9697	6.21569	6.11392	6.37251
BCR	5.67364	5.26341	5.35974	5.51489	5.29545	5.51944	5.61064	5.1403	5.58418	5.72633	5.79071	5.5613	5.52555	5.16417	5.91622	5.42425	5.44094
TMEM223	6.50791	5.15144	6.89425	6.81951	6.18648	6.77795	6.735	4.62865	6.83371	6.74242	6.43639	6.82271	6.57931	6.61131	6.72331	6.51331	6.76133
TCF25	7.37932	6.86302	7.04883	7.29837	7.32587	7.37903	7.53881	6.41721	7.41385	7.47286	7.53333	7.42658	7.67811	7.11839	7.43352	7.34507	7.44546
GPX2	4.69737	4.98697	4.2245	4.35229	4.71191	5.13779	4.46141	4.80132	4.78585	4.204	4.79347	4.33198	4.65928	4.94392	3.99848	4.83539	4.25007
ZRANB2	7.53099	6.71437	8.05325	8.11249	7.44357	7.91399	8.025	8.19484	7.9547	7.39849	7.80596	8.16344	7.92434	7.95011	7.06929	7.75865	7.57209
KRI1	5.80359	5.11801	6.21611	6.12585	5.7981	6.40904	6.01038	5.60027	6.0464	5.82929	5.894	5.42688	5.75002	5.54097	6.2949	5.62244	6.05148
ANKRD33	4.22069	3.80507	4.07701	3.92785	3.88779	3.67908	3.67213	4.20191	3.834	4.2253	4.16601	3.89778	4.02727	3.66167	4.31386	3.16579	3.41957
PLK4	2.8686	3.06797	3.55274	3.10787	3.09648	3.33955	2.9746	3.91234	3.41405	3.02107	2.85658	3.01493	2.7143	2.91624	3.23437	3.29808	3.40592
PTCHD4	3.46555	3.4703	3.42661	3.16972	3.26097	3.2286	3.01905	3.14513	3.26593	2.89489	2.97502	3.14073	3.09253	3.29508	3.43823	3.06752	3.30766
KLRA1P	3.05543	2.55621	2.73831	3.61436	2.48155	3.52006	3.01487	3.11661	3.17198	3.04771	2.98915	3.64294	2.87892	3.02229	2.47489	3.37594	4.28354
FDPS	6.05323	6.02118	5.81124	5.92406	5.89803	5.98235	6.15438	5.18703	5.7319	5.73049	6.19738	5.71772	5.69295	5.81528	5.8991	5.70945	5.23008
FDPSP2	6.05323	6.02118	5.81124	5.92406	5.89803	5.98235	6.15438	5.18703	5.7319	5.73049	6.19738	5.71772	5.69295	5.81528	5.8991	5.70945	5.23008
C3orf79	3.04277	3.25616	3.44231	3.10021	3.28153	3.09502	3.04245	3.24443	3.32313	2.89611	3.21763	3.73147	2.70542	3.46777	3.5646	3.04509	2.66725
HEY2	3.60139	3.69219	3.06575	2.92086	2.8958	3.19686	3.23548	3.4279	3.32429	3.07553	3.19705	3.40209	3.23252	2.99159	3.48035	3.16635	3.01249
MIR107	4.41321	5.00928	4.03273	4.15615	4.68978	3.80883	3.43766	4.60138	3.63445	4.12182	4.28643	4.08831	4.2825	4.97024	4.21423	3.94037	3.10087
NRDC	9.07472	9.40451	8.87789	8.78635	9.21682	9.21632	9.165	8.9111	8.83967	8.71122	9.0405	8.92893	9.05613	9.08535	8.71992	8.84406	8.9127
RANGAP1	5.70915	5.46609	5.59601	5.62471	5.65787	5.58082	5.95326	5.61347	5.77636	5.7806	5.7671	5.69361	5.63134	5.84172	5.92243	5.7965	5.52563
TRPC4AP	7.27975	7.46209	7.05975	7.49364	7.6058	7.48884	7.40419	6.75096	7.46919	7.50241	7.63758	7.25585	7.55326	7.54154	7.38678	7.77491	7.04674
MPHOSPH8	7.31757	7.14641	7.12448	7.72398	7.5166	7.5627	7.63	7.62305	7.36838	7.20395	7.49134	7.56574	7.70807	7.35423	7.18089	7.68025	7.37873
CIT	3.54007	4.20129	4.24304	3.8122	3.42454	3.52117	3.59606	4.05532	3.70504	3.81964	3.59407	3.5375	3.48028	3.62394	3.64927	3.19959	3.51912
PCDH11X	3.3612	3.44272	3.05641	3.0252	3.2585	3.28958	3.27982	3.89864	3.3853	3.85573	3.34243	3.23515	3.08178	2.81094	3.19197	3.04143	3.39434
PCDH11Y	3.3612	3.44272	3.05641	3.0252	3.2585	3.28958	3.27982	3.89864	3.3853	3.85573	3.34243	3.23515	3.08178	2.81094	3.19197	3.04143	3.39434
HELQ	4.41783	4.2536	4.92315	5.08672	4.46549	5.06608	5.18076	5.39174	4.72258	4.4291	4.79301	4.98348	4.44698	4.7003	4.47707	5.13183	4.57803
RBM18	6.57116	6.34071	7.07152	6.73771	6.58651	6.85565	6.72607	6.45059	6.87753	6.2536	6.99543	6.65723	6.5269	6.81412	6.18877	6.72475	6.8115
TREML4	4.79987	5.74419	4.54562	6.04191	5.04267	4.89198	4.74629	5.32878	6.49994	5.8292	5.1013	4.67525	4.91764	4.68138	5.21235	4.32942	4.53154
RETREG3	6.89108	6.40946	7.2478	7.28244	7.06734	7.14749	6.97363	6.6753	7.03313	7.48259	6.97094	6.93187	7.14662	6.93954	7.08913	7.21491	6.93809
HCCS	6.20454	4.74553	6.43861	5.96193	6.24177	6.00256	6.32459	5.89252	6.20996	6.06833	5.70632	6.59125	6.31788	6.01782	6.09446	5.90073	6.58153
AADACL3	3.47062	3.88088	4.09491	3.69088	3.64378	3.48858	3.56001	4.26077	3.94346	3.90964	4.1508	3.95051	3.49251	4.13461	4.33906	4.24059	3.85833
PRTN3	6.06011	5.82484	6.09941	5.5655	5.71846	5.67093	6.01822	5.57726	5.68263	5.78656	5.65932	5.91363	6.00302	5.49104	5.85358	5.52235	5.77442
GLI1	4.67011	5.06576	4.04872	4.21051	4.33607	4.15678	4.4812	4.55098	4.48148	4.77261	4.7407	4.684	4.53403	5.04291	5.04749	4.72501	4.03253
WNT10B	4.62124	4.57567	4.51918	4.2701	4.65231	4.04586	4.21084	4.78451	4.89568	4.29724	4.57301	4.37716	4.8828	4.95879	4.53869	4.673	4.84409
NSL1	7.30263	6.73008	7.70429	7.30574	7.33737	7.40339	7.58867	7.0836	7.72109	7.46483	7.57789	7.54902	7.17806	7.20108	7.21408	7.84157	7.74053
DHPS	6.2039	5.38316	6.84332	6.37861	6.46125	6.74317	6.71275	6.03446	6.51571	6.3273	6.34236	6.74647	6.54949	6.24091	6.39089	6.644	6.52722
C7orf31	4.4949	4.26611	4.51981	5.23837	4.62331	4.55601	4.62544	4.84729	4.7537	4.53179	4.70254	4.65938	4.4367	4.39585	4.87098	4.71201	4.83173
SMPDL3B	4.24385	4.2936	4.06281	3.70636	4.43148	3.97556	4.06976	4.08965	4.10362	4.52724	4.18173	4.11001	3.74463	4.32375	4.20797	4.26339	4.25685
GGTLC1	6.00477	6.21408	5.30544	5.56187	6.25265	5.72477	5.78841	4.9165	5.84288	6.06826	5.72355	5.75757	5.67456	5.71224	5.9513	5.46698	5.40921
SNORD116-23	2.60891	2.69826	3.30321	3.00036	2.75621	2.76948	2.78065	3.57293	2.98051	2.4783	2.72069	2.5845	2.93241	2.6404	2.75006	2.92294	2.87945
STMN3	6.0867	5.57735	6.18194	6.0826	5.66147	5.08073	6.17427	5.71397	6.53147	5.80475	6.03435	6.15724	6.36017	5.8281	6.73689	5.99216	5.68967
ISG20L2	7.5981	7.59149	7.37135	7.75909	7.58273	7.83899	7.93077	6.63287	7.68351	7.96227	8.09721	7.66534	7.70288	7.88937	7.71793	7.97171	7.46704
APTX	5.4866	5.64959	5.63169	5.80997	5.89505	5.5239	5.71048	5.80731	5.78275	5.37259	5.50022	5.62857	5.58061	5.4876	5.06452	5.40289	5.43966
DUSP23	7.34239	6.93136	7.12378	7.26193	7.35875	7.20617	7.18837	7.11131	7.27886	7.59574	7.51235	7.40763	7.53407	7.29331	7.53611	7.31975	7.50977
KEAP1	5.33762	5.55908	5.14924	5.728	5.74275	5.71619	5.3685	5.17816	5.7368	5.52451	5.24836	5.4893	5.47479	5.24965	5.73649	5.41612	5.79365
RRP7A	5.33924	5.13365	5.38865	5.53684	5.09196	4.9072	5.17293	5.62691	5.75487	5.1031	5.56303	5.27555	4.9311	4.73794	4.96292	5.21524	5.44204
WIPI2	6.93629	6.4633	7.95567	6.85746	7.27483	6.93967	7.1367	6.22028	6.94773	6.87636	6.68496	7.0243	7.36427	6.85805	6.93199	7.06983	7.15396
SNORA80A	6.12396	6.22343	6.17336	6.15201	5.75087	6.03531	6.52694	7.04325	6.1397	6.28469	6.0553	6.28823	6.28462	6.36005	6.54625	6.13222	6.12569
RNF227	4.7833	4.46702	4.10468	4.70945	3.81354	4.20835	4.11379	5.624	4.00361	3.94385	3.94379	4.4107	4.56441	4.32934	4.74051	3.99578	4.84518
NR2F6	5.77759	4.79447	5.79356	5.6494	5.54521	5.50577	5.02007	5.66651	5.46881	5.88135	5.48596	5.81763	5.84129	5.77892	5.895	5.94646	5.6879
TMEM163	3.53543	3.67679	3.76272	3.74026	3.87257	3.58828	3.78758	3.5628	3.87553	3.59047	4.15914	3.81652	3.925	3.71198	4.28699	3.68876	4.52673
MMGT1	7.28886	7.15755	6.95886	7.37132	7.59289	7.3337	7.61858	6.62457	7.44945	7.12691	7.64344	7.00973	6.84084	7.05302	7.3495	7.38903	7.29236
SPRR2A	2.85217	3.75315	2.86912	3.30851	3.52522	3.30479	3.34843	4.69304	3.81714	3.19691	3.23158	3.26599	3.19075	3.39443	3.53551	3.73387	3.37256
LOC100130691	3.60284	3.59752	4.32192	4.26766	3.65901	3.56152	3.88797	4.08043	3.37255	3.58229	3.92749	3.89969	3.58675	3.93189	3.68408	3.95462	3.50267
SLC27A3	5.39941	5.70103	5.64587	5.43335	5.48419	5.7564	5.66686	5.07105	5.47279	5.69798	6.05447	5.70382	5.84602	5.50191	5.59366	5.88506	5.4834
ADAMTS4	4.30612	4.11884	3.73769	3.72171	4.19403	3.9064	4.08585	4.43189	4.01616	4.07967	3.78871	3.96883	4.029	3.84327	4.35737	4.08848	4.41995
TBL2	5.5127	5.67689	5.35824	5.12147	5.58769	5.27768	5.61127	5.58303	5.48875	5.64019	5.56193	5.53376	5.40487	5.61952	5.55622	5.30583	5.36485
BEND2	4.30891	4.12459	3.00323	3.43813	4.56452	3.74266	3.90047	3.39634	4.26883	4.36315	4.13223	4.31062	4.66689	3.6212	4.04462	4.29498	5.33096
TRIM51	2.82686	3.71227	3.38259	2.83207	3.3076	4.26629	2.95435	4.38013	3.56408	3.32217	2.81477	3.58499	3.07284	3.25624	3.65867	2.99129	2.85847
AIFM1	5.42455	5.08269	5.99021	5.58415	5.64923	5.76488	5.74243	5.33574	5.34915	5.55667	5.53332	5.5991	5.13347	5.13984	4.89153	5.48493	5.48925
SEC61A2	6.64201	6.39178	6.11408	6.71443	6.35092	6.34149	6.84254	6.29623	6.66229	6.58072	6.69361	6.74767	6.59074	6.7375	6.06242	6.66312	5.94863
KLK9	5.3958	5.66654	5.22226	5.30483	5.08484	5.07286	4.54846	5.31775	4.9875	5.29092	5.37145	4.96568	5.23727	5.21939	5.24928	4.59713	4.99838
CTNS	5.4475	4.07887	4.89165	5.09063	4.83599	4.90267	5.33324	4.21996	4.85891	4.79061	5.39112	5.36443	5.32557	4.91213	5.18314	5.05248	4.54507
ATG101	5.40826	4.83485	5.27297	4.97839	5.15604	4.96482	4.90388	5.71616	5.22385	5.40285	5.20094	5.254	5.2498	4.69337	5.09246	5.16985	5.09844
RNF181	7.82047	7.40898	7.91115	7.50375	7.90109	7.66386	7.91808	6.7888	7.78172	7.73616	7.92998	7.54971	7.91779	7.82181	7.86487	7.96969	7.50043
GTF2H4	4.4528	4.13514	4.26948	4.41176	4.35913	3.85531	4.31161	4.67587	4.14143	4.78172	4.3224	4.46837	4.28368	4.42037	4.07385	4.67445	4.37546
ICE2	6.21571	5.58063	6.96204	6.82571	6.17519	6.64485	6.35832	7.01885	6.64153	5.99307	6.54912	6.76238	6.26883	6.4861	6.02795	6.39523	6.73521
MUL1	5.1135	4.44468	4.75652	4.8211	4.7222	4.44592	4.52704	4.70832	4.84698	4.78611	4.706	4.44055	4.81404	4.73637	4.78437	5.01598	4.72072
CCNI	11.0687	10.3123	11.1662	10.7133	11.1321	10.7631	11.0483	10.4109	10.9092	10.8727	10.6139	10.9881	11.1861	10.4778	11.0828	10.7493	11.1862
LOC440313	4.38211	4.68038	4.26401	4.38216	4.16754	4.39973	3.73147	4.07047	4.38788	4.36099	4.18904	4.21814	3.93742	4.42194	4.58828	4.18333	4.18535
SNORD53	4.56026	4.47204	4.49014	4.7931	3.89362	4.25504	4.05668	3.94476	4.34623	4.17265	4.35154	4.58147	4.46103	4.58817	4.09983	4.23567	4.16279
COASY	6.67827	6.55282	6.73959	6.67416	6.67228	6.96726	6.78966	5.80421	6.79153	6.63068	6.60123	6.41595	6.7767	6.64387	6.84477	6.70284	6.6855
TPP2	7.89792	7.10309	8.14823	8.30344	7.38218	8.10877	8.11968	8.3634	7.88182	7.75123	8.03892	7.77012	7.93709	7.84183	7.86223	7.97321	7.58399
ADGRF3	5.39532	5.4061	5.48071	5.69925	4.94656	5.00095	5.07103	5.20704	5.13222	5.55436	5.5073	5.14467	5.35687	5.44666	5.65561	4.98943	5.25402
C6orf89	7.45375	7.45123	7.57918	7.26767	7.51342	7.38124	7.46642	6.99286	7.5283	7.54287	7.48722	7.27396	7.22328	7.38905	7.57262	7.41656	7.4102
BLCAP	7.415	6.93118	7.91263	7.65414	7.57246	7.72738	7.8922	6.81404	7.84614	7.72529	7.65912	7.91505	8.0199	7.96558	7.85462	7.69551	7.83585
MIR212	5.60225	5.28765	5.38821	5.17575	5.42334	5.11937	5.02427	5.47108	5.40257	5.37754	5.06238	5.38959	5.31318	5.61861	5.51688	5.51978	5.50416
DAND5	4.86196	4.56139	4.10611	4.20903	4.68981	4.14836	4.46296	3.61606	4.39683	4.23905	4.31588	4.22162	4.23576	4.44677	4.60534	4.42061	4.09865
PRH1	5.67513	4.4981	5.71687	5.07394	4.95372	5.43261	5.21087	5.92681	4.97912	5.03983	5.44812	5.04438	5.51899	5.22934	5.18653	5.8103	4.94572
PRH1-PRR4	5.67513	4.4981	5.71687	5.07394	4.95372	5.43261	5.21087	5.92681	4.97912	5.03983	5.44812	5.04438	5.51899	5.22934	5.18653	5.8103	4.94572
TOPORS	6.94636	6.895	7.22245	7.11023	7.25373	7.51062	7.22584	6.25723	7.49027	6.61508	7.13736	7.45763	7.21388	7.34634	6.76678	6.78965	7.35772
MOV10L1	3.11375	3.37709	3.20525	2.93071	3.05101	2.77878	3.28329	3.23666	3.38381	3.27542	3.19024	2.85846	2.96383	3.22825	3.40134	2.84454	3.21515
ERMAP	5.36071	4.80068	7.12895	5.26771	5.54089	5.21102	5.63349	4.6179	4.99595	5.41144	4.89381	5.42469	5.19663	5.01193	5.23017	5.67887	5.54556
LOC400464	5.29558	5.39001	5.44601	5.63631	4.80477	5.44663	5.8425	5.51317	5.89268	5.54224	5.84966	5.66192	5.94121	5.49258	5.74217	5.91589	5.34596
TMLHE-AS1	3.12492	4.40769	2.729	3.39516	3.73526	4.6139	3.58587	3.37489	3.90209	3.71153	3.57007	3.79493	3.58707	3.65373	3.62742	3.13482	3.01086
LOC101927830	3.12492	4.40769	2.729	3.39516	3.73526	4.6139	3.58587	3.37489	3.90209	3.71153	3.57007	3.79493	3.58707	3.65373	3.62742	3.13482	3.01086
DNAJC28	2.74384	2.52781	2.81168	2.84321	3.04753	2.73802	3.06969	3.03769	2.97745	2.60706	2.84769	2.87408	2.91317	3.04297	2.6479	2.37507	3.25483
AKR7A2	5.75667	5.3313	5.68319	5.58531	5.87724	5.8265	5.95104	6.25811	5.97446	5.79672	5.74974	5.90004	6.14142	5.80436	5.99774	6.02562	5.95591
CCDC93	6.676	6.81163	6.59262	6.99738	7.03219	7.09415	7.05238	6.47259	6.66268	6.63407	7.02046	6.81068	6.73922	7.04241	6.68299	6.86466	6.66479
TMED6	3.50408	3.64739	3.22763	3.59032	3.68405	4.10863	3.49065	4.71453	3.62992	3.83233	3.46655	3.60344	4.06675	3.73523	4.15449	3.85533	3.4514
PEX11B	6.91941	6.42663	7.00388	7.32207	6.83639	7.10119	7.39029	6.96305	7.01454	6.84592	7.09003	7.04325	6.94664	6.9289	7.17499	7.453	7.1293
RALBP1	7.04199	7.11625	7.43553	6.70014	7.42834	6.74649	6.97443	6.23189	6.94055	6.80353	6.28307	6.96993	7.00891	6.59353	6.88949	7.10462	7.5544
COL11A2	4.86469	4.87951	3.70064	4.08098	4.11923	4.64226	4.39188	4.50271	4.13722	4.79432	4.87282	4.6669	4.63647	4.69242	4.48732	4.76107	4.77269
ARID2	7.057	6.71017	6.88841	7.05232	6.93513	7.10451	7.06576	7.14417	6.74165	7.27275	6.90675	6.82091	6.65041	6.32919	6.56516	7.29564	6.90658
WDR59	5.9376	5.34919	6.26278	6.03085	5.8069	6.11538	6.19567	6.19075	5.88354	6.08714	5.76729	5.8405	6.11404	5.56672	5.89892	5.95538	5.96784
GOLGA8EP	5.80741	5.6565	5.76774	6.03621	5.93627	6.23703	5.68814	5.69812	5.78551	6.61294	6.00021	5.84784	5.83086	6.08465	6.03744	5.80432	5.81282
CEP95	6.72956	5.71181	7.10778	6.95628	6.25682	7.0769	6.70208	6.60537	6.80926	6.26282	6.9355	6.82315	6.65905	6.67149	6.42212	7.13995	6.8052
CRYGS	4.68286	4.49192	5.10798	5.33522	4.20983	5.47838	5.36123	5.44536	5.43548	5.15956	5.23749	4.88062	4.41953	4.75763	4.4631	4.87438	5.31199
