GSM1900772	GSM1900777	GSM1900789	GSM1900806	GSM1900817	GSM1900826	GSM1900834	GSM1900849	GSM1900856	GSM1900863	GSM1900890	GSM1900905	GSM1900912	GSM1900922	GSM1900929	GSM1900944	GSM1900950
Lable	0	1	0	0	1	0	0	0	0	0	1	1	0	1	0	0	0
ASRGL1	0.322627320467983	-2.5813449989308	0.791801189401511	0.0426046884213134	-0.190359047078474	0.314580693110321	-0.260614428008137	1.18200712226639	0.498959447564356	0.488915036862722	-0.388111851140764	-0.146879512356205	-0.592773655934288	-1.78517284237638	1.06399917001763	1.29238465202081	-0.0526229843079947
CDKN2A-DT	0.273833358454981	1.87615828698249	-0.296234325020008	0.510730488666573	-0.870614328609844	0.211567663138156	0.176087435851768	-1.87408771338359	0.124479832526109	-0.185095668401573	-0.450215706681887	-0.0708367151146741	1.07638067348733	-1.38006411388506	1.85045966385905	0.0100806411866933	-0.982629473056498
CLASRP	0.625774822936109	-0.755444493162955	0.114021173041285	0.152392908075482	0.473527785802135	0.707380017936551	1.01451704334206	-2.98061357682957	-0.392087655288131	-0.529292711256487	-0.395872622349326	0.969652132056327	1.16862393498024	-0.126454751450223	0.907754868995215	-0.770290700170233	-0.183588176658449
FADS2	-0.293446282870098	1.02413369881481	0.918537044338046	-1.34015339801628	-0.588849727883628	-0.911547760214197	1.13560387208132	-0.422744313169002	-1.77645219376258	0.979679223268917	1.00614460793329	-0.702162573711625	-0.484024692541984	-0.568188761787944	0.736757396147265	-0.364285526155799	1.65099938752949
FBXO31	-0.279257139858556	-0.744684052725808	-2.45071529884005	0.42765373115245	0.0311680216316335	0.411377703940388	-0.868272228266114	-0.586772856069902	1.4935648500482	1.17242955666199	-0.925280489381943	0.0554977307025166	0.333117842526939	-0.230555555843185	1.63406154090466	0.749463678516362	-0.222797035099608
GLYR1	0.603693432343114	-0.841335197107426	0.571554491083718	0.783967774196923	1.11344022712767	-0.540459317160993	0.0513738115616426	-3.31039808818878	-0.532054243344656	0.0135670810621104	0.19000922450924	-0.223578373280769	0.574291775659919	0.0560110936672057	0.573937538832409	0.313090420394423	0.602888348644233
GOLGA7	-0.136256192435327	0.875429794328102	-1.29573909985337	0.0652576796800136	0.87266864261751	-0.128223751095404	0.323350060483452	-2.90328162576405	1.10977627042039	-0.170594879163505	0.538468880118292	0.181828484625663	-1.01806764328387	0.235595638844777	-0.255437540816451	0.965393137335252	0.739832143958515
MCM2	-0.877421852420289	0.744717393119995	2.58613440594609	-0.464597275275257	-1.9254945650295	0.282891071032483	-0.611763832719787	-0.3843392732707	-0.86052330827963	1.42436957893946	-0.221322768696626	-0.518116053496381	0.207432416886495	0.223685670558775	0.353711699937006	0.29987027648169	-0.259233583713853
MFSD4A	1.46790552626652	0.437393847395504	-0.250145460493684	0.282486457630293	-1.33304331991806	-0.302203348062373	0.684645363847876	2.33549008674687	-0.552268804383325	-0.257883795132271	-0.186175227481349	0.472849489739583	-0.0330499996329034	-0.167228032366259	0.122420178106022	-0.540919246913395	-2.18027371534903
PAICS	-0.67555242419026	-1.87495792107201	1.64202921404779	0.433166535988809	0.685287757755056	-1.39381629907754	1.69801934082637	-0.816175286981634	1.44086834435759	0.0833110692540468	-0.0768285241196381	-0.181309293240067	-0.456621691778502	-0.477734698164614	-0.560409737436904	0.556109891292813	-0.0253862774613242
PCDHGB5	0.373488052660745	1.59637958629573	-0.674920634571793	-1.13855265341592	-1.6018607560848	0.455438844999519	-0.245083870012294	1.52598180420761	-0.280930593406856	0.468827380243272	0.154952606424012	-0.934377490948699	-0.0984578146815213	-1.01060576419135	1.63017484058036	-0.973247431978948	0.752793893880921
PLEC	0.856571450341166	-0.383327961663704	0.299257066544987	0.791285370324	0.686625112486259	0.581428746327214	-0.791723367318538	-2.56594407289457	-1.1105886833148	-0.664963533124622	1.09752235697387	0.448116477095078	-0.47637253920642	0.737495835419344	1.07893726850183	-1.06567471950736	0.481355193016228
PRKAG1	0.365142154233232	-0.919217104675537	-1.16371575485034	0.450731217980511	1.17277265385941	-0.729432658975039	-0.285613825019199	-2.1711897409571	1.34796276871713	0.410146186393822	1.10061502606704	-0.349166030641332	-0.739142831288763	0.604640356390194	-0.817173078264885	0.425845267380081	1.29679539365082
SPRTN	0.795125921995045	0.0349632987372647	-2.83355455466272	1.14441000834054	-1.33247498159026	0.373836471215908	-0.189638687672997	0.0717540580993923	-0.416895249730582	0.385657628395394	-0.081464730044563	1.27232737234594	-0.85274338882551	0.904419778724692	-0.161019043975287	0.725982521931168	0.159313576716576
TARS	0.145970917150717	-2.2668393604513	1.76407308731208	0.313873855738222	1.72606054385522	-0.101682873340211	0.355587812779616	0.147042378977815	-0.410970070294515	-1.11728257699946	-0.874839987213065	0.839791153007894	-0.669046262194499	-0.130320125809959	-0.286071713221952	-0.387860586796395	0.952513807499781
VAMP2	0.0414560717610753	-2.15931596859571	-1.37724573572067	0.717146868396924	0.0074585199732907	0.463177564036825	1.04147338911189	-0.763644760712142	0.43875500512228	0.7543501446709	-0.399077961578386	-0.00274918168010878	1.08323216860309	-1.52057536472177	1.33500808252527	0.800959691476735	-0.460408532669499
ZNF284	0.35399717380037	-0.679060370740629	1.04009048579447	0.496619135176434	-1.90467049853358	0.531027283930285	-0.346472904966286	-0.110087814279243	0.93187667317226	-2.22646614966118	1.6416232775428	0.732893351055463	-0.262171092605881	-0.72348421048513	0.104639730575623	-0.173877787156953	0.593523717381159
