"","coef_lasso","s0","tcross","s0","tcross","s0","tcross","s0","tcross","s0","tcross","s0","tcross","s0","tcross","s0","tcross","s0","tcross","s0","tcross","s0","tcross","s0","tcross","s0","tcross","s0","tcross","s0","tcross","s0","tcross","s0","tcross","s0","tcross","s0","tcross","s0","tcross","s0","tcross","s0","tcross","s0","tcross","s0","tcross","s0","tcross","s0","tcross","s0","tcross","s0","tcross","s0","tcross","s0","tcross"
"RAP1GDS1",NA,0,1,0,2,0,3,0,4,0,5,0,6,0,7,0,8,0,9,0,10,0,11,0,12,0,13,0,14,0,15,0,16,0,17,0,18,0,19,0,20,0,21,0,22,0,23,0,24,0,25,0,26,0,27,0,28,0,29,0,30
"SEC22A",NA,0,1,0,2,0,3,0,4,0,5,0,6,0,7,0,8,0,9,0,10,0,11,0,12,0,13,0,14,0,15,0,16,0,17,0,18,0,19,0,20,0,21,0,22,0,23,0,24,0,25,0,26,0,27,0,28,0,29,0,30
"ATP1A1",NA,0,1,0,2,0,3,0,4,0,5,0,6,0,7,0,8,0,9,0,10,0,11,0,12,0,13,0,14,0,15,0,16,0,17,0,18,0,19,0,20,0,21,0,22,0,23,0,24,0,25,0,26,0,27,0,28,0,29,0,30
"PIH1D2",NA,0.0613358485101204,1,0.0696725690550966,2,0.0811251664825025,3,0.00776529076404177,4,0.075072890496297,5,0.075072890496297,6,0.0632268722182348,7,0.075072890496297,8,0.00776529076404177,9,0.0843072473412637,10,0.0861534262508588,11,0.0168732620943222,12,0.0522515101499809,13,0.075072890496297,14,0.0696725690550966,15,0.0599147824490773,16,0.0632268722182348,17,0.0782226944290233,18,0.0613358485101204,19,0.0836940645563997,20,0.0811251664825025,21,0.0836940645563997,22,0.0595052845719711,23,0.0437372173467576,24,0.0782226944290233,25,0.0836940645563997,26,0.0859629968997139,27,0.0843072473412637,28,0.0809835624297047,29,0.0632268722182348,30
"ZW10",NA,0,1,0,2,0,3,0,4,0,5,0,6,0,7,0,8,0,9,0,10,0,11,0,12,0,13,0,14,0,15,0,16,0,17,0,18,0,19,0,20,0,21,0,22,0,23,0,24,0,25,0,26,0,27,0,28,0,29,0,30
"KLHL20",NA,0,1,0,2,0,3,0,4,0,5,0,6,0,7,0,8,0,9,0,10,0,11,0,12,0,13,0,14,0,15,0,16,0,17,0,18,0,19,0,20,0,21,0,22,0,23,0,24,0,25,0,26,0,27,0,28,0,29,0,30
"SHQ1",NA,0,1,0,2,0,3,0,4,0,5,0,6,0,7,0,8,0,9,0,10,0,11,0,12,0,13,0,14,0,15,0,16,0,17,0,18,0,19,0,20,0,21,0,22,0,23,0,24,0,25,0,26,0,27,0,28,0,29,0,30
"ZNF280C",NA,0,1,0,2,0,3,0,4,0,5,0,6,0,7,0,8,0,9,0,10,0,11,0,12,0,13,0,14,0,15,0,16,0,17,0,18,0,19,0,20,0,21,0,22,0,23,0,24,0,25,0,26,0,27,0,28,0,29,0,30
"CPSF4",NA,0,1,0,2,0,3,0,4,0,5,0,6,0,7,0,8,0,9,0,10,0,11,0,12,0,13,0,14,0,15,0,16,0,17,0,18,0,19,0,20,0,21,0,22,0,23,0,24,0,25,0,26,0,27,0,28,0,29,0,30
"BAZ1B",NA,0,1,0,2,0,3,0,4,0,5,0,6,0,7,0,8,0,9,0,10,0,11,0,12,0,13,0,14,0,15,0,16,0,17,0,18,0,19,0,20,0,21,0,22,0,23,0,24,0,25,0,26,0,27,0,28,0,29,0,30
"TOE1",NA,0,1,0,2,0,3,0,4,0,5,0,6,0,7,0,8,0,9,0,10,0,11,0,12,0,13,0,14,0,15,0,16,0,17,0,18,0,19,0,20,0,21,0,22,0,23,0,24,0,25,0,26,0,27,0,28,0,29,0,30
"TMEM209",NA,0,1,0,2,0,3,0,4,0,5,0,6,0,7,0,8,0,9,0,10,0,11,0,12,0,13,0,14,0,15,0,16,0,17,0,18,0,19,0,20,0,21,0,22,0,23,0,24,0,25,0,26,0,27,0,28,0,29,0,30
"EIF4A3",NA,-0.0138193061620641,1,0,2,0,3,0,4,0,5,0,6,-0.0054221227414327,7,0,8,0,9,0,10,0,11,0,12,0,13,0,14,0,15,0,16,-0.0054221227414327,17,0,18,-0.0138193061620641,19,0,20,0,21,0,22,-0.022064531554494,23,0,24,0,25,0,26,0,27,0,28,0,29,-0.0054221227414327,30
"PRPS1",NA,0,1,0,2,0,3,0,4,0,5,0,6,0,7,0,8,0,9,0,10,0,11,0,12,0,13,0,14,0,15,0,16,0,17,0,18,0,19,0,20,0,21,0,22,0,23,0,24,0,25,0,26,0,27,0,28,0,29,0,30
"DKC1",NA,0,1,0,2,0,3,0,4,0,5,0,6,0,7,0,8,0,9,0,10,0,11,0,12,0,13,0,14,0,15,0,16,0,17,0,18,0,19,0,20,0,21,0,22,0,23,0,24,0,25,0,26,0,27,0,28,0,29,0,30
"ACADVL",NA,0.128877241644902,1,0.141924270621808,2,0.159081485995134,3,0.112856980958368,4,0.151315040123743,5,0.151315040123743,6,0.133454390005574,7,0.151315040123743,8,0.112856980958368,9,0.177504674674319,10,0.17360601218828,11,0.124432017295329,12,0.161139133659441,13,0.151315040123743,14,0.141924270621808,15,0.1672948318447,16,0.133454390005574,17,0.155623771515287,18,0.128877241644902,19,0.162257716154926,20,0.159081485995134,21,0.162257716154926,22,0.124408497271329,23,0.15412549810476,24,0.155623771515287,25,0.162257716154926,26,0.16612156215279,27,0.177504674674319,28,0.180915008257434,29,0.133454390005574,30
"ZNF574",NA,0,1,0,2,0,3,0,4,0,5,0,6,0,7,0,8,0,9,0,10,0,11,0,12,0,13,0,14,0,15,0,16,0,17,0,18,0,19,0,20,0,21,0,22,0,23,0,24,0,25,0,26,0,27,0,28,0,29,0,30
"ATP8A2",NA,0,1,0,2,0,3,0,4,0,5,0,6,0,7,0,8,0,9,0,10,0,11,0,12,0,13,0,14,0,15,0,16,0,17,0,18,0,19,0,20,0,21,0,22,0,23,0,24,0,25,0,26,0,27,0,28,0,29,0,30
"ATG16L2",NA,0,1,0,2,0,3,0,4,0,5,0,6,0,7,0,8,0,9,0,10,0,11,0,12,0,13,0,14,0,15,0,16,0,17,0,18,0,19,0,20,0,21,0,22,0,23,0,24,0,25,0,26,0,27,0,28,0,29,0,30
"MAP7D3",NA,0,1,0,2,0,3,0,4,0,5,0,6,0,7,0,8,0,9,0,10,0,11,0,12,0,13,0,14,0,15,0,16,0,17,0,18,0,19,0,20,0,21,0,22,0,23,0,24,0,25,0,26,0,27,0,28,0,29,0,30
"ZBTB4",NA,0,1,0,2,0,3,0,4,0,5,0,6,0,7,0,8,0,9,0,10,0,11,0,12,0,13,0,14,0,15,0,16,0,17,0,18,0,19,0,20,0,21,0,22,0,23,0,24,0,25,0,26,0,27,0,28,0,29,0,30
"TSN",NA,0,1,0,2,0,3,0,4,0,5,0,6,0,7,0,8,0,9,0,10,0,11,0,12,0,13,0,14,0,15,0,16,0,17,0,18,0,19,0,20,0,21,0,22,0,23,0,24,0,25,0,26,0,27,0,28,0,29,0,30
"RUFY2",NA,0,1,0,2,0,3,0,4,0,5,0,6,0,7,0,8,0,9,0,10,0,11,0,12,0,13,0,14,0,15,0,16,0,17,0,18,0,19,0,20,0,21,0,22,0,23,0,24,0,25,0,26,0,27,0,28,0,29,0,30
"TDP1",NA,0,1,0,2,0,3,0,4,0,5,0,6,0,7,0,8,0,9,0,10,0,11,0,12,0,13,0,14,0,15,0,16,0,17,0,18,0,19,0,20,0,21,0,22,0,23,0,24,0,25,0,26,0,27,0,28,0,29,0,30
"MCTP1",NA,0,1,0,2,0,3,0,4,0,5,0,6,0,7,0,8,0,9,0,10,0,11,0,12,0,13,0,14,0,15,0,16,0,17,0,18,0,19,0,20,0,21,0,22,0,23,0,24,0,25,0,26,0,27,0,28,0,29,0,30
"EHMT2",NA,0,1,0,2,0,3,0,4,0,5,0,6,0,7,0,8,0,9,0,10,0,11,0,12,0,13,0,14,0,15,0,16,0,17,0,18,0,19,0,20,0,21,0,22,0,23,0,24,0,25,0,26,0,27,0,28,0,29,0,30
"API5",NA,0,1,0,2,0,3,0,4,0,5,0,6,0,7,0,8,0,9,0,10,0,11,0,12,0,13,0,14,0,15,0,16,0,17,0,18,0,19,0,20,0,21,0,22,0,23,0,24,0,25,0,26,0,27,0,28,0,29,0,30
"POLR3K",NA,-0.259153364224719,1,-0.205185984599484,2,-0.13132780701959,3,0,4,-0.167186308674411,5,-0.167186308674411,6,-0.24236772391147,7,-0.167186308674411,8,0,9,-0.0569383307376033,10,-0.0681311875836157,11,0,12,-0.012587157877266,13,-0.167186308674411,14,-0.205185984599484,15,-0.020214975719726,16,-0.24236772391147,17,-0.148518669867194,18,-0.259153364224719,19,-0.115565018981883,20,-0.13132780701959,21,-0.115565018981883,22,-0.275648730118668,23,-0.00431716286079593,24,-0.148518669867194,25,-0.115565018981883,26,-0.0996377122642544,27,-0.0569383307376033,28,-0.0448007114920374,29,-0.24236772391147,30
"AIFM1",NA,0,1,0,2,0,3,0,4,0,5,0,6,0,7,0,8,0,9,0,10,0,11,0,12,0,13,0,14,0,15,0,16,0,17,0,18,0,19,0,20,0,21,0,22,0,23,0,24,0,25,0,26,0,27,0,28,0,29,0,30
"GORASP2",NA,0,1,0,2,0,3,0,4,0,5,0,6,0,7,0,8,0,9,0,10,0,11,0,12,0,13,0,14,0,15,0,16,0,17,0,18,0,19,0,20,0,21,0,22,0,23,0,24,0,25,0,26,0,27,0,28,0,29,0,30
"CCT4",NA,0,1,0,2,0,3,0,4,0,5,0,6,0,7,0,8,0,9,0,10,0,11,0,12,0,13,0,14,0,15,0,16,0,17,0,18,0,19,0,20,0,21,0,22,0,23,0,24,0,25,0,26,0,27,0,28,0,29,0,30
"MAP4",NA,0,1,0,2,0,3,0,4,0,5,0,6,0,7,0,8,0,9,0,10,0,11,0,12,0,13,0,14,0,15,0,16,0,17,0,18,0,19,0,20,0,21,0,22,0,23,0,24,0,25,0,26,0,27,0,28,0,29,0,30
"ASTE1",NA,0,1,0,2,0,3,0,4,0,5,0,6,0,7,0,8,0,9,0,10,0,11,0,12,0,13,0,14,0,15,0,16,0,17,0,18,0,19,0,20,0,21,0,22,0,23,0,24,0,25,0,26,0,27,0,28,0,29,0,30
"BRCC3",NA,0,1,0,2,0,3,0,4,0,5,0,6,0,7,0,8,0,9,0,10,0,11,0,12,0,13,0,14,0,15,0,16,0,17,0,18,0,19,0,20,0,21,0,22,0,23,0,24,0,25,0,26,0,27,0,28,0,29,0,30
"DGKI",NA,0,1,0,2,0,3,0.00510204961603315,4,0,5,0,6,0,7,0,8,0.00510204961603315,9,0,10,0,11,0.00562367684852769,12,0.00253885499457996,13,0,14,0,15,0.000153295120669592,16,0,17,0,18,0,19,0,20,0,21,0,22,0,23,0.00408734139431644,24,0,25,0,26,0,27,0,28,0,29,0,30
"NOB1",NA,0,1,0,2,0,3,0,4,0,5,0,6,0,7,0,8,0,9,0,10,0,11,0,12,0,13,0,14,0,15,0,16,0,17,0,18,0,19,0,20,0,21,0,22,0,23,0,24,0,25,0,26,0,27,0,28,0,29,0,30
"SLC35B4",NA,0,1,0,2,0,3,0,4,0,5,0,6,0,7,0,8,0,9,0,10,0,11,0,12,0,13,0,14,0,15,0,16,0,17,0,18,0,19,0,20,0,21,0,22,0,23,0,24,0,25,0,26,0,27,0,28,0,29,0,30
"CDK2AP2",NA,0,1,0,2,0,3,0,4,0,5,0,6,0,7,0,8,0,9,0,10,0,11,0,12,0,13,0,14,0,15,0,16,0,17,0,18,0,19,0,20,0,21,0,22,0,23,0,24,0,25,0,26,0,27,0,28,0,29,0,30
"UTP4",NA,0,1,0,2,0,3,0,4,0,5,0,6,0,7,0,8,0,9,0,10,0,11,0,12,0,13,0,14,0,15,0,16,0,17,0,18,0,19,0,20,0,21,0,22,0,23,0,24,0,25,0,26,0,27,0,28,0,29,0,30
"PHB",NA,0,1,0,2,0,3,0,4,0,5,0,6,0,7,0,8,0,9,0,10,0,11,0,12,0,13,0,14,0,15,0,16,0,17,0,18,0,19,0,20,0,21,0,22,0,23,0,24,0,25,0,26,0,27,0,28,0,29,0,30
"ZNF3",NA,0,1,0,2,0,3,0,4,0,5,0,6,0,7,0,8,0,9,0,10,0,11,0,12,0,13,0,14,0,15,0,16,0,17,0,18,0,19,0,20,0,21,0,22,0,23,0,24,0,25,0,26,0,27,0,28,0,29,0,30
"ATP5PB",NA,0,1,0,2,0,3,0,4,0,5,0,6,0,7,0,8,0,9,0,10,0,11,0,12,0,13,0,14,0,15,0,16,0,17,0,18,0,19,0,20,0,21,0,22,0,23,0,24,0,25,0,26,0,27,0,28,0,29,0,30
"EIF3G",NA,0,1,0,2,0,3,0,4,0,5,0,6,0,7,0,8,0,9,0,10,0,11,0,12,0,13,0,14,0,15,0,16,0,17,0,18,0,19,0,20,0,21,0,22,0,23,0,24,0,25,0,26,0,27,0,28,0,29,0,30
"MANBA",NA,0,1,0,2,0,3,0,4,0,5,0,6,0,7,0,8,0,9,0,10,0,11,0,12,0,13,0,14,0,15,0,16,0,17,0,18,0,19,0,20,0,21,0,22,0,23,0,24,0,25,0,26,0,27,0,28,0,29,0,30
"RNGTT",NA,0,1,0,2,0,3,0,4,0,5,0,6,0,7,0,8,0,9,0,10,0,11,0,12,0,13,0,14,0,15,0,16,0,17,0,18,0,19,0,20,0,21,0,22,0,23,0,24,0,25,0,26,0,27,0,28,0,29,0,30
"INTS9",NA,0,1,0,2,0,3,0,4,0,5,0,6,0,7,0,8,0,9,0,10,0,11,0,12,0,13,0,14,0,15,0,16,0,17,0,18,0,19,0,20,0,21,0,22,0,23,0,24,0,25,0,26,0,27,0,28,0,29,0,30
"TMSB10",NA,0,1,0,2,0,3,0,4,0,5,0,6,0,7,0,8,0,9,0,10,0,11,0,12,0,13,0,14,0,15,0,16,0,17,0,18,0,19,0,20,0,21,0,22,0,23,0,24,0,25,0,26,0,27,0,28,0,29,0,30
"USP14",NA,0,1,0,2,0,3,0,4,0,5,0,6,0,7,0,8,0,9,0,10,0,11,0,12,0,13,0,14,0,15,0,16,0,17,0,18,0,19,0,20,0,21,0,22,0,23,0,24,0,25,0,26,0,27,0,28,0,29,0,30
"ACACA",NA,0,1,0,2,0,3,0,4,0,5,0,6,0,7,0,8,0,9,0,10,0,11,0,12,0,13,0,14,0,15,0,16,0,17,0,18,0,19,0,20,0,21,0,22,0,23,0,24,0,25,0,26,0,27,0,28,0,29,0,30
"PRPF6",NA,0,1,0,2,0,3,0,4,0,5,0,6,0,7,0,8,0,9,0,10,0,11,0,12,0,13,0,14,0,15,0,16,0,17,0,18,0,19,0,20,0,21,0,22,0,23,0,24,0,25,0,26,0,27,0,28,0,29,0,30
"PRPF38A",NA,0,1,0,2,0,3,0,4,0,5,0,6,0,7,0,8,0,9,0,10,0,11,0,12,0,13,0,14,0,15,0,16,0,17,0,18,0,19,0,20,0,21,0,22,0,23,0,24,0,25,0,26,0,27,0,28,0,29,0,30
"PIK3R1",NA,0,1,0,2,0,3,0,4,0,5,0,6,0,7,0,8,0,9,0,10,0,11,0,12,0,13,0,14,0,15,0,16,0,17,0,18,0,19,0,20,0,21,0,22,0,23,0,24,0,25,0,26,0,27,0,28,0,29,0,30
"DRG1",NA,0,1,0,2,0,3,0,4,0,5,0,6,0,7,0,8,0,9,0,10,0,11,0,12,0,13,0,14,0,15,0,16,0,17,0,18,0,19,0,20,0,21,0,22,0,23,0,24,0,25,0,26,0,27,0,28,0,29,0,30
"DDX54",NA,0,1,0,2,0,3,0,4,0,5,0,6,0,7,0,8,0,9,0,10,0,11,0,12,0,13,0,14,0,15,0,16,0,17,0,18,0,19,0,20,0,21,0,22,0,23,0,24,0,25,0,26,0,27,0,28,0,29,0,30
"SAP30L",NA,0.0605126743408979,1,0.0266495051399801,2,0,3,0,4,0.00440758075059338,5,0.00440758075059338,6,0.0488358714299856,7,0.00440758075059338,8,0,9,0,10,0,11,0,12,0,13,0.00440758075059338,14,0.0266495051399801,15,0,16,0.0488358714299856,17,0,18,0.0605126743408979,19,0,20,0,21,0,22,0.0716370982368326,23,0,24,0,25,0,26,0,27,0,28,0,29,0.0488358714299856,30
"SCMH1",NA,0,1,0,2,0,3,0,4,0,5,0,6,0,7,0,8,0,9,0,10,0,11,0,12,0,13,0,14,0,15,0,16,0,17,0,18,0,19,0,20,0,21,0,22,0,23,0,24,0,25,0,26,0,27,0,28,0,29,0,30
"PRKCSH",NA,0,1,0,2,0,3,0,4,0,5,0,6,0,7,0,8,0,9,0,10,0,11,0,12,0,13,0,14,0,15,0,16,0,17,0,18,0,19,0,20,0,21,0,22,0,23,0,24,0,25,0,26,0,27,0,28,0,29,0,30
"CRLF3",NA,-0.203764049336575,1,-0.208863552828746,2,-0.201061938561138,3,-0.0827437365028176,4,-0.205941501296187,5,-0.205941501296187,6,-0.206781361032751,7,-0.205941501296187,8,-0.0827437365028176,9,-0.190784833097473,10,-0.193690931397051,11,-0.0937843210855486,12,-0.137490294654766,13,-0.205941501296187,14,-0.208863552828746,15,-0.151095564022176,16,-0.206781361032751,17,-0.203656984526122,18,-0.203764049336575,19,-0.198770696622828,20,-0.201061938561138,21,-0.198770696622828,22,-0.200673228543781,23,-0.125705744311524,24,-0.203656984526122,25,-0.198770696622828,26,-0.195969738679804,27,-0.190784833097473,28,-0.184688408004458,29,-0.206781361032751,30
"NARS",NA,0,1,0,2,0,3,0,4,0,5,0,6,0,7,0,8,0,9,0,10,0,11,0,12,0,13,0,14,0,15,0,16,0,17,0,18,0,19,0,20,0,21,0,22,0,23,0,24,0,25,0,26,0,27,0,28,0,29,0,30
"SLC12A4",NA,0,1,0,2,0,3,0,4,0,5,0,6,0,7,0,8,0,9,0,10,0,11,0,12,0,13,0,14,0,15,0,16,0,17,0,18,0,19,0,20,0,21,0,22,0,23,0,24,0,25,0,26,0,27,0,28,0,29,0,30
"EXOSC10",NA,0.131090777332129,1,0.0936088924307319,2,0.0519518862940039,3,0,4,0.0692588679542195,5,0.0692588679542195,6,0.117476390348051,7,0.0692588679542195,8,0,9,0,10,0.012756938368252,11,0,12,0,13,0.0692588679542195,14,0.0936088924307319,15,0,16,0.117476390348051,17,0.0598096665514483,18,0.131090777332129,19,0.0425616590172963,20,0.0519518862940039,21,0.0425616590172963,22,0.143968067475362,23,0,24,0.0598096665514483,25,0.0425616590172963,26,0.0322235277492359,27,0,28,0,29,0.117476390348051,30
"TECR",NA,0,1,0,2,0,3,0,4,0,5,0,6,0,7,0,8,0,9,0,10,0,11,0,12,0,13,0,14,0,15,0,16,0,17,0,18,0,19,0,20,0,21,0,22,0,23,0,24,0,25,0,26,0,27,0,28,0,29,0,30
"RPRD2",NA,0,1,0,2,0,3,0,4,0,5,0,6,0,7,0,8,0,9,0,10,0,11,0,12,0,13,0,14,0,15,0,16,0,17,0,18,0,19,0,20,0,21,0,22,0,23,0,24,0,25,0,26,0,27,0,28,0,29,0,30
"EIF3D",NA,0,1,0,2,0,3,0,4,0,5,0,6,0,7,0,8,0,9,0,10,0,11,0,12,0,13,0,14,0,15,0,16,0,17,0,18,0,19,0,20,0,21,0,22,0.00496602334284046,23,0,24,0,25,0,26,0,27,0,28,0,29,0,30
"PRPS2",NA,-0.125596067248085,1,-0.0829311575910452,2,-0.0278426797861324,3,-0.0247825195680325,4,-0.054131298014291,5,-0.054131298014291,6,-0.111273602794957,7,-0.054131298014291,8,-0.0247825195680325,9,0,10,0,11,-0.0217681204584354,12,0,13,-0.054131298014291,14,-0.0829311575910452,15,0,16,-0.111273602794957,17,-0.0406014436087839,18,-0.125596067248085,19,-0.0149857098737256,20,-0.0278426797861324,21,-0.0149857098737256,22,-0.139958159374191,23,-0.00659869680203723,24,-0.0406014436087839,25,-0.0149857098737256,26,-0.00223086185958261,27,0,28,0,29,-0.111273602794957,30
"ABT1",NA,0,1,0,2,0,3,0,4,0,5,0,6,0,7,0,8,0,9,0,10,0,11,0,12,0,13,0,14,0,15,0,16,0,17,0,18,0,19,0,20,0,21,0,22,0,23,0,24,0,25,0,26,0,27,0,28,0,29,0,30
"ASPSCR1",NA,-0.0945980728345786,1,-0.0723893469915694,2,-0.0399868595192855,3,0,4,-0.0562540168754742,5,-0.0562540168754742,6,-0.0881059616573961,7,-0.0562540168754742,8,0,9,-0.00464559944137101,10,-0.0113855885824212,11,0,12,0,13,-0.0562540168754742,14,-0.0723893469915694,15,0,16,-0.0881059616573961,17,-0.0478803645888172,18,-0.0945980728345786,19,-0.0327424337129943,20,-0.0399868595192855,21,-0.0327424337129943,22,-0.100620791180481,23,0,24,-0.0478803645888172,25,-0.0327424337129943,26,-0.0255293032561538,27,-0.00464559944137101,28,0,29,-0.0881059616573961,30
"LZIC",NA,0,1,0,2,0,3,0,4,0,5,0,6,0,7,0,8,0,9,0,10,0,11,0,12,0,13,0,14,0,15,0,16,0,17,0,18,0,19,0,20,0,21,0,22,0,23,0,24,0,25,0,26,0,27,0,28,0,29,0,30
"VAMP2",NA,-0.338193359770663,1,-0.300534623351874,2,-0.230030147873226,3,-0.0844994718402212,4,-0.264701271101901,5,-0.264701271101901,6,-0.325489671949227,7,-0.264701271101901,8,-0.0844994718402212,9,-0.157364407514221,10,-0.167995338030711,11,-0.0894463337453958,12,-0.116324196101236,13,-0.264701271101901,14,-0.300534623351874,15,-0.123694570448682,16,-0.325489671949227,17,-0.247016943848078,18,-0.338193359770663,19,-0.213499769565806,20,-0.230030147873226,21,-0.213499769565806,22,-0.351024802102552,23,-0.108536467364092,24,-0.247016943848078,25,-0.213499769565806,26,-0.197744169903184,27,-0.157364407514221,28,-0.146837944895466,29,-0.325489671949227,30
"CDC5L",NA,0,1,0,2,0,3,0,4,0,5,0,6,0,7,0,8,0,9,0,10,0,11,0,12,0,13,0,14,0,15,0,16,0,17,0,18,0,19,0,20,0,21,0,22,0,23,0,24,0,25,0,26,0,27,0,28,0,29,0,30
"MDH2",NA,0,1,0,2,0,3,0,4,0,5,0,6,0,7,0,8,0,9,0,10,0,11,0,12,0,13,0,14,0,15,0,16,0,17,0,18,0,19,0,20,0,21,0,22,0,23,0,24,0,25,0,26,0,27,0,28,0,29,0,30
"PRKAG1",NA,0.226977776985375,1,0.19984530085037,2,0.159449766946574,3,0.0587186710674536,4,0.180081583669347,5,0.180081583669347,6,0.219072358891031,7,0.180081583669347,8,0.0587186710674536,9,0.110340255800495,10,0.118566261800046,11,0.0645155879630396,12,0.083633240986881,13,0.180081583669347,14,0.19984530085037,15,0.0881688619669931,16,0.219072358891031,17,0.169902819708649,18,0.226977776985375,19,0.14921738186006,20,0.159449766946574,21,0.14921738186006,22,0.234504002197729,23,0.07942461170356,24,0.169902819708649,25,0.14921738186006,26,0.137929084712639,27,0.110340255800495,28,0.102156367719492,29,0.219072358891031,30
"CSTF1",NA,0,1,0,2,0,3,0,4,0,5,0,6,0,7,0,8,0,9,0,10,0,11,0,12,0,13,0,14,0,15,0,16,0,17,0,18,0,19,0,20,0,21,0,22,0,23,0,24,0,25,0,26,0,27,0,28,0,29,0,30
"METAP1",NA,0,1,0,2,0,3,0,4,0,5,0,6,0,7,0,8,0,9,0,10,0,11,0,12,0,13,0,14,0,15,0,16,0,17,0,18,0,19,0,20,0,21,0,22,0,23,0,24,0,25,0,26,0,27,0,28,0,29,0,30
"CLASRP",NA,0,1,0,2,0,3,0.0715943339592956,4,0,5,0,6,0,7,0,8,0.0715943339592956,9,0,10,0,11,0.0621629664726851,12,0.0274645852467575,13,0,14,0,15,0.0189241033060756,16,0,17,0,18,0,19,0,20,0,21,0,22,0,23,0.0359680623128486,24,0,25,0,26,0,27,0,28,0,29,0,30
"DHDDS",NA,0,1,0,2,0,3,0,4,0,5,0,6,0,7,0,8,0,9,0,10,0,11,0,12,0,13,0,14,0,15,0,16,0,17,0,18,0,19,0,20,0,21,0,22,0,23,0,24,0,25,0,26,0,27,0,28,0,29,0,30
"ELAVL1",NA,0,1,0,2,0,3,0,4,0,5,0,6,0,7,0,8,0,9,0,10,0,11,0,12,0,13,0,14,0,15,0,16,0,17,0,18,0,19,0,20,0,21,0,22,0,23,0,24,0,25,0,26,0,27,0,28,0,29,0,30
"MRPL49",NA,0,1,0,2,0,3,0,4,0,5,0,6,0,7,0,8,0,9,0,10,0,11,0,12,0,13,0,14,0,15,0,16,0,17,0,18,0,19,0,20,0,21,0,22,0,23,0,24,0,25,0,26,0,27,0,28,0,29,0,30
"FBXL12",NA,0,1,0,2,0,3,0,4,0,5,0,6,0,7,0,8,0,9,0,10,0,11,0,12,0,13,0,14,0,15,0,16,0,17,0,18,0,19,0,20,0,21,0,22,0,23,0,24,0,25,0,26,0,27,0,28,0,29,0,30
"PPP2R1A",NA,0,1,0,2,0,3,0,4,0,5,0,6,0,7,0,8,0,9,0,10,0,11,0,12,0,13,0,14,0,15,0,16,0,17,0,18,0,19,0,20,0,21,0,22,0,23,0,24,0,25,0,26,0,27,0,28,0,29,0,30
"HNRNPM",NA,0,1,0,2,0,3,0,4,0,5,0,6,0,7,0,8,0,9,0,10,0,11,0,12,0,13,0,14,0,15,0,16,0,17,0,18,0,19,0,20,0,21,0,22,0,23,0,24,0,25,0,26,0,27,0,28,0,29,0,30
"OR51A7",NA,0,1,0,2,0,3,0,4,0,5,0,6,0,7,0,8,0,9,0,10,0,11,0,12,0,13,0,14,0,15,0,16,0,17,0,18,0,19,0,20,0,21,0,22,0,23,0,24,0,25,0,26,0,27,0,28,0,29,0,30
"DLG1",NA,0,1,0,2,0,3,0,4,0,5,0,6,0,7,0,8,0,9,0,10,0,11,0,12,0,13,0,14,0,15,0,16,0,17,0,18,0,19,0,20,0,21,0,22,0,23,0,24,0,25,0,26,0,27,0,28,0,29,0,30
"YTHDF2",NA,-0.160354619576484,1,-0.151022047178421,2,-0.141497958804067,3,-0.123743707232571,4,-0.14459517220513,5,-0.14459517220513,6,-0.156519733499896,7,-0.14459517220513,8,-0.123743707232571,9,-0.143019681750051,10,-0.14146151122937,11,-0.128138780776644,12,-0.141843365069824,13,-0.14459517220513,14,-0.151022047178421,15,-0.143745231369946,16,-0.156519733499896,17,-0.142209289518441,18,-0.160354619576484,19,-0.141752197917794,20,-0.141497958804067,21,-0.141752197917794,22,-0.164578334143388,23,-0.139084940905656,24,-0.142209289518441,25,-0.141752197917794,26,-0.142352656471842,27,-0.143019681750051,28,-0.145547988177402,29,-0.156519733499896,30
"KHDRBS1",NA,0,1,0,2,0,3,0,4,0,5,0,6,0,7,0,8,0,9,0,10,0,11,0,12,0,13,0,14,0,15,0,16,0,17,0,18,0,19,0,20,0,21,0,22,0,23,0,24,0,25,0,26,0,27,0,28,0,29,0,30
"VPS11",NA,0,1,0,2,0,3,0,4,0,5,0,6,0,7,0,8,0,9,0,10,0,11,0,12,0,13,0,14,0,15,0,16,0,17,0,18,0,19,0,20,0,21,0,22,0,23,0,24,0,25,0,26,0,27,0,28,0,29,0,30
"PAICS",NA,-0.230212532767346,1,-0.194711197437662,2,-0.153384225144984,3,-0.0655478407454086,4,-0.174470334551996,5,-0.174470334551996,6,-0.218091590031508,7,-0.174470334551996,8,-0.0655478407454086,9,-0.101010814742906,10,-0.110073203018505,11,-0.0699209726775443,12,-0.085849941442075,13,-0.174470334551996,14,-0.194711197437662,15,-0.0874988579081694,16,-0.218091590031508,17,-0.164147088854148,18,-0.230212532767346,19,-0.142027576255081,20,-0.153384225144984,21,-0.142027576255081,22,-0.242615527677923,23,-0.0824637856737555,24,-0.164147088854148,25,-0.142027576255081,26,-0.131658344423216,27,-0.101010814742906,28,-0.0936098974909135,29,-0.218091590031508,30
"SARS",NA,0,1,0,2,0,3,0,4,0,5,0,6,0,7,0,8,0,9,0,10,0,11,0,12,0,13,0,14,0,15,0,16,0,17,0,18,0,19,0,20,0,21,0,22,0,23,0,24,0,25,0,26,0,27,0,28,0,29,0,30
