"","coef_ridge","s0","tcross","s0","tcross","s0","tcross","s0","tcross","s0","tcross","s0","tcross","s0","tcross","s0","tcross","s0","tcross","s0","tcross","s0","tcross","s0","tcross","s0","tcross","s0","tcross","s0","tcross","s0","tcross","s0","tcross","s0","tcross","s0","tcross","s0","tcross","s0","tcross","s0","tcross","s0","tcross","s0","tcross","s0","tcross","s0","tcross","s0","tcross","s0","tcross","s0","tcross","s0","tcross"
"PTCH1",NA,-0.00327316531859299,1,-0.00339832588774632,2,-0.00333780690711122,3,-0.00315462627527292,4,-0.00233335098996396,5,-0.00361023879077631,6,-0.00353134866166226,7,-0.00353134866166226,8,-0.00298866938424649,9,-0.00327316531859299,10,-0.00315462627527292,11,-0.00346918711535233,12,-0.00392886396502342,13,-0.00309815448791023,14,-0.00339832588774632,15,-0.00392886396502342,16,-0.00333780690711122,17,-0.00309815448791023,18,-0.00353134866166226,19,-0.00333780690711122,20,-0.00309815448791023,21,-0.00353134866166226,22,-0.00346918711535233,23,-0.00216509276714259,24,-0.00416039922758934,25,-0.00346918711535233,26,-0.00264412943234928,27,-0.00339832588774632,28,-0.00327316531859299,29,-0.00293534639467945,30
"LHFPL6",NA,0.00818717016278248,1,0.00867161702434758,2,0.00842944952825125,3,0.00773219721415414,4,0.00481252027884908,5,0.00947000080551378,6,0.00918815772233394,7,0.00918815772233394,8,0.0071016805653059,9,0.00818717016278248,10,0.00773219721415414,11,0.00893243429296008,12,0.0106606856141556,13,0.0075160807354373,14,0.00867161702434758,15,0.0106606856141556,16,0.00842944952825125,17,0.0075160807354373,18,0.00918815772233394,19,0.00842944952825125,20,0.0075160807354373,21,0.00918815772233394,22,0.00893243429296008,23,0.00430612804667386,24,0.0116161215432566,25,0.00893243429296008,26,0.00584176782283151,27,0.00867161702434758,28,0.00818717016278248,29,0.00690380896186416,30
"TRBJ2.2",NA,-0.000516269601657113,1,-0.000348892389573795,2,-0.000436082830039455,3,-0.000677806272195076,4,-0.00167577057060186,5,-0.00010481578702461,6,-0.000177726596051241,7,-0.000177726596051241,8,-0.000908847589632847,9,-0.000516269601657113,10,-0.000677806272195076,11,-0.000270495226946948,12,0.000209262067250208,13,-0.000755616130567162,14,-0.000348892389573795,15,0.000209262067250208,16,-0.000436082830039455,17,-0.000755616130567162,18,-0.000177726596051241,19,-0.000436082830039455,20,-0.000755616130567162,21,-0.000177726596051241,22,-0.000270495226946948,23,-0.00178277143971877,24,0.000535008789622304,25,-0.000270495226946948,26,-0.00136646398567153,27,-0.000348892389573795,28,-0.000516269601657113,29,-0.000979547502003829,30
"LOC389765",NA,-0.00627626600691053,1,-0.0065656847812109,2,-0.00642171594806874,3,-0.00600431381199721,4,-0.00420855706689523,5,-0.00704927799763348,6,-0.00687461754071269,7,-0.00687461754071269,8,-0.00562784475975458,9,-0.00627626600691053,10,-0.00600431381199721,11,-0.00672414639112972,12,-0.00778185333834953,13,-0.00587444128177218,14,-0.0065656847812109,15,-0.00778185333834953,16,-0.00642171594806874,17,-0.00587444128177218,18,-0.00687461754071269,19,-0.00642171594806874,20,-0.00587444128177218,21,-0.00687461754071269,22,-0.00672414639112972,23,-0.0038673785187248,24,-0.00831948206564439,25,-0.00672414639112972,26,-0.00486420362751622,27,-0.0065656847812109,28,-0.00627626600691053,29,-0.00550799829333241,30
"ZNF607",NA,-0.00104481110881251,1,-0.000914049475611953,2,-0.000983289447136991,3,-0.00117012388658553,4,-0.00191098135460843,5,-0.000726450111935827,6,-0.000779480161411073,7,-0.000779480161411073,8,-0.0013485621113239,9,-0.00104481110881251,10,-0.00117012388658553,11,-0.000854858735340683,12,-0.000486198138492444,13,-0.00123009958398903,14,-0.000914049475611953,15,-0.000486198138492444,16,-0.000983289447136991,17,-0.00123009958398903,18,-0.000779480161411073,19,-0.000983289447136991,20,-0.00123009958398903,21,-0.000779480161411073,22,-0.000854858735340683,23,-0.00197385232102445,24,-0.000199355369346334,25,-0.000854858735340683,26,-0.00169460862878754,27,-0.000914049475611953,28,-0.00104481110881251,29,-0.00140211843006356,30
"CHCHD7",NA,-0.000644589732928697,1,-0.000405744263730339,2,-0.000531779720394746,3,-0.000863157672567302,4,-0.0019653758062197,5,-2.66781317270979e-05,6,-0.000147282821762131,7,-0.000147282821762131,8,-0.00115576405625064,9,-0.000644589732928697,10,-0.000863157672567302,11,-0.000287492233187926,12,0.000533183318028222,13,-0.000965096937724537,14,-0.000405744263730339,15,0.000533183318028222,16,-0.000531779720394746,17,-0.000965096937724537,18,-0.000147282821762131,19,-0.000531779720394746,20,-0.000965096937724537,21,-0.000147282821762131,22,-0.000287492233187926,23,-0.00204512652803233,24,0.00109465333452868,25,-0.000287492233187926,26,-0.00167282383255571,27,-0.000405744263730339,28,-0.000644589732928697,29,-0.00124173223745822,30
"TRBJ2.5",NA,-0.00150128501383525,1,-0.00134952865957177,2,-0.00143157520140331,3,-0.00163418300963891,4,-0.00218672014930797,5,-0.00109666196731228,6,-0.00117766820658666,7,-0.00117766820658666,8,-0.00180340730395886,9,-0.00150128501383525,10,-0.00163418300963891,11,-0.0012735529305824,12,-0.000683619344741805,13,-0.0016944612447528,14,-0.00134952865957177,15,-0.000683619344741805,16,-0.00143157520140331,17,-0.0016944612447528,18,-0.00117766820658666,19,-0.00143157520140331,20,-0.0016944612447528,21,-0.00117766820658666,22,-0.0012735529305824,23,-0.00219218171062145,24,-0.00022906563953376,25,-0.0012735529305824,26,-0.00207350883064068,27,-0.00134952865957177,28,-0.00150128501383525,29,-0.00185072548370947,30
"SGCB",NA,0.0019543610726443,1,0.00227823588637986,2,0.00211109655572117,3,0.00164171288765928,4,-0.000362372783998329,5,0.00276319793676125,6,0.002610088968563,7,0.002610088968563,8,0.00119632210672614,9,0.0019543610726443,10,0.00164171288765928,11,0.00243526171537265,12,0.00340799417294766,13,0.00148998777905859,14,0.00227823588637986,15,0.00340799417294766,16,0.00211109655572117,17,0.00148998777905859,18,0.002610088968563,19,0.00211109655572117,20,0.00148998777905859,21,0.002610088968563,22,0.00243526171537265,23,-0.000635784025686843,24,0.00396196075969508,25,0.00243526171537265,26,0.000299349896056633,27,0.00227823588637986,28,0.0019543610726443,29,0.00105706492276343,30
"CLIC3",NA,-0.0165954048237316,1,-0.0177807092141257,2,-0.017181562065345,3,-0.0154698445762806,4,-0.00817313991995679,5,-0.0196723825802191,6,-0.0190260660843237,7,-0.0190260660843237,8,-0.0138921918609287,9,-0.0165954048237316,10,-0.0154698445762806,11,-0.0183970697144819,12,-0.0223990951055446,13,-0.014929809726402,14,-0.0177807092141257,15,-0.0223990951055446,16,-0.017181562065345,17,-0.014929809726402,18,-0.0190260660843237,19,-0.017181562065345,20,-0.014929809726402,21,-0.0190260660843237,22,-0.0183970697144819,23,-0.00697639689893787,24,-0.0246037916471867,25,-0.0183970697144819,26,-0.010711748363203,27,-0.0177807092141257,28,-0.0165954048237316,29,-0.0133957286067839,30
"TAF1B",NA,0.0022337979407859,1,0.00271729890302324,2,0.00246544152731963,3,0.0017865318563068,4,-0.000711801070704605,5,0.00349208759139098,6,0.00323690035673386,7,0.00323690035673386,8,0.00117960076610656,9,0.0022337979407859,10,0.0017865318563068,11,0.00296207054119942,12,0.0046454883161171,13,0.00157533293535327,14,0.00271729890302324,15,0.0046454883161171,16,0.00246544152731963,17,0.00157533293535327,18,0.00323690035673386,19,0.00246544152731963,20,0.00157533293535327,21,0.00323690035673386,22,0.00296207054119942,23,-0.00100356037978942,24,0.00569479501955556,25,0.00296207054119942,26,4.82818096148405e-05,27,0.00271729890302324,28,0.0022337979407859,29,0.00099570079317434,30
"ASRGL1",NA,-0.0236798278506533,1,-0.0254597668264837,2,-0.0245590952725829,3,-0.0220028020905572,4,-0.0114083293600964,5,-0.0283355798534776,6,-0.0273459089000123,7,-0.0273459089000123,8,-0.019673373606713,9,-0.0236798278506533,10,-0.0220028020905572,11,-0.0263932070571824,12,-0.0325562333369258,13,-0.0212026247474356,14,-0.0254597668264837,15,-0.0325562333369258,16,-0.0245590952725829,17,-0.0212026247474356,18,-0.0273459089000123,19,-0.0245590952725829,20,-0.0212026247474356,21,-0.0273459089000123,22,-0.0263932070571824,23,-0.00970896017448478,24,-0.0360055081018825,25,-0.0263932070571824,26,-0.0150455970772635,27,-0.0254597668264837,28,-0.0236798278506533,29,-0.0189448117832293,30
"IL2RB",NA,0.000810743379911024,1,0.00116885450832511,2,0.000980514764503109,3,0.00049102543908605,4,-0.00105582477123702,5,0.00177123585348348,6,0.00156773851234119,7,0.00156773851234119,8,7.61030632820156e-05,9,0.000810743379911024,10,0.00049102543908605,11,0.00135554267505056,12,0.00273347512732554,13,0.00034361160604537,14,0.00116885450832511,15,0.00273347512732554,16,0.000980514764503109,17,0.00034361160604537,18,0.00156773851234119,19,0.000980514764503109,20,0.00034361160604537,21,0.00156773851234119,22,0.00135554267505056,23,-0.00119486285237516,24,0.0036383236774073,25,0.00135554267505056,26,-0.000636149397243697,27,0.00116885450832511,28,0.000810743379911024,29,-4.56085766676994e-05,30
"MIR4266",NA,0.00962802589035681,1,0.0102973286654498,2,0.009958781188066,3,0.00900305056340238,4,0.0051290944716266,5,0.0113982421244033,6,0.0110140311399825,7,0.0110140311399825,8,0.00814396192434449,9,0.00962802589035681,10,0.00900305056340238,11,0.010653418418777,12,0.0130545658435917,13,0.0087064111805818,14,0.0102973286654498,15,0.0130545658435917,16,0.009958781188066,17,0.0087064111805818,18,0.0110140311399825,19,0.009958781188066,20,0.0087064111805818,21,0.0110140311399825,22,0.010653418418777,23,0.00449874750293113,24,0.0144035281678067,25,0.010653418418777,26,0.00645706406052949,27,0.0102973286654498,28,0.00962802589035681,29,0.00787607732134699,30
"NVL",NA,0.00609570676315754,1,0.00688917706916473,2,0.00648009675751044,3,0.00535809641176912,4,0.00103895706709503,5,0.00816900070493965,6,0.00773979005075883,7,0.00773979005075883,8,0.00434959259791074,9,0.00609570676315754,10,0.00535809641176912,11,0.00729701438052815,12,0.0100774322135728,13,0.00500889265665819,14,0.00688917706916473,15,0.0100774322135728,16,0.00648009675751044,17,0.00500889265665819,18,0.00773979005075883,19,0.00648009675751044,20,0.00500889265665819,21,0.00773979005075883,22,0.00729701438052815,23,0.000456005913885133,24,0.0117707497577461,25,0.00729701438052815,26,0.00242333445484235,27,0.00688917706916473,28,0.00609570676315754,29,0.00404061109563083,30
"FANCF",NA,0.0014660597438857,1,0.00198769339442359,2,0.00171443552573396,3,0.000992503131646206,4,-0.00145424178857372,5,0.00284480270932163,6,0.00255913382945418,7,0.00255913382945418,8,0.000364639162983243,9,0.0014660597438857,10,0.000992503131646206,11,0.00225554329317626,12,0.00417102383507204,13,0.000771713838060819,14,0.00198769339442359,15,0.00417102383507204,16,0.00171443552573396,17,0.000771713838060819,18,0.00255913382945418,19,0.00171443552573396,20,0.000771713838060819,21,0.00255913382945418,22,0.00225554329317626,23,-0.00169973253782772,24,0.00540404153959639,25,0.00225554329317626,26,-0.000755457740326703,27,0.00198769339442359,28,0.0014660597438857,29,0.000177747996733438,30
"SELENOM",NA,-0.00452325902044294,1,-0.00471692792017612,2,-0.00462268284866827,3,-0.00434244275633871,4,-0.00316494897582719,5,-0.00504759546362618,6,-0.00492552908910317,7,-0.00492552908910317,8,-0.00409326940119216,9,-0.00452325902044294,10,-0.00434244275633871,11,-0.0048265634755315,12,-0.00554989111139886,13,-0.00425752425155566,14,-0.00471692792017612,15,-0.00554989111139886,16,-0.00462268284866827,17,-0.00425752425155566,18,-0.00492552908910317,19,-0.00462268284866827,20,-0.00425752425155566,21,-0.00492552908910317,22,-0.0048265634755315,23,-0.00293786031894695,24,-0.00593763285994831,25,-0.0048265634755315,26,-0.00359450817084363,27,-0.00471692792017612,28,-0.00452325902044294,29,-0.00401487731242573,30
"GPR18",NA,0.00199714371394487,1,0.00245522439669374,2,0.00221689754096968,3,0.00156856286475683,4,-0.000915427321665212,5,0.00317739825321949,6,0.00294149632095573,7,0.00294149632095573,8,0.000979604999930511,9,0.00199714371394487,10,0.00156856286475683,11,0.00268455845922399,12,0.00422858322954121,13,0.00136434231234443,14,0.00245522439669374,15,0.00422858322954121,16,0.00221689754096968,17,0.00136434231234443,18,0.00294149632095573,19,0.00221689754096968,20,0.00136434231234443,21,0.00294149632095573,22,0.00268455845922399,23,-0.00121617785853358,24,0.00516320852802928,25,0.00268455845922399,26,-0.000142615246462575,27,0.00245522439669374,28,0.00199714371394487,29,0.000799255306851336,30
"LOC84214",NA,0.0103882686920328,1,0.0110840482842207,2,0.0107342669508125,3,0.0097315454456955,4,0.00551849253083276,5,0.0122125928107526,6,0.0118206374713197,7,0.0118206374713197,8,0.00881704758630164,9,0.0103882686920328,10,0.0097315454456955,11,0.0114522551281305,12,0.0138659890691021,13,0.00941827354266956,14,0.0110840482842207,15,0.0138659890691021,16,0.0107342669508125,17,0.00941827354266956,18,0.0118206374713197,19,0.0107342669508125,20,0.00941827354266956,21,0.0118206374713197,22,0.0114522551281305,23,0.00481554218229097,24,0.0151975069830283,25,0.0114522551281305,26,0.00698703883317122,27,0.0110840482842207,28,0.0103882686920328,29,0.00853007951379771,30
"STAT4",NA,0.0102235807671069,1,0.0113746614305807,2,0.0107826315392595,3,0.00914922536305711,4,0.00272298535441797,5,0.0132284888901307,6,0.0126041116921198,7,0.0126041116921198,8,0.00767376307071903,9,0.0102235807671069,10,0.00914922536305711,11,0.0119672459636094,12,0.0159842651225979,13,0.00863860037778898,14,0.0113746614305807,15,0.0159842651225979,16,0.0107826315392595,17,0.00863860037778898,18,0.0126041116921198,19,0.0107826315392595,20,0.00863860037778898,21,0.0126041116921198,22,0.0119672459636094,23,0.00181441086521842,24,0.0183655560832979,25,0.0119672459636094,26,0.00482219249706793,27,0.0113746614305807,28,0.0102235807671069,29,0.00721858524982051,30
"RRP1B",NA,0.00264497943806737,1,0.00309395374295044,2,0.0028586565690939,3,0.00222132305345434,4,-0.000371658071107631,5,0.00378963952031637,6,0.0035669531491022,7,0.0035669531491022,8,0.00163166684962459,9,0.00264497943806737,10,0.00222132305345434,11,0.00331384370819896,12,0.00479429648074993,13,0.00201729229912733,14,0.00309395374295044,15,0.00479429648074993,16,0.0028586565690939,17,0.00201729229912733,18,0.0035669531491022,19,0.0028586565690939,20,0.00201729229912733,21,0.0035669531491022,22,0.00331384370819896,23,-0.000720587553646771,24,0.00568982502619968,25,0.00331384370819896,26,0.000471812374332359,27,0.00309395374295044,28,0.00264497943806737,29,0.00144887364393458,30
"MOCS2",NA,-0.00947577716987398,1,-0.00990704605752582,2,-0.0096955041787693,3,-0.0090628112195473,4,-0.00617897877393315,5,-0.0106096236220488,6,-0.0103584338317809,7,-0.0103584338317809,8,-0.00847695516501586,9,-0.00947577716987398,10,-0.0090628112195473,11,-0.010141149487747,12,-0.011622481047058,13,-0.00886459560684734,14,-0.00990704605752582,15,-0.011622481047058,16,-0.0096955041787693,17,-0.00886459560684734,18,-0.0103584338317809,19,-0.0096955041787693,20,-0.00886459560684734,21,-0.0103584338317809,22,-0.010141149487747,23,-0.00562197494864269,24,-0.0123862625580108,25,-0.010141149487747,26,-0.00725200946534986,27,-0.00990704605752582,28,-0.00947577716987398,29,-0.00828937218933463,30
"ZFP14",NA,-0.00483646560192896,1,-0.00495431485465686,2,-0.0049013836153161,3,-0.00471695854186679,4,-0.00371737663352276,5,-0.00514314737484667,6,-0.00507005119308802,7,-0.00507005119308802,8,-0.00453788164244332,9,-0.00483646560192896,10,-0.00471695854186679,11,-0.00502255834359909,12,-0.00537954424188021,13,-0.00465826098304542,14,-0.00495431485465686,15,-0.00537954424188021,16,-0.0049013836153161,17,-0.00465826098304542,18,-0.00507005119308802,19,-0.0049013836153161,20,-0.00465826098304542,21,-0.00507005119308802,22,-0.00502255834359909,23,-0.00348107162617053,24,-0.00547379889361803,25,-0.00502255834359909,26,-0.0041282504662,27,-0.00495431485465686,28,-0.00483646560192896,29,-0.00447755591504886,30
"XPA",NA,0.000835187724460587,1,0.00124775408121999,2,0.00102973960481927,3,0.00045433286232535,4,-0.00162777377527584,5,0.00190426846738533,6,0.00169152609383718,7,0.00169152609383718,8,-6.03605618393744e-05,9,0.000835187724460587,10,0.00045433286232535,11,0.00145259087399851,12,0.00289175699782863,13,0.000273526837841306,14,0.00124775408121999,15,0.00289175699782863,16,0.00102973960481927,17,0.000273526837841306,18,0.00169152609383718,19,0.00102973960481927,20,0.000273526837841306,21,0.00169152609383718,22,0.00145259087399851,23,-0.00184697572741776,24,0.00378400121324322,25,0.00145259087399851,26,-0.00101239715656652,27,0.00124775408121999,28,0.000835187724460587,29,-0.000216301895852259,30
"RIOK2",NA,-0.00518275971554685,1,-0.00518238027258812,2,-0.00519269187292697,3,-0.00516428156441253,4,-0.00449673031528389,5,-0.00516300307367756,6,-0.00516195911548129,7,-0.00516195911548129,8,-0.00510650128929936,9,-0.00518275971554685,10,-0.00516428156441253,11,-0.00518735968386486,12,-0.00504909038870583,13,-0.00515088319800402,14,-0.00518238027258812,15,-0.00504909038870583,16,-0.00519269187292697,17,-0.00515088319800402,18,-0.00516195911548129,19,-0.00519269187292697,20,-0.00515088319800402,21,-0.00516195911548129,22,-0.00518735968386486,23,-0.00424760449370774,24,-0.00483956936444695,25,-0.00518735968386486,26,-0.00486418037990198,27,-0.00518238027258812,28,-0.00518275971554685,29,-0.0050797611830478,30
"MFSD4A",NA,-0.027464235503911,1,-0.0296739591490686,2,-0.0285508106565135,3,-0.0253908333880004,4,-0.0125477885198904,5,-0.0332497602435025,6,-0.0320241991794323,7,-0.0320241991794323,8,-0.0225256729307808,9,-0.027464235503911,10,-0.0253908333880004,11,-0.030829347648735,12,-0.0385283670810808,13,-0.024403648833274,14,-0.0296739591490686,15,-0.0385283670810808,16,-0.0285508106565135,17,-0.024403648833274,18,-0.0320241991794323,19,-0.0285508106565135,20,-0.024403648833274,21,-0.0320241991794323,22,-0.030829347648735,23,-0.0105496620280743,24,-0.042899098309124,25,-0.030829347648735,26,-0.0168937983435183,27,-0.0296739591490686,28,-0.027464235503911,29,-0.0216337078565302,30
"DIS3L",NA,-0.00160731894500085,1,-0.00146043494762783,2,-0.00154281364282567,3,-0.00174126129295779,4,-0.0023571977166287,5,-0.00123705730738532,6,-0.00130210406127078,7,-0.00130210406127078,8,-0.00191796043216594,9,-0.00160731894500085,10,-0.00174126129295779,11,-0.00139453769409373,12,-0.000899154949705087,13,-0.00180555609551428,14,-0.00146043494762783,15,-0.000899154949705087,16,-0.00154281364282567,17,-0.00180555609551428,18,-0.00130210406127078,19,-0.00154281364282567,20,-0.00180555609551428,21,-0.00130210406127078,22,-0.00139453769409373,23,-0.00236768702757853,24,-0.000582929606183122,25,-0.00139453769409373,26,-0.00222058250885398,27,-0.00146043494762783,28,-0.00160731894500085,29,-0.0019701875162987,30
"ZNF836",NA,-0.0167328013874444,1,-0.0178999175494157,2,-0.0173111286890096,3,-0.0156363611592918,4,-0.00872412875058483,5,-0.0197998204276865,6,-0.0191413438046179,7,-0.0191413438046179,8,-0.0141176128609463,9,-0.0167328013874444,10,-0.0156363611592918,11,-0.0185171565852258,12,-0.0226063773699923,13,-0.0151148717263681,14,-0.0178999175494157,15,-0.0226063773699923,16,-0.0173111286890096,17,-0.0151148717263681,18,-0.0191413438046179,19,-0.0173111286890096,20,-0.0151148717263681,21,-0.0191413438046179,22,-0.0185171565852258,23,-0.00759369124170841,24,-0.0249080855799766,25,-0.0185171565852258,26,-0.0111076986667874,27,-0.0178999175494157,28,-0.0167328013874444,29,-0.0136432783484128,30
"PNO1",NA,-0.0123150288747103,1,-0.0130755232478049,2,-0.0126952290386281,3,-0.011596924620329,4,-0.00696471087591125,5,-0.0143139256394198,6,-0.0138804946145502,7,-0.0138804946145502,8,-0.0105965576346139,9,-0.0123150288747103,10,-0.011596924620329,11,-0.0134812287663677,12,-0.0161251124410007,13,-0.0112548403959942,14,-0.0130755232478049,15,-0.0161251124410007,16,-0.0126952290386281,17,-0.0112548403959942,18,-0.0138804946145502,19,-0.0126952290386281,20,-0.0112548403959942,21,-0.0138804946145502,22,-0.0134812287663677,23,-0.00617467337266376,24,-0.0175707879395547,25,-0.0134812287663677,26,-0.00859116411127593,27,-0.0130755232478049,28,-0.0123150288747103,29,-0.010282335832128,30
"FAM50B",NA,-0.00840992699102852,1,-0.00898919827106203,2,-0.0086996570436604,3,-0.00787490721940253,4,-0.00469341306036916,5,-0.00996443541289831,6,-0.00961662102473228,7,-0.00961662102473228,8,-0.00714917468283455,9,-0.00840992699102852,10,-0.00787490721940253,11,-0.00930632429325415,12,-0.0114489330177123,13,-0.00762472788010105,14,-0.00898919827106203,15,-0.0114489330177123,16,-0.0086996570436604,17,-0.00762472788010105,18,-0.00961662102473228,19,-0.0086996570436604,20,-0.00762472788010105,21,-0.00961662102473228,22,-0.00930632429325415,23,-0.00418616294009728,24,-0.0126824081748368,25,-0.00930632429325415,26,-0.00576270067459545,27,-0.00898919827106203,28,-0.00840992699102852,29,-0.00692588908332923,30
"IKZF3",NA,0.00432103956884403,1,0.00499792830163275,2,0.00464438466164438,3,0.00369183412098729,4,3.61196566926427e-05,5,0.00608189575534667,6,0.0057227634909038,7,0.0057227634909038,8,0.00283340557595235,9,0.00432103956884403,10,0.00369183412098729,11,0.00533986261247645,12,0.00771087268345067,13,0.00339172116633121,14,0.00499792830163275,15,0.00771087268345067,16,0.00464438466164438,17,0.00339172116633121,18,0.0057227634909038,19,0.00464438466164438,20,0.00339172116633121,21,0.0057227634909038,22,0.00533986261247645,23,-0.000438830942129269,24,0.00911055698416119,25,0.00533986261247645,26,0.00119526547017373,27,0.00499792830163275,28,0.00432103956884403,29,0.00256925797702185,30
"CDR2L",NA,0.0168250564604319,1,0.0180639044314329,2,0.0174387478868833,3,0.0156655109884805,4,0.00848713620380269,5,0.0200896953115419,6,0.0193862400902401,7,0.0193862400902401,8,0.0140668944050074,9,0.0168250564604319,10,0.0156655109884805,11,0.0187212064371082,12,0.0230971490981326,13,0.0151158580973174,14,0.0180639044314329,15,0.0230971490981326,16,0.0174387478868833,17,0.0151158580973174,18,0.0193862400902401,19,0.0174387478868833,20,0.0151158580973174,21,0.0193862400902401,22,0.0187212064371082,23,0.00734283341854963,24,0.0255887724122528,25,0.0187212064371082,26,0.0109313726988946,27,0.0180639044314329,28,0.0168250564604319,29,0.0135699209317804,30
"HSP90B1",NA,-0.00882564869335476,1,-0.00936796619711016,2,-0.00909936432638863,3,-0.00832598616845863,4,-0.0053193935926224,5,-0.0102926788913646,6,-0.00995813079477401,7,-0.00995813079477401,8,-0.00764864967396903,9,-0.00882564869335476,10,-0.00832598616845863,11,-0.0096699449720507,12,-0.0117144153829178,13,-0.00809350879137524,14,-0.00936796619711016,15,-0.0117144153829178,16,-0.00909936432638863,17,-0.00809350879137524,18,-0.00995813079477401,19,-0.00909936432638863,20,-0.00809350879137524,21,-0.00995813079477401,22,-0.0096699449720507,23,-0.00481509382002245,24,-0.0129101978591868,25,-0.0096699449720507,26,-0.00634885090627514,27,-0.00936796619711016,28,-0.00882564869335476,29,-0.00744024850255804,30
"SYT15",NA,0.0199633638547617,1,0.0214452321387244,2,0.020695531422624,3,0.0185689394159044,4,0.0098054791123845,5,0.023843053893621,6,0.0230172485712094,7,0.0230172485712094,8,0.0166353503557299,9,0.0199633638547617,10,0.0185689394159044,11,0.0222234686816794,12,0.0273632868603628,13,0.0179044441535758,14,0.0214452321387244,15,0.0273632868603628,16,0.020695531422624,17,0.0179044441535758,18,0.0230172485712094,19,0.020695531422624,20,0.0179044441535758,21,0.0230172485712094,22,0.0222234686816794,23,0.00840210877919958,24,0.0302434654241896,25,0.0222234686816794,26,0.0128068224576448,27,0.0214452321387244,28,0.0199633638547617,29,0.0160314581370378,30
"SIDT1",NA,0.00135369787544303,1,0.00158765854894654,2,0.00146382185732895,3,0.00112496043929347,4,-0.000442841450482761,5,0.00192872071422503,6,0.00182444864875384,7,0.00182444864875384,8,0.000794421178280872,9,0.00135369787544303,10,0.00112496043929347,11,0.0016959123699681,12,0.00239055035024671,13,0.00101091790520134,14,0.00158765854894654,15,0.00239055035024671,16,0.00146382185732895,17,0.00101091790520134,18,0.00182444864875384,19,0.00146382185732895,20,0.00101091790520134,21,0.00182444864875384,22,0.0016959123699681,23,-0.000675128865044403,24,0.00275436507436148,25,0.0016959123699681,26,9.86970911932591e-05,27,0.00158765854894654,28,0.00135369787544303,29,0.000688182168248382,30
"VEGFB",NA,-0.00346200167940113,1,-0.00349535907848271,2,-0.00348602546520962,3,-0.00341876348735568,4,-0.00283932123025952,5,-0.00353571672924946,6,-0.00351776619622215,7,-0.00351776619622215,8,-0.00333852891487041,9,-0.00346200167940113,10,-0.00341876348735568,11,-0.0035166525263235,12,-0.00352584152061429,13,-0.00339636208540593,14,-0.00349535907848271,15,-0.00352584152061429,16,-0.00348602546520962,17,-0.00339636208540593,18,-0.00351776619622215,19,-0.00348602546520962,20,-0.00339636208540593,21,-0.00351776619622215,22,-0.0035166525263235,23,-0.00267199181204766,24,-0.00347597143661756,25,-0.0035166525263235,26,-0.0031106575894724,27,-0.00349535907848271,28,-0.00346200167940113,29,-0.00330939821706393,30
"SPTBN1",NA,-0.00451372100666027,1,-0.00478625032723074,2,-0.00465344377052187,3,-0.00426941658667059,4,-0.0029598972346326,5,-0.00527318087738069,6,-0.00509095202099581,7,-0.00509095202099581,8,-0.00394988736810884,9,-0.00451372100666027,10,-0.00426941658667059,11,-0.00494568439999453,12,-0.0060460010895063,13,-0.00415932449305341,14,-0.00478625032723074,15,-0.0060460010895063,16,-0.00465344377052187,17,-0.00415932449305341,18,-0.00509095202099581,19,-0.00465344377052187,20,-0.00415932449305341,21,-0.00509095202099581,22,-0.00494568439999453,23,-0.00275443556046735,24,-0.00671468421956781,25,-0.00494568439999453,26,-0.0033812966540654,27,-0.00478625032723074,28,-0.00451372100666027,29,-0.00385468777818021,30
"NAA15",NA,-0.00261375352412628,1,-0.00243821068311797,2,-0.00253851914964274,3,-0.00276365145861074,4,-0.0032486858303054,5,-0.00214481990431098,6,-0.00223611505192442,7,-0.00223611505192442,8,-0.00294475044105684,9,-0.00261375352412628,10,-0.00276365145861074,11,-0.00235470871080444,12,-0.00163497513541402,13,-0.0028328747304482,14,-0.00243821068311797,15,-0.00163497513541402,16,-0.00253851914964274,17,-0.0028328747304482,18,-0.00223611505192442,19,-0.00253851914964274,20,-0.0028328747304482,21,-0.00223611505192442,22,-0.00235470871080444,23,-0.00319947044877286,24,-0.00114391133088875,25,-0.00235470871080444,26,-0.00320145835770427,27,-0.00243821068311797,28,-0.00261375352412628,29,-0.00299501027441396,30
"ALDH18A1",NA,-0.00371054044138177,1,-0.0038513689080884,2,-0.00378751272602117,3,-0.00359107931074019,4,-0.00303612226603567,5,-0.00413471097400021,6,-0.00401837596863404,7,-0.00401837596863404,8,-0.0034449732689574,9,-0.00371054044138177,10,-0.00359107931074019,11,-0.0039461080850119,12,-0.00461717215333349,13,-0.00354155061695057,14,-0.0038513689080884,15,-0.00461717215333349,16,-0.00378751272602117,17,-0.00354155061695057,18,-0.00401837596863404,19,-0.00378751272602117,20,-0.00354155061695057,21,-0.00401837596863404,22,-0.0039461080850119,23,-0.00292875165758376,24,-0.00506202750376535,25,-0.0039461080850119,26,-0.00321541694851684,27,-0.0038513689080884,28,-0.00371054044138177,29,-0.00340400096810901,30
