"","coef_ridge","s0","tcross","s0","tcross","s0","tcross","s0","tcross","s0","tcross","s0","tcross","s0","tcross","s0","tcross","s0","tcross","s0","tcross","s0","tcross","s0","tcross","s0","tcross","s0","tcross","s0","tcross","s0","tcross","s0","tcross","s0","tcross","s0","tcross","s0","tcross","s0","tcross","s0","tcross","s0","tcross","s0","tcross","s0","tcross","s0","tcross","s0","tcross","s0","tcross","s0","tcross","s0","tcross"
"RBPMS2",NA,0.00831606477436457,1,0.00867220663598236,2,0.00849072710921889,3,0.00796574623119554,4,0.00534355601334313,5,0.0092138704609909,6,0.00903207164306598,7,0.00903207164306598,8,0.00745679015491106,9,0.00831606477436457,10,0.00796574623119554,11,0.00885008279146365,12,0.00995380628823203,13,0.00779076319783395,14,0.00867220663598236,15,0.00995380628823203,16,0.00849072710921889,17,0.00779076319783395,18,0.00903207164306598,19,0.00849072710921889,20,0.00779076319783395,21,0.00903207164306598,22,0.00885008279146365,23,0.00482571830996777,24,0.0104622082188063,25,0.00885008279146365,26,0.00634231683524997,27,0.00867220663598236,28,0.00831606477436457,29,0.0072887581840539,30
"SIGLEC17P",NA,-0.0172089627057773,1,-0.0184652716227592,2,-0.0178273247204631,3,-0.0160272487619496,4,-0.00858406389910692,5,-0.0204979980855756,6,-0.019798674387562,7,-0.019798674387562,8,-0.0143899384528469,9,-0.0172089627057773,10,-0.0160272487619496,11,-0.0191229840096994,12,-0.023499443620484,13,-0.0154626929034945,14,-0.0184652716227592,15,-0.023499443620484,16,-0.0178273247204631,17,-0.0154626929034945,18,-0.019798674387562,19,-0.0178273247204631,20,-0.0154626929034945,21,-0.019798674387562,22,-0.0191229840096994,23,-0.00738353592923211,24,-0.0259501185899395,25,-0.0191229840096994,26,-0.0111412123730515,27,-0.0184652716227592,28,-0.0172089627057773,29,-0.0138772535388591,30
"PROS1",NA,0.00934089774543092,1,0.00982777763767601,2,0.00958108217225689,3,0.00887107615570778,4,0.00558102880864993,5,0.0105900759994153,6,0.0103310085997548,7,0.0103310085997548,8,0.00820078277302703,9,0.00934089774543092,10,0.00887107615570778,11,0.0100770889443198,12,0.0116678393369615,13,0.00864138465798036,14,0.00982777763767601,15,0.0116678393369615,16,0.00958108217225689,17,0.00864138465798036,18,0.0103310085997548,19,0.00958108217225689,20,0.00864138465798036,21,0.0103310085997548,22,0.0100770889443198,23,0.00497605759547579,24,0.0125010739340838,25,0.0100770889443198,26,0.00678854990895577,27,0.00982777763767601,28,0.00934089774543092,29,0.00798469574120587,30
"PPBP",NA,0.0107515669927149,1,0.011387887087383,2,0.0110669098281588,3,0.0101412395076753,4,0.00600561792513484,5,0.0123928327451533,6,0.0120495134351635,7,0.0120495134351635,8,0.00927640117075581,9,0.0107515669927149,10,0.0101412395076753,11,0.0117170792471356,12,0.0138181859479116,13,0.00984556759297195,14,0.011387887087383,15,0.0138181859479116,16,0.0110669098281588,17,0.00984556759297195,18,0.0120495134351635,19,0.0110669098281588,20,0.00984556759297195,21,0.0120495134351635,22,0.0117170792471356,23,0.0052810244705786,24,0.0149365510152123,25,0.0117170792471356,26,0.00748920873893894,27,0.011387887087383,28,0.0107515669927149,29,0.0090006399617869,30
"MYCT1",NA,0.0113170335954856,1,0.0119710184943109,2,0.0116371273465642,3,0.010695903819945,4,0.00657344634486929,5,0.0130161459672156,6,0.0126584534294705,7,0.0126584534294705,8,0.00982619273747995,9,0.0113170335954856,10,0.010695903819945,11,0.012308844836456,12,0.0145493726090227,13,0.0103948976178812,14,0.0119710184943109,15,0.0145493726090227,16,0.0116371273465642,17,0.0103948976178812,18,0.0126584534294705,19,0.0116371273465642,20,0.0103948976178812,21,0.0126584534294705,22,0.012308844836456,23,0.00584852369132584,24,0.0157628783972659,25,0.012308844836456,26,0.00804672670480971,27,0.0119710184943109,28,0.0113170335954856,29,0.00954894020728323,30
"GUCY1B1",NA,0.00615083275146799,1,0.00630042628994141,2,0.00622450713368219,3,0.00599098964299087,4,0.00445500666705543,5,0.0065000015860615,6,0.00643721176288684,7,0.00643721176288684,8,0.00573864186138659,9,0.00615083275146799,10,0.00599098964299087,11,0.00636866112728929,12,0.00672042451527533,13,0.00590576854846774,14,0.00630042628994141,15,0.00672042451527533,16,0.00622450713368219,17,0.00590576854846774,18,0.00643721176288684,19,0.00622450713368219,20,0.00590576854846774,21,0.00643721176288684,22,0.00636866112728929,23,0.00409039495348589,24,0.00681117858955301,25,0.00636866112728929,26,0.00510536357090833,27,0.00630042628994141,28,0.00615083275146799,29,0.00564936822097749,30
"P2RY12",NA,0.00973685485214519,1,0.010253683640197,2,0.00999086976969855,3,0.00924332659532836,4,0.00589173674389409,5,0.0110766021455604,6,0.0107940529167042,7,0.0107940529167042,8,0.0085480600493191,9,0.00973685485214519,10,0.00924332659532836,11,0.0105210026465318,12,0.0122732617538028,13,0.00900326134018088,14,0.010253683640197,15,0.0122732617538028,16,0.00999086976969855,17,0.00900326134018088,18,0.0107940529167042,19,0.00999086976969855,20,0.00900326134018088,21,0.0107940529167042,22,0.0105210026465318,23,0.00528357474433417,24,0.013203066581634,25,0.0105210026465318,26,0.00710777309307828,27,0.010253683640197,28,0.00973685485214519,29,0.00832503147188267,30
"MGAM2",NA,0.000190980152609992,1,-6.5227262142925e-05,2,6.6622413708513e-05,3,0.000417166772600973,4,0.00141025067307501,5,-0.000504350341977122,6,-0.000353543030237722,7,-0.000353543030237722,8,0.000706996963363194,9,0.000190980152609992,10,0.000417166772600973,11,-0.0002032807999115,12,-0.00119919888179392,13,0.000518394166146195,14,-6.5227262142925e-05,15,-0.00119919888179392,16,6.6622413708513e-05,17,0.000518394166146195,18,-0.000353543030237722,19,6.6622413708513e-05,20,0.000518394166146195,21,-0.000353543030237722,22,-0.0002032807999115,23,0.00146683175096379,24,-0.00185780159663307,25,-0.0002032807999115,26,0.00117481370361666,27,-6.5227262142925e-05,28,0.000190980152609992,29,0.000788930675941886,30
"TMEM40",NA,0.00419645021125483,1,0.00426160856480411,2,0.00422866328756224,3,0.00412750107896319,4,0.00341431096260339,5,0.00435718329271474,6,0.00432269000242479,7,0.00432269000242479,8,0.00402010749178588,9,0.00419645021125483,10,0.00412750107896319,11,0.00429393614940812,12,0.00448639020054207,13,0.00408989924620882,14,0.00426160856480411,15,0.00448639020054207,16,0.00422866328756224,17,0.00408989924620882,18,0.00432269000242479,19,0.00422866328756224,20,0.00408989924620882,21,0.00432269000242479,22,0.00429393614940812,23,0.00321498026920939,24,0.00452529916037065,25,0.00429393614940812,26,0.00373783382577499,27,0.00426160856480411,28,0.00419645021125483,29,0.00398021291486952,30
"KIR3DL1",NA,-0.0158957005713581,1,-0.0170944473843421,2,-0.0164859247401864,3,-0.0147689676856814,4,-0.00771032903297536,5,-0.01903439835415,6,-0.0183676015623421,7,-0.0183676015623421,8,-0.0132089086381248,9,-0.0158957005713581,10,-0.0147689676856814,11,-0.0177221545048658,12,-0.0218971145790659,13,-0.014231480249323,14,-0.0170944473843421,15,-0.0218971145790659,16,-0.0164859247401864,17,-0.014231480249323,18,-0.0183676015623421,19,-0.0164859247401864,20,-0.014231480249323,21,-0.0183676015623421,22,-0.0177221545048658,23,-0.00658543328513011,24,-0.0242453706501632,25,-0.0177221545048658,26,-0.0101232197210724,27,-0.0170944473843421,28,-0.0158957005713581,29,-0.0127214848886582,30
"RAB27B",NA,0.00670774184118558,1,0.00691354054174392,2,0.00680981534213115,3,0.00649679415161039,4,0.0046823272699113,5,0.00721038036342925,6,0.0071121954122248,7,0.0071121954122248,8,0.00617648194233223,9,0.00670774184118558,10,0.00649679415161039,11,0.00701345244257318,12,0.00758256988834725,13,0.00638815682940463,14,0.00691354054174392,15,0.00758256988834725,16,0.00680981534213115,17,0.00638815682940463,18,0.0071121954122248,19,0.00680981534213115,20,0.00638815682940463,21,0.0071121954122248,22,0.00701345244257318,23,0.00427957052417058,24,0.00779602046831273,25,0.00701345244257318,26,0.00541993832573431,27,0.00691354054174392,28,0.00670774184118558,29,0.00606677388884246,30
"ANGPT1",NA,0.0120854668547197,1,0.0130477946864717,2,0.0125563928276827,3,0.0111886453298518,4,0.00576238869003021,5,0.0146182670352604,6,0.014078213111229,7,0.014078213111229,8,0.00996070790907282,9,0.0120854668547197,10,0.0111886453298518,11,0.0135524081569833,12,0.0169720107464119,13,0.0107626184578235,14,0.0130477946864717,15,0.0169720107464119,16,0.0125563928276827,17,0.0107626184578235,18,0.014078213111229,19,0.0125563928276827,20,0.0107626184578235,21,0.014078213111229,22,0.0135524081569833,23,0.00492888467507414,24,0.0189215303496398,25,0.0135524081569833,26,0.00757855550752876,27,0.0130477946864717,28,0.0120854668547197,29,0.00957967017969403,30
"C19orf33",NA,0.0139292278952029,1,0.0149149214445985,2,0.0144134978028722,3,0.0130032938060112,4,0.00716313509297082,5,0.016511719228826,6,0.0159630255581877,7,0.0159630255581877,8,0.0117215069837718,9,0.0139292278952029,10,0.0130032938060112,11,0.0154304573952115,12,0.0188806866487219,13,0.0125609696644281,14,0.0149149214445985,15,0.0188806866487219,16,0.0144134978028722,17,0.0125609696644281,18,0.0159630255581877,19,0.0144134978028722,20,0.0125609696644281,21,0.0159630255581877,22,0.0154304573952115,23,0.0062115870711153,24,0.0208373997449088,25,0.0154304573952115,26,0.00917613179087831,27,0.0149149214445985,28,0.0139292278952029,29,0.0113201471910261,30
"GUSBP1",NA,0.000908160581874172,1,0.0012350979371697,2,0.00107320153834827,3,0.000606037885780885,4,-0.00103594314431874,5,0.00177362638598808,6,0.00158760893889943,7,0.00158760893889943,8,0.000194801584582739,9,0.000908160581874172,10,0.000606037885780885,11,0.00141178462321686,12,0.00255270505967893,13,0.00046788013835508,14,0.0012350979371697,15,0.00255270505967893,16,0.00107320153834827,17,0.00046788013835508,18,0.00158760893889943,19,0.00107320153834827,20,0.00046788013835508,21,0.00158760893889943,22,0.00141178462321686,23,-0.00121080741810763,24,0.00326572267903423,25,0.00141178462321686,26,-0.000552830147767303,27,0.0012350979371697,28,0.000908160581874172,29,7.33924160870957e-05,30
"PF4",NA,0.00698695794843658,1,0.00723279556360533,2,0.00710912526166024,3,0.00674064501502801,4,0.00476369207467882,5,0.00760144649529045,6,0.00747661551117442,7,0.00747661551117442,8,0.00637535974693064,9,0.00698695794843658,10,0.00674064501502801,11,0.00735582680510012,12,0.00809024573306137,13,0.00661614776758012,14,0.00723279556360533,15,0.00809024573306137,16,0.00710912526166024,17,0.00661614776758012,18,0.00747661551117442,19,0.00710912526166024,20,0.00661614776758012,21,0.00747661551117442,22,0.00735582680510012,23,0.00434472524642261,24,0.00839116980651967,25,0.00735582680510012,26,0.00554508679224118,27,0.00723279556360533,28,0.00698695794843658,29,0.00625253860309364,30
"AVPR1A",NA,0.011904511912539,1,0.0127264160838103,2,0.012307183227322,3,0.0111338437698776,4,0.00628653693099598,5,0.0140615763925724,6,0.0136020166110872,7,0.0136020166110872,8,0.010069833660728,9,0.011904511912539,10,0.0111338437698776,11,0.0131563190508968,12,0.0160568188671135,13,0.0107653497683464,14,0.0127264160838103,15,0.0160568188671135,16,0.012307183227322,17,0.0107653497683464,18,0.0136020166110872,19,0.012307183227322,20,0.0107653497683464,21,0.0136020166110872,22,0.0131563190508968,23,0.00549144004677719,24,0.0176871349358131,25,0.0131563190508968,26,0.00795945337581532,27,0.0127264160838103,28,0.011904511912539,29,0.00973625109564794,30
"TRAV6",NA,-0.00302125757914584,1,-0.0030712787340746,2,-0.0030413282075574,3,-0.00297561036377931,4,-0.00264264182369211,5,-0.0031557890818041,6,-0.00312591648692802,7,-0.00312591648692802,8,-0.0029173400897448,9,-0.00302125757914584,10,-0.00297561036377931,11,-0.00309488055464013,12,-0.00331569144967554,13,-0.0029505739399325,14,-0.0030712787340746,15,-0.00331569144967554,16,-0.0030413282075574,17,-0.0029505739399325,18,-0.00312591648692802,19,-0.0030413282075574,20,-0.0029505739399325,21,-0.00312591648692802,22,-0.00309488055464013,23,-0.00254507333299402,24,-0.00338676394194534,25,-0.00309488055464013,26,-0.00278760002197111,27,-0.0030712787340746,28,-0.00302125757914584,29,-0.00289544575674038,30
"TRBV5.6",NA,-0.010406281439261,1,-0.0109766862464268,2,-0.0106830329964456,3,-0.00986276734581018,4,-0.00622881769690142,5,-0.0118814241624586,6,-0.0115733411539483,7,-0.0115733411539483,8,-0.00910135386718978,9,-0.010406281439261,10,-0.00986276734581018,11,-0.0112678576828392,12,-0.0132079992636859,13,-0.00959699501348163,14,-0.0109766862464268,15,-0.0132079992636859,16,-0.0106830329964456,17,-0.00959699501348163,18,-0.0115733411539483,19,-0.0106830329964456,20,-0.00959699501348163,21,-0.0115733411539483,22,-0.0112678576828392,23,-0.00558176074689906,24,-0.0141908027748234,25,-0.0112678576828392,26,-0.00753451968667304,27,-0.0109766862464268,28,-0.010406281439261,29,-0.00885645620033556,30
"IRAK1BP1",NA,-0.00653869639367312,1,-0.00678253356178565,2,-0.00665639564862146,3,-0.00629938888540359,4,-0.00447355027849765,5,-0.00715670835396047,6,-0.00703004374528665,7,-0.00703004374528665,8,-0.00595318735423168,9,-0.00653869639367312,10,-0.00629938888540359,11,-0.00690361257171316,12,-0.0076919184192382,13,-0.00617832806113762,14,-0.00678253356178565,15,-0.0076919184192382,16,-0.00665639564862146,17,-0.00617832806113762,18,-0.00703004374528665,19,-0.00665639564862146,20,-0.00617832806113762,21,-0.00703004374528665,22,-0.00690361257171316,23,-0.00409403407041076,24,-0.00802646760993403,25,-0.00690361257171316,26,-0.00518424936143252,27,-0.00678253356178565,28,-0.00653869639367312,29,-0.00583693067598132,30
"PKHD1L1",NA,0.0104194597289168,1,0.0108907927289872,2,0.0106535875768526,3,0.00995592080545388,4,0.00649592069213613,5,0.0116121814134038,6,0.0113680893455919,7,0.0113680893455919,8,0.00928075409227715,9,0.0104194597289168,10,0.00995592080545388,11,0.0111296465277636,12,0.0125951132001407,13,0.00972621756458845,14,0.0108907927289872,15,0.0125951132001407,16,0.0106535875768526,17,0.00972621756458845,18,0.0113680893455919,19,0.0106535875768526,20,0.00972621756458845,21,0.0113680893455919,22,0.0111296465277636,23,0.00582244330955678,24,0.0132925387774253,25,0.0111296465277636,26,0.0078073579105858,27,0.0108907927289872,28,0.0104194597289168,29,0.00905930541320342,30
"C2orf88",NA,0.00789109297141962,1,0.00828597802938147,2,0.00808564802986538,3,0.00751597852460409,4,0.00498574973961871,5,0.00892346978393596,6,0.00870165649308542,7,0.00870165649308542,8,0.00699065305441589,9,0.00789109297141962,10,0.00751597852460409,11,0.00849290787045758,12,0.00986745998482559,13,0.00733406728335687,14,0.00828597802938147,15,0.00986745998482559,16,0.00808564802986538,17,0.00733406728335687,18,0.00870165649308542,19,0.00808564802986538,20,0.00733406728335687,21,0.00870165649308542,22,0.00849290787045758,23,0.00451797591956511,24,0.0105849034782551,25,0.00849290787045758,26,0.00590736184585773,27,0.00828597802938147,28,0.00789109297141962,29,0.00682216074400075,30
"AK5",NA,-0.00785830851062072,1,-0.00837154819434331,2,-0.0081071636973133,3,-0.00738095092429977,4,-0.00448211931320464,5,-0.00921432796427633,6,-0.00892202521504741,7,-0.00892202521504741,8,-0.00673147405775074,9,-0.00785830851062072,10,-0.00738095092429977,11,-0.00864048698448299,12,-0.0105026294668274,13,-0.00715216468148671,14,-0.00837154819434331,15,-0.0105026294668274,16,-0.0081071636973133,17,-0.00715216468148671,18,-0.00892202521504741,19,-0.0081071636973133,20,-0.00715216468148671,21,-0.00892202521504741,22,-0.00864048698448299,23,-0.00401364077311094,24,-0.0115048795030841,25,-0.00864048698448299,26,-0.00546720890768604,27,-0.00837154819434331,28,-0.00785830851062072,29,-0.00652749578217196,30
"LGALSL",NA,0.00860903584065715,1,0.00889366694922737,2,0.00875281309556088,3,0.008314739513,4,0.00578288295455552,5,0.00929942370149046,6,0.00916511854014918,7,0.00916511854014918,8,0.00786395552678099,9,0.00860903584065715,10,0.008314739513,11,0.0090329735326108,12,0.0097800468759474,13,0.00816399490008438,14,0.00889366694922737,15,0.0097800468759474,16,0.00875281309556088,17,0.00816399490008438,18,0.00916511854014918,19,0.00875281309556088,20,0.00816399490008438,21,0.00916511854014918,22,0.0090329735326108,23,0.0052363788059643,24,0.0100342799240496,25,0.0090329735326108,26,0.00680235688756286,27,0.00889366694922737,28,0.00860903584065715,29,0.00771049493086848,30
"KIF20B",NA,-0.0051264003429443,1,-0.00526461300431886,2,-0.00519187135127855,3,-0.00499230858509154,4,-0.00391505092345046,5,-0.0054860427610626,6,-0.00540775574191165,7,-0.00540775574191165,8,-0.00480076390549806,9,-0.0051264003429443,10,-0.00499230858509154,11,-0.00533464910244791,12,-0.00583664191079379,13,-0.00492328436854873,14,-0.00526461300431886,15,-0.00583664191079379,16,-0.00519187135127855,17,-0.00492328436854873,18,-0.00540775574191165,19,-0.00519187135127855,20,-0.00492328436854873,21,-0.00540775574191165,22,-0.00533464910244791,23,-0.00365691710232124,24,-0.00603974548187806,25,-0.00533464910244791,26,-0.00436049475655005,27,-0.00526461300431886,28,-0.0051264003429443,29,-0.00473427059017716,30
"PDGFD",NA,-0.00474079908606523,1,-0.00489445603871566,2,-0.0048172470539391,3,-0.00458590605896142,4,-0.00331606206699034,5,-0.00512484229316212,6,-0.0050457798308465,7,-0.0050457798308465,8,-0.00435537027246405,9,-0.00474079908606523,10,-0.00458590605896142,11,-0.00497160591172207,12,-0.00543132554073546,13,-0.00450693259828478,14,-0.00489445603871566,15,-0.00543132554073546,16,-0.0048172470539391,17,-0.00450693259828478,18,-0.0050457798308465,19,-0.0048172470539391,20,-0.00450693259828478,21,-0.0050457798308465,22,-0.00497160591172207,23,-0.00303934078317418,24,-0.00559737539460931,25,-0.00497160591172207,26,-0.00382481046282577,27,-0.00489445603871566,28,-0.00474079908606523,29,-0.00427689107950502,30
"C8orf88",NA,0.00741814130169072,1,0.00782625970672693,2,0.0076209645429651,3,0.00702929569397502,4,0.00441184611224386,5,0.00848302248479202,6,0.00825447884711099,7,0.00825447884711099,8,0.0064822764845467,9,0.00741814130169072,10,0.00702929569397502,11,0.00804105264417538,12,0.0094405934374423,13,0.0068415372561948,14,0.00782625970672693,15,0.0094405934374423,16,0.0076209645429651,17,0.0068415372561948,18,0.00825447884711099,19,0.0076209645429651,20,0.0068415372561948,21,0.00825447884711099,22,0.00804105264417538,23,0.00394193402143006,24,0.0101901044128192,25,0.00804105264417538,26,0.00535656227907967,27,0.00782625970672693,28,0.00741814130169072,29,0.00630773495389639,30
"NECAB1",NA,0.0118396320717519,1,0.0124840469657845,2,0.0121610553659577,3,0.0112107764461551,4,0.00673534176519416,5,0.0134785237665795,6,0.0131410575813944,7,0.0131410575813944,8,0.0103034358245652,9,0.0118396320717519,10,0.0112107764461551,11,0.0128138133946717,12,0.0148311722946275,13,0.0109026791719715,14,0.0124840469657845,15,0.0148311722946275,16,0.0121610553659577,17,0.0109026791719715,18,0.0131410575813944,19,0.0121610553659577,20,0.0109026791719715,21,0.0131410575813944,22,0.0128138133946717,23,0.00592347066460186,24,0.0158216980580092,25,0.0128138133946717,26,0.00837687866409114,27,0.0124840469657845,28,0.0118396320717519,29,0.0100102599372202,30
"TRDJ3",NA,-0.00742532287287269,1,-0.0078903857691251,2,-0.00765353480113529,3,-0.00698753440285089,4,-0.00417416345402018,5,-0.00864602021938691,6,-0.00838408156378531,7,-0.00838408156378531,8,-0.0063808735705787,9,-0.00742532287287269,10,-0.00698753440285089,11,-0.00813424152243861,12,-0.0097772501887563,13,-0.00677708413684251,14,-0.0078903857691251,15,-0.0097772501887563,16,-0.00765353480113529,17,-0.00677708413684251,18,-0.00838408156378531,19,-0.00765353480113529,20,-0.00677708413684251,21,-0.00838408156378531,22,-0.00813424152243861,23,-0.00369414503498148,24,-0.010664823064364,25,-0.00813424152243861,26,-0.00516263041701888,27,-0.0078903857691251,28,-0.00742532287287269,29,-0.00618896156845074,30
"RPH3A",NA,0.0103057359664087,1,0.0110722561989285,2,0.0106804661013759,3,0.00959285011171056,4,0.0052744107628695,5,0.0123305669259389,6,0.0118951004968854,7,0.0118951004968854,8,0.00861955519741467,9,0.0103057359664087,10,0.00959285011171056,11,0.0114759090901717,12,0.0142355116667711,13,0.00925390603668695,14,0.0110722561989285,15,0.0142355116667711,16,0.0106804661013759,17,0.00925390603668695,18,0.0118951004968854,19,0.0106804661013759,20,0.00925390603668695,21,0.0118951004968854,22,0.0114759090901717,23,0.00459563972129768,24,0.015792217099179,25,0.0114759090901717,26,0.0067300800237583,27,0.0110722561989285,28,0.0103057359664087,29,0.00831673462709188,30
